## Header ##
[General info]
User	FDN
Device	AI22-1B
Cell area (cm2)	0.09
Test	Stability (JV)
Date	2025-11-20
Time	17:34:21
Note	SMU 1B

[JV Settings]
Vmin (V)	-0.100
Vmax (V)	1.500
Voltage Step (mV)	20.000
Scan Rate (mV/s)	200.000
Auto-detect Voc	Yes
Scan direction	FW then RV
Voltage Range (V)	10 V
Current Range (V)	L
Inverted	No
Auto-range	On

[Cell Settings]
Tipology	Cell
Cell Area (cm2)	0.09
#Cells	1.00
W cell area (cm2)	1.00
#W cells	1.00

## Data ##
Scan	Voc	Jsc	V_MPP	J_MPP	P_MPP	Rs	R//	FF	Eff
	V	mA/cm²	V	mA/cm²	mW/cm²	Ohm	Ohm	%	%
FW	0.464666	18.902304	0.254984	12.082466	3.080833	3.19E+2	5.22E+2	35.08	3.08
RV	0.470428	15.208001	0.243345	8.286642	2.016510	2.89E+2	4.42E+2	28.19	2.02
									
V_FW (V)	J_FW (mA/cm²)	V_RV (V)	J_RV (mA/cm²)						
-1.000001E-1	2.110204E+1	4.800003E-1	-3.751763E-1						
-8.000024E-2	2.060650E+1	4.600007E-1	4.036235E-1						
-5.999904E-2	2.014551E+1	4.400002E-1	1.161883E+0						
-3.999981E-2	1.977089E+1	4.199996E-1	1.929009E+0						
-1.999959E-2	1.932873E+1	3.999991E-1	2.672100E+0						
6.250133E-7	1.890229E+1	3.799995E-1	3.419636E+0						
2.000051E-2	1.848248E+1	3.599996E-1	4.175227E+0						
4.000106E-2	1.804327E+1	3.399988E-1	4.911961E+0						
6.000062E-2	1.755921E+1	3.199992E-1	5.628544E+0						
8.000018E-2	1.703639E+1	2.999996E-1	6.333388E+0						
1.000011E-1	1.644909E+1	2.799991E-1	7.028421E+0						
1.200009E-1	1.585886E+1	2.599992E-1	7.715723E+0						
1.400008E-1	1.525220E+1	2.399983E-1	8.399942E+0						
1.600020E-1	1.474222E+1	2.199994E-1	9.062449E+0						
1.799987E-1	1.411905E+1	1.999985E-1	9.704136E+0						
1.999989E-1	1.351589E+1	1.799996E-1	1.031482E+1						
2.199994E-1	1.293944E+1	1.600010E-1	1.092867E+1						
2.399986E-1	1.234518E+1	1.400005E-1	1.150804E+1						
2.599998E-1	1.170606E+1	1.200003E-1	1.206894E+1						
2.799988E-1	8.350281E+0	1.000001E-1	1.261851E+1						
2.999993E-1	5.782072E+0	8.000084E-2	1.316424E+1						
3.199995E-1	5.064172E+0	5.999997E-2	1.369227E+1						
3.399991E-1	4.376464E+0	4.000008E-2	1.417272E+1						
3.599996E-1	3.665643E+0	2.000051E-2	1.466872E+1						
3.799998E-1	2.977814E+0	9.509089E-7	1.520812E+1						
4.000007E-1	2.264200E+0	-2.000024E-2	1.568234E+1						
4.200006E-1	1.563561E+0	-4.000046E-2	1.615457E+1						
4.400002E-1	8.745308E-1	-6.000035E-2	1.662720E+1						
4.599997E-1	1.604854E-1	-7.999959E-2	1.710989E+1						
4.800009E-1	-5.086199E-1	-1.000001E-1	1.756531E+1						
