direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1166,22.524,84.12,21.157,0.990,21.370,1.587,3030
forward,1000,1.1066,22.299,84.02,20.733,0.980,21.157,1.603,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-30.1294,reverse
1.140,-18.1830,reverse
1.130,-8.9654,reverse
1.120,-1.8532,reverse
1.110,3.6347,reverse
1.100,7.8695,reverse
1.090,11.1374,reverse
1.080,13.6594,reverse
1.070,15.6059,reverse
1.060,17.1084,reverse
1.050,18.2684,reverse
1.040,19.1641,reverse
1.030,19.8559,reverse
1.020,20.3904,reverse
1.010,20.8035,reverse
1.000,21.1230,reverse
0.990,21.3703,reverse
0.980,21.5618,reverse
0.970,21.7103,reverse
0.960,21.8257,reverse
0.950,21.9154,reverse
0.940,21.9854,reverse
0.930,22.0402,reverse
0.920,22.0832,reverse
0.910,22.1172,reverse
0.900,22.1441,reverse
0.890,22.1657,reverse
0.880,22.1831,reverse
0.870,22.1973,reverse
0.860,22.2090,reverse
0.850,22.2188,reverse
0.840,22.2271,reverse
0.830,22.2343,reverse
0.820,22.2406,reverse
0.810,22.2462,reverse
0.800,22.2513,reverse
0.790,22.2560,reverse
0.780,22.2604,reverse
0.770,22.2645,reverse
0.760,22.2685,reverse
0.750,22.2723,reverse
0.740,22.2760,reverse
0.730,22.2796,reverse
0.720,22.2832,reverse
0.710,22.2867,reverse
0.700,22.2901,reverse
0.690,22.2936,reverse
0.680,22.2970,reverse
0.670,22.3004,reverse
0.660,22.3038,reverse
0.650,22.3071,reverse
0.640,22.3105,reverse
0.630,22.3138,reverse
0.620,22.3172,reverse
0.610,22.3205,reverse
0.600,22.3239,reverse
0.590,22.3272,reverse
0.580,22.3306,reverse
0.570,22.3339,reverse
0.560,22.3372,reverse
0.550,22.3406,reverse
0.540,22.3439,reverse
0.530,22.3472,reverse
0.520,22.3506,reverse
0.510,22.3539,reverse
0.500,22.3572,reverse
0.490,22.3606,reverse
0.480,22.3639,reverse
0.470,22.3672,reverse
0.460,22.3706,reverse
0.450,22.3739,reverse
0.440,22.3772,reverse
0.430,22.3806,reverse
0.420,22.3839,reverse
0.410,22.3872,reverse
0.400,22.3906,reverse
0.390,22.3939,reverse
0.380,22.3972,reverse
0.370,22.4006,reverse
0.360,22.4039,reverse
0.350,22.4072,reverse
0.340,22.4106,reverse
0.330,22.4139,reverse
0.320,22.4172,reverse
0.310,22.4206,reverse
0.300,22.4239,reverse
0.290,22.4272,reverse
0.280,22.4306,reverse
0.270,22.4339,reverse
0.260,22.4372,reverse
0.250,22.4406,reverse
0.240,22.4439,reverse
0.230,22.4472,reverse
0.220,22.4506,reverse
0.210,22.4539,reverse
0.200,22.4572,reverse
0.190,22.4606,reverse
0.180,22.4639,reverse
0.170,22.4672,reverse
0.160,22.4706,reverse
0.150,22.4739,reverse
0.140,22.4772,reverse
0.130,22.4806,reverse
0.120,22.4839,reverse
0.110,22.4872,reverse
0.100,22.4906,reverse
0.090,22.4939,reverse
0.080,22.4972,reverse
0.070,22.5006,reverse
0.060,22.5039,reverse
0.050,22.5072,reverse
0.040,22.5106,reverse
0.030,22.5139,reverse
0.020,22.5172,reverse
0.010,22.5206,reverse
-0.000,22.5239,reverse
-0.010,22.5272,reverse
-0.020,22.5306,reverse
-0.030,22.5339,reverse
-0.040,22.5372,reverse
-0.050,22.5406,reverse
-0.060,22.5439,reverse
-0.070,22.5472,reverse
-0.080,22.5506,reverse
-0.090,22.5539,reverse
-0.100,22.5572,reverse
-0.100,22.3320,forward
-0.090,22.3287,forward
-0.080,22.3253,forward
-0.070,22.3220,forward
-0.060,22.3187,forward
-0.050,22.3153,forward
-0.040,22.3120,forward
-0.030,22.3087,forward
-0.020,22.3053,forward
-0.010,22.3020,forward
-0.000,22.2987,forward
0.010,22.2953,forward
0.020,22.2920,forward
0.030,22.2887,forward
0.040,22.2853,forward
0.050,22.2820,forward
0.060,22.2787,forward
0.070,22.2753,forward
0.080,22.2720,forward
0.090,22.2687,forward
0.100,22.2653,forward
0.110,22.2620,forward
0.120,22.2587,forward
0.130,22.2553,forward
0.140,22.2520,forward
0.150,22.2487,forward
0.160,22.2453,forward
0.170,22.2420,forward
0.180,22.2387,forward
0.190,22.2353,forward
0.200,22.2320,forward
0.210,22.2287,forward
0.220,22.2253,forward
0.230,22.2220,forward
0.240,22.2187,forward
0.250,22.2153,forward
0.260,22.2120,forward
0.270,22.2087,forward
0.280,22.2053,forward
0.290,22.2020,forward
0.300,22.1987,forward
0.310,22.1953,forward
0.320,22.1920,forward
0.330,22.1887,forward
0.340,22.1853,forward
0.350,22.1820,forward
0.360,22.1787,forward
0.370,22.1753,forward
0.380,22.1720,forward
0.390,22.1687,forward
0.400,22.1653,forward
0.410,22.1620,forward
0.420,22.1587,forward
0.430,22.1553,forward
0.440,22.1520,forward
0.450,22.1487,forward
0.460,22.1453,forward
0.470,22.1420,forward
0.480,22.1387,forward
0.490,22.1353,forward
0.500,22.1320,forward
0.510,22.1287,forward
0.520,22.1253,forward
0.530,22.1220,forward
0.540,22.1187,forward
0.550,22.1153,forward
0.560,22.1120,forward
0.570,22.1087,forward
0.580,22.1053,forward
0.590,22.1020,forward
0.600,22.0986,forward
0.610,22.0953,forward
0.620,22.0919,forward
0.630,22.0886,forward
0.640,22.0852,forward
0.650,22.0819,forward
0.660,22.0785,forward
0.670,22.0751,forward
0.680,22.0717,forward
0.690,22.0682,forward
0.700,22.0648,forward
0.710,22.0613,forward
0.720,22.0577,forward
0.730,22.0541,forward
0.740,22.0504,forward
0.750,22.0466,forward
0.760,22.0426,forward
0.770,22.0385,forward
0.780,22.0341,forward
0.790,22.0294,forward
0.800,22.0244,forward
0.810,22.0188,forward
0.820,22.0125,forward
0.830,22.0054,forward
0.840,21.9971,forward
0.850,21.9874,forward
0.860,21.9757,forward
0.870,21.9617,forward
0.880,21.9444,forward
0.890,21.9230,forward
0.900,21.8963,forward
0.910,21.8627,forward
0.920,21.8200,forward
0.930,21.7658,forward
0.940,21.6964,forward
0.950,21.6076,forward
0.960,21.4933,forward
0.970,21.3463,forward
0.980,21.1566,forward
0.990,20.9118,forward
1.000,20.5955,forward
1.010,20.1864,forward
1.020,19.6572,forward
1.030,18.9723,forward
1.040,18.0856,forward
1.050,16.9371,forward
1.060,15.4496,forward
1.070,13.5225,forward
1.080,11.0257,forward
1.090,7.7904,forward
1.100,3.5980,forward
1.110,-1.8351,forward
1.120,-8.8762,forward
1.130,-18.0016,forward
1.140,-29.8286,forward
1.150,-45.1572,forward
