direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1161,22.323,84.10,20.954,0.990,21.166,1.580,3030
forward,1000,1.1061,22.100,84.01,20.535,0.980,20.954,1.596,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-30.5647,reverse
1.140,-18.5647,reverse
1.130,-9.3058,reverse
1.120,-2.1617,reverse
1.110,3.3508,reverse
1.100,7.6045,reverse
1.090,10.8871,reverse
1.080,13.4204,reverse
1.070,15.3757,reverse
1.060,16.8849,reverse
1.050,18.0501,reverse
1.040,18.9498,reverse
1.030,19.6447,reverse
1.020,20.1815,reverse
1.010,20.5965,reverse
1.000,20.9174,reverse
0.990,21.1658,reverse
0.980,21.3582,reverse
0.970,21.5073,reverse
0.960,21.6232,reverse
0.950,21.7133,reverse
0.940,21.7836,reverse
0.930,21.8386,reverse
0.920,21.8818,reverse
0.910,21.9159,reverse
0.900,21.9430,reverse
0.890,21.9646,reverse
0.880,21.9821,reverse
0.870,21.9963,reverse
0.860,22.0081,reverse
0.850,22.0179,reverse
0.840,22.0262,reverse
0.830,22.0334,reverse
0.820,22.0397,reverse
0.810,22.0454,reverse
0.800,22.0505,reverse
0.790,22.0552,reverse
0.780,22.0595,reverse
0.770,22.0637,reverse
0.760,22.0677,reverse
0.750,22.0715,reverse
0.740,22.0752,reverse
0.730,22.0788,reverse
0.720,22.0824,reverse
0.710,22.0859,reverse
0.700,22.0893,reverse
0.690,22.0928,reverse
0.680,22.0962,reverse
0.670,22.0996,reverse
0.660,22.1030,reverse
0.650,22.1063,reverse
0.640,22.1097,reverse
0.630,22.1130,reverse
0.620,22.1164,reverse
0.610,22.1197,reverse
0.600,22.1231,reverse
0.590,22.1264,reverse
0.580,22.1298,reverse
0.570,22.1331,reverse
0.560,22.1364,reverse
0.550,22.1398,reverse
0.540,22.1431,reverse
0.530,22.1464,reverse
0.520,22.1498,reverse
0.510,22.1531,reverse
0.500,22.1564,reverse
0.490,22.1598,reverse
0.480,22.1631,reverse
0.470,22.1664,reverse
0.460,22.1698,reverse
0.450,22.1731,reverse
0.440,22.1764,reverse
0.430,22.1798,reverse
0.420,22.1831,reverse
0.410,22.1864,reverse
0.400,22.1898,reverse
0.390,22.1931,reverse
0.380,22.1964,reverse
0.370,22.1998,reverse
0.360,22.2031,reverse
0.350,22.2064,reverse
0.340,22.2098,reverse
0.330,22.2131,reverse
0.320,22.2164,reverse
