direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1155,22.115,84.09,20.745,0.990,20.954,1.573,3030
forward,1000,1.1055,21.894,83.99,20.330,0.980,20.745,1.589,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-31.0187,reverse
1.140,-18.9624,reverse
1.130,-9.6601,reverse
1.120,-2.4826,reverse
1.110,3.0558,reverse
1.100,7.3295,reverse
1.090,10.6274,reverse
1.080,13.1726,reverse
1.070,15.1370,reverse
1.060,16.6533,reverse
1.050,17.8239,reverse
1.040,18.7278,reverse
1.030,19.4259,reverse
1.020,19.9653,reverse
1.010,20.3822,reverse
1.000,20.7046,reverse
0.990,20.9541,reverse
0.980,21.1474,reverse
0.970,21.2972,reverse
0.960,21.4136,reverse
0.950,21.5041,reverse
0.940,21.5748,reverse
0.930,21.6300,reverse
0.920,21.6734,reverse
0.910,21.7076,reverse
0.900,21.7348,reverse
0.890,21.7565,reverse
0.880,21.7741,reverse
0.870,21.7883,reverse
0.860,21.8001,reverse
0.850,21.8100,reverse
0.840,21.8183,reverse
0.830,21.8255,reverse
0.820,21.8319,reverse
0.810,21.8375,reverse
0.800,21.8426,reverse
0.790,21.8473,reverse
0.780,21.8517,reverse
0.770,21.8559,reverse
0.760,21.8598,reverse
0.750,21.8637,reverse
0.740,21.8674,reverse
0.730,21.8710,reverse
0.720,21.8746,reverse
0.710,21.8781,reverse
0.700,21.8815,reverse
0.690,21.8850,reverse
0.680,21.8884,reverse
0.670,21.8918,reverse
0.660,21.8951,reverse
0.650,21.8985,reverse
0.640,21.9019,reverse
0.630,21.9052,reverse
0.620,21.9086,reverse
0.610,21.9119,reverse
0.600,21.9153,reverse
0.590,21.9186,reverse
0.580,21.9220,reverse
0.570,21.9253,reverse
0.560,21.9286,reverse
0.550,21.9320,reverse
0.540,21.9353,reverse
0.530,21.9386,reverse
0.520,21.9420,reverse
0.510,21.9453,reverse
0.500,21.9486,reverse
0.490,21.9520,reverse
0.480,21.9553,reverse
0.470,21.9586,reverse
0.460,21.9620,reverse
0.450,21.9653,reverse
0.440,21.9686,reverse
0.430,21.9720,reverse
0.420,21.9753,reverse
0.410,21.9786,reverse
0.400,21.9820,reverse
0.390,21.9853,reverse
0.380,21.9886,reverse
0.370,21.9920,reverse
0.360,21.9953,reverse
0.350,21.9986,reverse
0.340,22.0020,reverse
0.330,22.0053,reverse
0.320,22.0086,reverse
0.310,22.0120,reverse
0.300,22.0153,reverse
0.290,22.0186,reverse
0.280,22.0220,reverse
0.270,22.0253,reverse
0.260,22.0286,reverse
0.250,22.0320,reverse
0.240,22.0353,reverse
0.230,22.0386,reverse
0.220,22.0420,reverse
0.210,22.0453,reverse
0.200,22.0486,reverse
0.190,22.0520,reverse
0.180,22.0553,reverse
0.170,22.0586,reverse
0.160,22.0620,reverse
0.150,22.0653,reverse
0.140,22.0686,reverse
0.130,22.0720,reverse
0.120,22.0753,reverse
0.110,22.0786,reverse
0.100,22.0820,reverse
0.090,22.0853,reverse
0.080,22.0886,reverse
0.070,22.0920,reverse
0.060,22.0953,reverse
0.050,22.0986,reverse
0.040,22.1020,reverse
0.030,22.1053,reverse
0.020,22.1086,reverse
0.010,22.1120,reverse
-0.000,22.1153,reverse
-0.010,22.1186,reverse
-0.020,22.1220,reverse
-0.030,22.1253,reverse
-0.040,22.1286,reverse
-0.050,22.1320,reverse
-0.060,22.1353,reverse
-0.070,22.1386,reverse
-0.080,22.1420,reverse
-0.090,22.1453,reverse
-0.100,22.1486,reverse
-0.100,21.9275,forward
-0.090,21.9242,forward
-0.080,21.9208,forward
-0.070,21.9175,forward
-0.060,21.9142,forward
-0.050,21.9108,forward
-0.040,21.9075,forward
-0.030,21.9042,forward
-0.020,21.9008,forward
-0.010,21.8975,forward
-0.000,21.8942,forward
0.010,21.8908,forward
0.020,21.8875,forward
0.030,21.8842,forward
0.040,21.8808,forward
0.050,21.8775,forward
0.060,21.8742,forward
0.070,21.8708,forward
0.080,21.8675,forward
0.090,21.8642,forward
0.100,21.8608,forward
0.110,21.8575,forward
0.120,21.8542,forward
0.130,21.8508,forward
0.140,21.8475,forward
0.150,21.8442,forward
0.160,21.8408,forward
0.170,21.8375,forward
0.180,21.8342,forward
0.190,21.8308,forward
0.200,21.8275,forward
0.210,21.8242,forward
0.220,21.8208,forward
0.230,21.8175,forward
0.240,21.8142,forward
0.250,21.8108,forward
0.260,21.8075,forward
0.270,21.8042,forward
0.280,21.8008,forward
0.290,21.7975,forward
0.300,21.7942,forward
0.310,21.7908,forward
0.320,21.7875,forward
0.330,21.7842,forward
0.340,21.7808,forward
0.350,21.7775,forward
0.360,21.7742,forward
0.370,21.7708,forward
0.380,21.7675,forward
0.390,21.7642,forward
0.400,21.7608,forward
0.410,21.7575,forward
0.420,21.7542,forward
0.430,21.7508,forward
0.440,21.7475,forward
0.450,21.7442,forward
0.460,21.7408,forward
0.470,21.7375,forward
0.480,21.7342,forward
0.490,21.7308,forward
0.500,21.7275,forward
0.510,21.7242,forward
0.520,21.7208,forward
0.530,21.7175,forward
0.540,21.7141,forward
0.550,21.7108,forward
0.560,21.7075,forward
0.570,21.7041,forward
0.580,21.7008,forward
0.590,21.6975,forward
0.600,21.6941,forward
0.610,21.6908,forward
0.620,21.6874,forward
0.630,21.6841,forward
0.640,21.6807,forward
0.650,21.6773,forward
0.660,21.6740,forward
0.670,21.6706,forward
0.680,21.6671,forward
0.690,21.6637,forward
0.700,21.6602,forward
0.710,21.6567,forward
0.720,21.6532,forward
0.730,21.6496,forward
0.740,21.6459,forward
0.750,21.6420,forward
0.760,21.6381,forward
0.770,21.6339,forward
0.780,21.6296,forward
0.790,21.6249,forward
0.800,21.6198,forward
0.810,21.6142,forward
0.820,21.6079,forward
0.830,21.6007,forward
0.840,21.5924,forward
0.850,21.5826,forward
0.860,21.5709,forward
0.870,21.5567,forward
0.880,21.5393,forward
0.890,21.5178,forward
0.900,21.4909,forward
0.910,21.4569,forward
0.920,21.4139,forward
0.930,21.3592,forward
0.940,21.2893,forward
0.950,21.1996,forward
0.960,21.0843,forward
0.970,20.9359,forward
0.980,20.7446,forward
0.990,20.4976,forward
1.000,20.1783,forward
1.010,19.7656,forward
1.020,19.2316,forward
1.030,18.5404,forward
1.040,17.6455,forward
1.050,16.4865,forward
1.060,14.9854,forward
1.070,13.0406,forward
1.080,10.5208,forward
1.090,7.2558,forward
1.100,3.0249,forward
1.110,-2.4581,forward
1.120,-9.5640,forward
1.130,-18.7733,forward
1.140,-30.7090,forward
1.150,-46.1785,forward
