direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1181,23.071,84.15,21.708,0.990,21.927,1.606,2985
forward,1000,1.1081,22.840,84.05,21.274,0.980,21.708,1.623,3030

voltage (V),current_density (mA/cm^2),direction
1.150,-28.9584,reverse
1.140,-17.1545,reverse
1.130,-8.0469,reverse
1.120,-1.0195,reverse
1.110,4.4030,reverse
1.100,8.5873,reverse
1.090,11.8162,reverse
1.080,14.3082,reverse
1.070,16.2315,reverse
1.060,17.7161,reverse
1.050,18.8623,reverse
1.040,19.7474,reverse
1.030,20.4309,reverse
1.020,20.9591,reverse
1.010,21.3673,reverse
1.000,21.6831,reverse
0.990,21.9274,reverse
0.980,22.1167,reverse
0.970,22.2635,reverse
0.960,22.3775,reverse
0.950,22.4662,reverse
0.940,22.5354,reverse
0.930,22.5896,reverse
0.920,22.6321,reverse
0.910,22.6657,reverse
0.900,22.6924,reverse
0.890,22.7137,reverse
0.880,22.7310,reverse
0.870,22.7450,reverse
0.860,22.7566,reverse
0.850,22.7663,reverse
0.840,22.7746,reverse
0.830,22.7817,reverse
0.820,22.7880,reverse
0.810,22.7936,reverse
0.800,22.7987,reverse
0.790,22.8033,reverse
0.780,22.8077,reverse
0.770,22.8118,reverse
0.760,22.8158,reverse
0.750,22.8196,reverse
0.740,22.8233,reverse
0.730,22.8269,reverse
0.720,22.8305,reverse
0.710,22.8340,reverse
0.700,22.8374,reverse
0.690,22.8409,reverse
0.680,22.8443,reverse
0.670,22.8477,reverse
0.660,22.8511,reverse
0.650,22.8544,reverse
0.640,22.8578,reverse
0.630,22.8611,reverse
0.620,22.8645,reverse
0.610,22.8678,reverse
0.600,22.8712,reverse
0.590,22.8745,reverse
0.580,22.8779,reverse
0.570,22.8812,reverse
0.560,22.8845,reverse
0.550,22.8879,reverse
0.540,22.8912,reverse
0.530,22.8945,reverse
0.520,22.8979,reverse
0.510,22.9012,reverse
0.500,22.9046,reverse
0.490,22.9079,reverse
0.480,22.9112,reverse
0.470,22.9146,reverse
0.460,22.9179,reverse
0.450,22.9212,reverse
0.440,22.9246,reverse
0.430,22.9279,reverse
0.420,22.9312,reverse
0.410,22.9346,reverse
0.400,22.9379,reverse
0.390,22.9412,reverse
0.380,22.9446,reverse
0.370,22.9479,reverse
0.360,22.9512,reverse
0.350,22.9546,reverse
0.340,22.9579,reverse
0.330,22.9612,reverse
0.320,22.9646,reverse
0.310,22.9679,reverse
0.300,22.9712,reverse
0.290,22.9746,reverse
0.280,22.9779,reverse
0.270,22.9812,reverse
0.260,22.9846,reverse
0.250,22.9879,reverse
0.240,22.9912,reverse
0.230,22.9946,reverse
0.220,22.9979,reverse
0.210,23.0012,reverse
0.200,23.0046,reverse
0.190,23.0079,reverse
0.180,23.0112,reverse
0.170,23.0146,reverse
0.160,23.0179,reverse
0.150,23.0212,reverse
0.140,23.0246,reverse
0.130,23.0279,reverse
0.120,23.0312,reverse
0.110,23.0346,reverse
0.100,23.0379,reverse
0.090,23.0412,reverse
0.080,23.0446,reverse
0.070,23.0479,reverse
0.060,23.0512,reverse
0.050,23.0546,reverse
0.040,23.0579,reverse
0.030,23.0612,reverse
0.020,23.0646,reverse
0.010,23.0679,reverse
-0.000,23.0712,reverse
-0.010,23.0746,reverse
-0.020,23.0779,reverse
-0.030,23.0812,reverse
-0.040,23.0846,reverse
-0.050,23.0879,reverse
-0.060,23.0912,reverse
-0.070,23.0946,reverse
-0.080,23.0979,reverse
-0.090,23.1012,reverse
-0.100,23.1046,reverse
-0.100,22.8738,forward
-0.090,22.8705,forward
-0.080,22.8672,forward
-0.070,22.8638,forward
-0.060,22.8605,forward
-0.050,22.8572,forward
-0.040,22.8538,forward
-0.030,22.8505,forward
-0.020,22.8472,forward
-0.010,22.8438,forward
-0.000,22.8405,forward
0.010,22.8372,forward
0.020,22.8338,forward
0.030,22.8305,forward
0.040,22.8272,forward
0.050,22.8238,forward
0.060,22.8205,forward
0.070,22.8172,forward
0.080,22.8138,forward
0.090,22.8105,forward
0.100,22.8072,forward
0.110,22.8038,forward
0.120,22.8005,forward
0.130,22.7972,forward
0.140,22.7938,forward
0.150,22.7905,forward
0.160,22.7872,forward
0.170,22.7838,forward
0.180,22.7805,forward
0.190,22.7772,forward
0.200,22.7738,forward
0.210,22.7705,forward
0.220,22.7672,forward
0.230,22.7638,forward
0.240,22.7605,forward
0.250,22.7572,forward
0.260,22.7538,forward
0.270,22.7505,forward
0.280,22.7472,forward
0.290,22.7438,forward
0.300,22.7405,forward
0.310,22.7372,forward
0.320,22.7338,forward
0.330,22.7305,forward
0.340,22.7272,forward
0.350,22.7238,forward
0.360,22.7205,forward
0.370,22.7172,forward
0.380,22.7138,forward
0.390,22.7105,forward
0.400,22.7072,forward
0.410,22.7038,forward
0.420,22.7005,forward
0.430,22.6972,forward
0.440,22.6938,forward
0.450,22.6905,forward
0.460,22.6872,forward
0.470,22.6838,forward
0.480,22.6805,forward
0.490,22.6772,forward
0.500,22.6738,forward
0.510,22.6705,forward
0.520,22.6672,forward
0.530,22.6638,forward
0.540,22.6605,forward
0.550,22.6572,forward
0.560,22.6538,forward
0.570,22.6505,forward
0.580,22.6471,forward
0.590,22.6438,forward
0.600,22.6405,forward
0.610,22.6371,forward
0.620,22.6338,forward
0.630,22.6304,forward
0.640,22.6271,forward
0.650,22.6237,forward
0.660,22.6203,forward
0.670,22.6169,forward
0.680,22.6135,forward
0.690,22.6101,forward
0.700,22.6066,forward
0.710,22.6031,forward
0.720,22.5996,forward
0.730,22.5959,forward
0.740,22.5922,forward
0.750,22.5884,forward
0.760,22.5845,forward
0.770,22.5804,forward
0.780,22.5760,forward
0.790,22.5713,forward
0.800,22.5663,forward
0.810,22.5607,forward
0.820,22.5545,forward
0.830,22.5474,forward
0.840,22.5392,forward
0.850,22.5295,forward
0.860,22.5180,forward
0.870,22.5041,forward
0.880,22.4870,forward
0.890,22.4658,forward
0.900,22.4394,forward
0.910,22.4061,forward
0.920,22.3639,forward
0.930,22.3103,forward
0.940,22.2417,forward
0.950,22.1539,forward
0.960,22.0410,forward
0.970,21.8956,forward
0.980,21.7082,forward
0.990,21.4662,forward
1.000,21.1536,forward
1.010,20.7494,forward
1.020,20.2265,forward
1.030,19.5498,forward
1.040,18.6735,forward
1.050,17.5388,forward
1.060,16.0690,forward
1.070,14.1648,forward
1.080,11.6978,forward
1.090,8.5010,forward
1.100,4.3586,forward
1.110,-1.0097,forward
1.120,-7.9668,forward
1.130,-16.9834,forward
1.140,-28.6693,forward
1.150,-43.8150,forward
