## Header ##
[General info]
User	FDN
Device	AI14-1A
Cell area (cm2)	0.09
Test	Stability (JV)
Date	2025-11-19
Time	21:28:59
Note	SMU 1A

[JV Settings]
Vmin (V)	-0.100
Vmax (V)	1.500
Voltage Step (mV)	20.000
Scan Rate (mV/s)	200.000
Auto-detect Voc	Yes
Scan direction	FW then RV
Voltage Range (V)	10 V
Current Range (V)	L
Inverted	No
Auto-range	On

[Cell Settings]
Tipology	Cell
Cell Area (cm2)	0.09
#Cells	1.00
W cell area (cm2)	1.00
#W cells	1.00

## Data ##
Scan	Voc	Jsc	V_MPP	J_MPP	P_MPP	Rs	R//	FF	Eff
	V	mA/cm²	V	mA/cm²	mW/cm²	Ohm	Ohm	%	%
FW	0.727960	14.993237	0.276455	8.072617	2.231715	1.03E+3	6.53E+2	20.45	2.23
RV	0.588733	13.506664	0.256789	7.300112	1.874590	8.20E+2	5.81E+2	23.57	1.87
									
V_FW (V)	J_FW (mA/cm²)	V_RV (V)	J_RV (mA/cm²)						
-9.999941E-2	1.648744E+1	7.399998E-1	-1.318090E+0						
-7.999949E-2	1.614787E+1	7.200002E-1	-1.221452E+0						
-5.999893E-2	1.592104E+1	6.999993E-1	-1.104451E+0						
-4.000127E-2	1.563907E+1	6.799990E-1	-9.641448E-1						
-2.000006E-2	1.531486E+1	6.599988E-1	-8.001006E-1						
-1.409966E-7	1.499332E+1	6.400008E-1	-6.100188E-1						
1.999945E-2	1.464228E+1	6.200009E-1	-3.916798E-1						
4.000034E-2	1.424457E+1	6.000003E-1	-1.477703E-1						
5.999994E-2	1.382325E+1	5.800001E-1	1.195102E-1						
8.000083E-2	1.339659E+1	5.599998E-1	4.103175E-1						
1.000017E-1	1.293052E+1	5.399999E-1	7.252842E-1						
1.200020E-1	1.243741E+1	5.199994E-1	1.060177E+0						
1.399990E-1	1.191602E+1	4.999994E-1	1.419360E+0						
1.599995E-1	1.138346E+1	4.799992E-1	1.804751E+0						
1.799998E-1	1.084732E+1	4.600012E-1	2.210817E+0						
1.999997E-1	1.029131E+1	4.400000E-1	2.634212E+0						
2.200009E-1	9.721899E+0	4.200007E-1	3.082018E+0						
2.400015E-1	9.137357E+0	3.999995E-1	3.552618E+0						
2.600004E-1	8.553734E+0	3.799996E-1	4.035174E+0						
2.800003E-1	7.969955E+0	3.600000E-1	4.530616E+0						
3.000009E-1	7.402160E+0	3.399991E-1	5.043729E+0						
3.199989E-1	6.846061E+0	3.199982E-1	5.576091E+0						
3.399998E-1	6.301527E+0	3.000009E-1	6.113991E+0						
3.600000E-1	5.769577E+0	2.800010E-1	6.650531E+0						
3.800003E-1	5.263846E+0	2.600011E-1	7.209442E+0						
3.999999E-1	4.774621E+0	2.400008E-1	7.770006E+0						
4.200001E-1	4.304222E+0	2.200003E-1	8.319516E+0						
4.400003E-1	3.858023E+0	2.000000E-1	8.879477E+0						
4.600006E-1	3.438846E+0	1.799998E-1	9.421998E+0						
4.799982E-1	3.042100E+0	1.599992E-1	9.934072E+0						
4.999988E-1	2.666190E+0	1.399986E-1	1.042473E+1						
5.199990E-1	2.315886E+0	1.200016E-1	1.091856E+1						
5.399996E-1	1.989550E+0	1.000001E-1	1.140669E+1						
5.600002E-1	1.687956E+0	8.000018E-2	1.188441E+1						
5.800004E-1	1.407318E+0	5.999994E-2	1.232991E+1						
6.000007E-1	1.154259E+0	3.999970E-2	1.273071E+1						
6.200009E-1	9.272624E-1	1.999913E-2	1.313505E+1						
6.400015E-1	7.249126E-1	-4.645780E-7	1.350931E+1						
6.599994E-1	5.491326E-1	-2.000071E-2	1.382470E+1						
6.799994E-1	3.962165E-1	-4.000160E-2	1.412444E+1						
6.999990E-1	2.674799E-1	-5.999957E-2	1.444791E+1						
7.199989E-1	1.608841E-1	-7.999885E-2	4.668569E+1						
7.399994E-1	-3.458065E-1	-1.000001E-1	6.930146E+1						
