## Header ##
[General info]
User	FDN
Device	AI14-1A
Cell area (cm2)	0.09
Test	Stability (JV)
Date	2025-11-19
Time	21:29:43
Note	SMU 1A

[JV Settings]
Vmin (V)	-0.100
Vmax (V)	1.500
Voltage Step (mV)	20.000
Scan Rate (mV/s)	200.000
Auto-detect Voc	Yes
Scan direction	FW then RV
Voltage Range (V)	10 V
Current Range (V)	L
Inverted	No
Auto-range	On

[Cell Settings]
Tipology	Cell
Cell Area (cm2)	0.09
#Cells	1.00
W cell area (cm2)	1.00
#W cells	1.00

## Data ##
Scan	Voc	Jsc	V_MPP	J_MPP	P_MPP	Rs	R//	FF	Eff
	V	mA/cm²	V	mA/cm²	mW/cm²	Ohm	Ohm	%	%
FW	0.730168	19.098789	0.397258	12.111244	4.811284	1.33E+2	1.29E+3	34.50	4.81
RV	0.649301	14.385308	0.337324	8.691810	2.931958	4.75E+2	2.39E+1	31.39	2.93
									
V_FW (V)	J_FW (mA/cm²)	V_RV (V)	J_RV (mA/cm²)						
-9.999941E-2	1.970443E+1	7.399994E-1	-1.776150E+0						
-7.999885E-2	1.954491E+1	7.199995E-1	-1.443251E+0						
-5.999893E-2	1.941603E+1	6.999996E-1	-1.077816E+0						
-4.000160E-2	1.938716E+1	6.799987E-1	-6.791125E-1						
-2.000103E-2	1.928362E+1	6.599991E-1	-2.457841E-1						
5.061662E-7	1.909867E+1	6.400005E-1	2.201704E-1						
2.000075E-2	1.891491E+1	6.200006E-1	7.104852E-1						
4.000034E-2	1.870586E+1	6.000003E-1	1.221389E+0						
6.000026E-2	1.858267E+1	5.800004E-1	1.749839E+0						
8.000115E-2	1.843750E+1	5.599995E-1	2.289401E+0						
1.000007E-1	1.824192E+1	5.399999E-1	2.855213E+0						
1.200007E-1	1.800110E+1	5.199987E-1	3.437897E+0						
1.399993E-1	1.774594E+1	4.999985E-1	4.021450E+0						
1.599995E-1	1.747106E+1	4.799986E-1	4.608071E+0						
1.800004E-1	1.719790E+1	4.600006E-1	5.200944E+0						
1.999990E-1	1.688357E+1	4.400003E-1	5.794836E+0						
2.200003E-1	1.655797E+1	4.199994E-1	6.377586E+0						
2.399999E-1	1.619897E+1	3.999999E-1	6.954927E+0						
2.600011E-1	1.577953E+1	3.800003E-1	7.532454E+0						
2.800010E-1	1.530872E+1	3.600000E-1	8.090526E+0						
3.000022E-1	1.483646E+1	3.399985E-1	8.623164E+0						
3.199989E-1	1.435179E+1	3.199986E-1	9.129935E+0						
3.399998E-1	1.383164E+1	3.000009E-1	9.641200E+0						
3.600007E-1	1.324437E+1	2.800010E-1	1.013202E+1						
3.799999E-1	1.263564E+1	2.599994E-1	1.058974E+1						
4.000005E-1	1.202706E+1	2.400011E-1	1.100359E+1						
4.200014E-1	1.139849E+1	2.199996E-1	1.143041E+1						
4.400003E-1	1.074986E+1	2.000003E-1	1.184599E+1						
4.600019E-1	1.010314E+1	1.799995E-1	1.222359E+1						
4.799986E-1	9.453780E+0	1.599992E-1	1.253070E+1						
4.999994E-1	8.798583E+0	1.399990E-1	1.283816E+1						
5.199997E-1	8.142637E+0	1.200010E-1	1.311642E+1						
5.399996E-1	7.505598E+0	1.000004E-1	1.335270E+1						
5.599989E-1	6.893346E+0	8.000083E-2	1.358256E+1						
5.800001E-1	6.296495E+0	5.999994E-2	1.384752E+1						
6.000003E-1	5.723774E+0	3.999970E-2	1.407653E+1						
6.200015E-1	5.175830E+0	1.999913E-2	1.426099E+1						
6.400005E-1	4.657193E+0	-4.645780E-7	1.442748E+1						
6.599991E-1	4.173723E+0	-2.000135E-2	1.460463E+1						
6.799997E-1	3.730351E+0	-4.000095E-2	5.726881E+1						
6.999996E-1	2.632505E+0	-5.999860E-2	6.908484E+1						
7.199995E-1	8.843318E-1	-7.999949E-2	7.033546E+1						
7.399998E-1	-8.226681E-1	-9.999941E-2	7.157018E+1						
		-1.199997E-1	7.272595E+1						
