## Header ##
[General info]
User	FDN
Device	AI22-1A
Cell area (cm2)	0.09
Test	Stability (JV)
Date	2025-11-20
Time	17:34:47
Note	SMU 1A

[JV Settings]
Vmin (V)	-0.100
Vmax (V)	1.500
Voltage Step (mV)	20.000
Scan Rate (mV/s)	200.000
Auto-detect Voc	Yes
Scan direction	FW then RV
Voltage Range (V)	10 V
Current Range (V)	L
Inverted	No
Auto-range	On

[Cell Settings]
Tipology	Cell
Cell Area (cm2)	0.09
#Cells	1.00
W cell area (cm2)	1.00
#W cells	1.00

## Data ##
Scan	Voc	Jsc	V_MPP	J_MPP	P_MPP	Rs	R//	FF	Eff
	V	mA/cm²	V	mA/cm²	mW/cm²	Ohm	Ohm	%	%
FW	0.716399	18.042082	0.379933	12.208103	4.638259	3.79E+2	2.16E+3	35.89	4.64
RV	0.715513	22.645376	0.262074	18.482037	4.843658	4.13E+2	9.68E+2	29.89	4.84
									
V_FW (V)	J_FW (mA/cm²)	V_RV (V)	J_RV (mA/cm²)						
-1.000001E-1	1.837782E+1	7.200002E-1	-1.145467E-1						
-7.999949E-2	1.830588E+1	6.999999E-1	4.019413E-1						
-5.999925E-2	1.826405E+1	6.799984E-1	9.494081E-1						
-4.000063E-2	1.820999E+1	6.599988E-1	1.534513E+0						
-2.000103E-2	1.813835E+1	6.400015E-1	2.165983E+0						
-4.645780E-7	1.804207E+1	6.200006E-1	2.832660E+0						
2.000010E-2	1.793339E+1	6.000007E-1	3.534550E+0						
4.000131E-2	1.777218E+1	5.799994E-1	4.264591E+0						
5.999994E-2	1.759877E+1	5.599998E-1	5.015467E+0						
8.000050E-2	1.745972E+1	5.399996E-1	5.774473E+0						
1.000011E-1	1.728333E+1	5.199994E-1	6.551598E+0						
1.200020E-1	1.708563E+1	4.999988E-1	7.314687E+0						
1.399990E-1	1.689747E+1	4.799982E-1	8.065217E+0						
1.599999E-1	1.665280E+1	4.600009E-1	8.804322E+0						
1.799998E-1	1.640001E+1	4.400007E-1	9.513996E+0						
2.000000E-1	1.614477E+1	4.199991E-1	1.018742E+1						
2.200006E-1	1.584172E+1	4.000005E-1	1.081510E+1						
2.400005E-1	1.551879E+1	3.799993E-1	1.139736E+1						
2.600017E-1	1.518392E+1	3.599997E-1	1.191707E+1						
2.800010E-1	1.479944E+1	3.399988E-1	1.236952E+1						
3.000009E-1	1.435546E+1	3.199989E-1	1.275107E+1						
3.199992E-1	1.390952E+1	3.000009E-1	1.316724E+1						
3.399994E-1	1.340560E+1	2.800003E-1	1.628968E+1						
3.599997E-1	1.283351E+1	2.599994E-1	1.861712E+1						
3.799999E-1	1.220594E+1	2.400002E-1	1.903599E+1						
4.000002E-1	1.154405E+1	2.199996E-1	1.947113E+1						
4.199998E-1	1.083614E+1	1.999997E-1	1.991383E+1						
4.400010E-1	1.010551E+1	1.799991E-1	2.026066E+1						
4.600003E-1	9.360286E+0	1.599986E-1	2.056897E+1						
4.799989E-1	8.601536E+0	1.399996E-1	2.083035E+1						
4.999985E-1	7.842087E+0	1.200007E-1	2.110070E+1						
5.200000E-1	7.083980E+0	1.000007E-1	2.138378E+1						
5.399999E-1	6.305007E+0	7.999986E-2	2.162396E+1						
5.599998E-1	5.466577E+0	6.000059E-2	2.185413E+1						
5.800011E-1	4.649776E+0	4.000002E-2	2.212950E+1						
6.000000E-1	3.862286E+0	1.999978E-2	2.239914E+1						
6.200006E-1	3.106685E+0	-1.111741E-6	2.264553E+1						
6.400011E-1	2.384728E+0	-2.000071E-2	2.285185E+1						
6.599985E-1	1.703925E+0	-4.000095E-2	2.307466E+1						
6.799997E-1	1.061292E+0	-5.999860E-2	2.324896E+1						
6.999993E-1	4.596708E-1	-7.999885E-2	2.334474E+1						
7.199995E-1	-9.899947E-2	-9.999876E-2	2.342443E+1						
		-1.199997E-1	2.350483E+1						
