voltage (V),current_density (mA/cm^2),direction
1.150,-29.7298,reverse
1.140,-17.8323,reverse
1.130,-8.6525,reverse
1.120,-1.5694,reverse
1.110,3.8961,reverse
1.100,8.1135,reverse
1.090,11.3681,reverse
1.080,13.8798,reverse
1.070,15.8184,reverse
1.060,17.3147,reverse
1.050,18.4700,reverse
1.040,19.3620,reverse
1.030,20.0510,reverse
1.020,20.5833,reverse
1.010,20.9948,reverse
1.000,21.3130,reverse
0.990,21.5592,reverse
0.980,21.7500,reverse
0.970,21.8979,reverse
0.960,22.0128,reverse
0.950,22.1022,reverse
0.940,22.1719,reverse
0.930,22.2265,reverse
0.920,22.2694,reverse
0.910,22.3032,reverse
0.900,22.3301,reverse
0.890,22.3515,reverse
0.880,22.3689,reverse
0.870,22.3830,reverse
0.860,22.3947,reverse
0.850,22.4044,reverse
0.840,22.4127,reverse
0.830,22.4199,reverse
0.820,22.4262,reverse
0.810,22.4318,reverse
0.800,22.4369,reverse
0.790,22.4416,reverse
0.780,22.4460,reverse
0.770,22.4501,reverse
0.760,22.4541,reverse
0.750,22.4579,reverse
0.740,22.4616,reverse
0.730,22.4652,reverse
0.720,22.4687,reverse
0.710,22.4723,reverse
0.700,22.4757,reverse
0.690,22.4792,reverse
0.680,22.4826,reverse
0.670,22.4860,reverse
0.660,22.4893,reverse
0.650,22.4927,reverse
0.640,22.4961,reverse
0.630,22.4994,reverse
0.620,22.5028,reverse
0.610,22.5061,reverse
0.600,22.5095,reverse
0.590,22.5128,reverse
0.580,22.5161,reverse
0.570,22.5195,reverse
0.560,22.5228,reverse
0.550,22.5262,reverse
0.540,22.5295,reverse
0.530,22.5328,reverse
0.520,22.5362,reverse
0.510,22.5395,reverse
0.500,22.5428,reverse
0.490,22.5462,reverse
0.480,22.5495,reverse
0.470,22.5528,reverse
0.460,22.5562,reverse
0.450,22.5595,reverse
0.440,22.5628,reverse
0.430,22.5662,reverse
0.420,22.5695,reverse
0.410,22.5728,reverse
0.400,22.5762,reverse
0.390,22.5795,reverse
0.380,22.5828,reverse
0.370,22.5862,reverse
0.360,22.5895,reverse
0.350,22.5928,reverse
0.340,22.5962,reverse
0.330,22.5995,reverse
0.320,22.6028,reverse
0.310,22.6062,reverse
0.300,22.6095,reverse
0.290,22.6128,reverse
0.280,22.6162,reverse
0.270,22.6195,reverse
0.260,22.6228,reverse
0.250,22.6262,reverse
0.240,22.6295,reverse
0.230,22.6328,reverse
0.220,22.6362,reverse
0.210,22.6395,reverse
0.200,22.6428,reverse
0.190,22.6462,reverse
0.180,22.6495,reverse
0.170,22.6528,reverse
0.160,22.6562,reverse
0.150,22.6595,reverse
0.140,22.6628,reverse
0.130,22.6662,reverse
0.120,22.6695,reverse
0.110,22.6728,reverse
0.100,22.6762,reverse
0.090,22.6795,reverse
0.080,22.6828,reverse
0.070,22.6862,reverse
0.060,22.6895,reverse
0.050,22.6928,reverse
0.040,22.6962,reverse
0.030,22.6995,reverse
0.020,22.7028,reverse
0.010,22.7062,reverse
-0.000,22.7095,reverse
-0.010,22.7128,reverse
-0.020,22.7162,reverse
-0.030,22.7195,reverse
-0.040,22.7228,reverse
-0.050,22.7262,reverse
-0.060,22.7295,reverse
-0.070,22.7328,reverse
-0.080,22.7362,reverse
-0.090,22.7395,reverse
-0.100,22.7428,reverse
-0.100,22.5157,forward
-0.090,22.5124,forward
-0.080,22.5091,forward
-0.070,22.5057,forward
-0.060,22.5024,forward
-0.050,22.4991,forward
-0.040,22.4957,forward
-0.030,22.4924,forward
-0.020,22.4891,forward
-0.010,22.4857,forward
-0.000,22.4824,forward
0.010,22.4791,forward
0.020,22.4757,forward
0.030,22.4724,forward
0.040,22.4691,forward
0.050,22.4657,forward
0.060,22.4624,forward
0.070,22.4591,forward
0.080,22.4557,forward
0.090,22.4524,forward
0.100,22.4491,forward
0.110,22.4457,forward
0.120,22.4424,forward
0.130,22.4391,forward
0.140,22.4357,forward
0.150,22.4324,forward
0.160,22.4291,forward
0.170,22.4257,forward
0.180,22.4224,forward
0.190,22.4191,forward
0.200,22.4157,forward
0.210,22.4124,forward
0.220,22.4091,forward
0.230,22.4057,forward
0.240,22.4024,forward
0.250,22.3991,forward
0.260,22.3957,forward
0.270,22.3924,forward
0.280,22.3891,forward
0.290,22.3857,forward
0.300,22.3824,forward
0.310,22.3791,forward
0.320,22.3757,forward
0.330,22.3724,forward
0.340,22.3691,forward
0.350,22.3657,forward
0.360,22.3624,forward
0.370,22.3591,forward
0.380,22.3557,forward
0.390,22.3524,forward
0.400,22.3491,forward
0.410,22.3457,forward
0.420,22.3424,forward
0.430,22.3391,forward
0.440,22.3357,forward
0.450,22.3324,forward
0.460,22.3291,forward
0.470,22.3257,forward
0.480,22.3224,forward
0.490,22.3191,forward
0.500,22.3157,forward
0.510,22.3124,forward
0.520,22.3091,forward
0.530,22.3057,forward
0.540,22.3024,forward
0.550,22.2991,forward
0.560,22.2957,forward
0.570,22.2924,forward
0.580,22.2890,forward
0.590,22.2857,forward
0.600,22.2824,forward
0.610,22.2790,forward
0.620,22.2757,forward
0.630,22.2723,forward
0.640,22.2689,forward
0.650,22.2656,forward
0.660,22.2622,forward
0.670,22.2588,forward
0.680,22.2554,forward
0.690,22.2520,forward
0.700,22.2485,forward
0.710,22.2450,forward
0.720,22.2414,forward
0.730,22.2378,forward
0.740,22.2341,forward
0.750,22.2303,forward
0.760,22.2264,forward
0.770,22.2222,forward
0.780,22.2179,forward
0.790,22.2132,forward
0.800,22.2081,forward
0.810,22.2025,forward
0.820,22.1963,forward
0.830,22.1891,forward
0.840,22.1809,forward
0.850,22.1712,forward
0.860,22.1596,forward
0.870,22.1456,forward
0.880,22.1284,forward
0.890,22.1071,forward
0.900,22.0805,forward
0.910,22.0469,forward
0.920,22.0045,forward
0.930,21.9504,forward
0.940,21.8814,forward
0.950,21.7928,forward
0.960,21.6790,forward
0.970,21.5326,forward
0.980,21.3437,forward
0.990,21.0998,forward
1.000,20.7848,forward
1.010,20.3774,forward
1.020,19.8504,forward
1.030,19.1683,forward
1.040,18.2851,forward
1.050,17.1414,forward
1.060,15.6599,forward
1.070,13.7407,forward
1.080,11.2541,forward
1.090,8.0321,forward
1.100,3.8568,forward
1.110,-1.5541,forward
1.120,-8.5664,forward
1.130,-17.6544,forward
1.140,-29.4330,forward
1.150,-44.6989,forward
