direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1171,22.709,84.13,21.343,0.990,21.559,1.594,2985
forward,1000,1.1071,22.482,84.03,20.916,0.980,21.343,1.610,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-29.7308,reverse
1.140,-17.8332,reverse
1.130,-8.6532,reverse
1.120,-1.5701,reverse
1.110,3.8955,reverse
1.100,8.1129,reverse
1.090,11.3675,reverse
1.080,13.8792,reverse
1.070,15.8178,reverse
1.060,17.3142,reverse
1.050,18.4695,reverse
1.040,19.3615,reverse
1.030,20.0505,reverse
1.020,20.5828,reverse
1.010,20.9943,reverse
1.000,21.3125,reverse
0.990,21.5588,reverse
0.980,21.7495,reverse
0.970,21.8975,reverse
0.960,22.0123,reverse
0.950,22.1017,reverse
0.940,22.1715,reverse
0.930,22.2260,reverse
0.920,22.2689,reverse
0.910,22.3027,reverse
0.900,22.3296,reverse
0.890,22.3511,reverse
0.880,22.3684,reverse
0.870,22.3826,reverse
0.860,22.3942,reverse
0.850,22.4040,reverse
0.840,22.4123,reverse
0.830,22.4194,reverse
0.820,22.4257,reverse
0.810,22.4313,reverse
0.800,22.4364,reverse
0.790,22.4411,reverse
0.780,22.4455,reverse
0.770,22.4496,reverse
0.760,22.4536,reverse
0.750,22.4574,reverse
0.740,22.4611,reverse
0.730,22.4647,reverse
0.720,22.4683,reverse
0.710,22.4718,reverse
0.700,22.4753,reverse
0.690,22.4787,reverse
0.680,22.4821,reverse
0.670,22.4855,reverse
0.660,22.4889,reverse
0.650,22.4922,reverse
0.640,22.4956,reverse
0.630,22.4990,reverse
0.620,22.5023,reverse
0.610,22.5057,reverse
0.600,22.5090,reverse
0.590,22.5123,reverse
0.580,22.5157,reverse
0.570,22.5190,reverse
0.560,22.5224,reverse
0.550,22.5257,reverse
0.540,22.5290,reverse
0.530,22.5324,reverse
0.520,22.5357,reverse
0.510,22.5390,reverse
0.500,22.5424,reverse
0.490,22.5457,reverse
0.480,22.5490,reverse
0.470,22.5524,reverse
0.460,22.5557,reverse
0.450,22.5590,reverse
0.440,22.5624,reverse
0.430,22.5657,reverse
0.420,22.5690,reverse
0.410,22.5724,reverse
0.400,22.5757,reverse
0.390,22.5790,reverse
0.380,22.5824,reverse
0.370,22.5857,reverse
0.360,22.5890,reverse
0.350,22.5924,reverse
0.340,22.5957,reverse
0.330,22.5990,reverse
0.320,22.6024,reverse
0.310,22.6057,reverse
0.300,22.6090,reverse
0.290,22.6124,reverse
0.280,22.6157,reverse
0.270,22.6190,reverse
0.260,22.6224,reverse
0.250,22.6257,reverse
0.240,22.6290,reverse
0.230,22.6324,reverse
0.220,22.6357,reverse
0.210,22.6390,reverse
0.200,22.6424,reverse
0.190,22.6457,reverse
0.180,22.6490,reverse
0.170,22.6524,reverse
0.160,22.6557,reverse
0.150,22.6590,reverse
0.140,22.6624,reverse
0.130,22.6657,reverse
0.120,22.6690,reverse
0.110,22.6724,reverse
0.100,22.6757,reverse
0.090,22.6790,reverse
0.080,22.6824,reverse
0.070,22.6857,reverse
0.060,22.6890,reverse
0.050,22.6924,reverse
0.040,22.6957,reverse
0.030,22.6990,reverse
0.020,22.7024,reverse
0.010,22.7057,reverse
-0.000,22.7090,reverse
-0.010,22.7124,reverse
-0.020,22.7157,reverse
-0.030,22.7190,reverse
-0.040,22.7224,reverse
-0.050,22.7257,reverse
-0.060,22.7290,reverse
-0.070,22.7324,reverse
-0.080,22.7357,reverse
-0.090,22.7390,reverse
-0.100,22.7424,reverse
-0.100,22.5153,forward
-0.090,22.5119,forward
-0.080,22.5086,forward
-0.070,22.5053,forward
-0.060,22.5019,forward
-0.050,22.4986,forward
-0.040,22.4953,forward
-0.030,22.4919,forward
-0.020,22.4886,forward
-0.010,22.4853,forward
-0.000,22.4819,forward
0.010,22.4786,forward
0.020,22.4753,forward
0.030,22.4719,forward
0.040,22.4686,forward
0.050,22.4653,forward
0.060,22.4619,forward
0.070,22.4586,forward
0.080,22.4553,forward
0.090,22.4519,forward
0.100,22.4486,forward
0.110,22.4453,forward
0.120,22.4419,forward
0.130,22.4386,forward
0.140,22.4353,forward
0.150,22.4319,forward
0.160,22.4286,forward
0.170,22.4253,forward
0.180,22.4219,forward
0.190,22.4186,forward
0.200,22.4153,forward
0.210,22.4119,forward
0.220,22.4086,forward
0.230,22.4053,forward
0.240,22.4019,forward
0.250,22.3986,forward
0.260,22.3953,forward
0.270,22.3919,forward
0.280,22.3886,forward
0.290,22.3853,forward
0.300,22.3819,forward
0.310,22.3786,forward
0.320,22.3753,forward
0.330,22.3719,forward
0.340,22.3686,forward
0.350,22.3653,forward
0.360,22.3619,forward
0.370,22.3586,forward
0.380,22.3553,forward
0.390,22.3519,forward
0.400,22.3486,forward
0.410,22.3453,forward
0.420,22.3419,forward
0.430,22.3386,forward
0.440,22.3353,forward
0.450,22.3319,forward
0.460,22.3286,forward
0.470,22.3253,forward
0.480,22.3219,forward
0.490,22.3186,forward
0.500,22.3153,forward
0.510,22.3119,forward
0.520,22.3086,forward
0.530,22.3053,forward
0.540,22.3019,forward
0.550,22.2986,forward
0.560,22.2953,forward
0.570,22.2919,forward
0.580,22.2886,forward
0.590,22.2852,forward
0.600,22.2819,forward
0.610,22.2786,forward
0.620,22.2752,forward
0.630,22.2718,forward
0.640,22.2685,forward
0.650,22.2651,forward
0.660,22.2617,forward
0.670,22.2583,forward
0.680,22.2549,forward
0.690,22.2515,forward
0.700,22.2480,forward
0.710,22.2445,forward
0.720,22.2410,forward
0.730,22.2374,forward
0.740,22.2337,forward
0.750,22.2299,forward
0.760,22.2259,forward
0.770,22.2218,forward
0.780,22.2174,forward
0.790,22.2127,forward
0.800,22.2077,forward
0.810,22.2021,forward
0.820,22.1958,forward
0.830,22.1887,forward
0.840,22.1804,forward
0.850,22.1707,forward
0.860,22.1592,forward
0.870,22.1451,forward
0.880,22.1279,forward
0.890,22.1066,forward
0.900,22.0800,forward
0.910,22.0465,forward
0.920,22.0040,forward
0.930,21.9500,forward
0.940,21.8809,forward
0.950,21.7924,forward
0.960,21.6786,forward
0.970,21.5321,forward
0.980,21.3432,forward
0.990,21.0994,forward
1.000,20.7843,forward
1.010,20.3769,forward
1.020,19.8499,forward
1.030,19.1678,forward
1.040,18.2846,forward
1.050,17.1409,forward
1.060,15.6594,forward
1.070,13.7402,forward
1.080,11.2536,forward
1.090,8.0315,forward
1.100,3.8561,forward
1.110,-1.5548,forward
1.120,-8.5671,forward
1.130,-17.6553,forward
1.140,-29.4340,forward
1.150,-44.7000,forward
