time (h),temperature (°C),relative_humidity (%)
0.0000,-39.90,39.0
0.1667,-18.87,39.2
0.3333,1.42,39.7
0.5000,22.58,37.5
0.6667,43.09,37.5
0.8333,63.88,39.3
1.0000,85.07,38.9
1.1667,84.96,40.6
1.3333,84.79,39.4
1.5000,84.76,38.5
1.6667,85.12,36.9
1.8333,84.65,37.1
2.0000,85.18,39.1
2.1667,85.68,38.8
2.3333,85.08,37.3
2.5000,85.35,38.9
2.6667,84.68,39.8
2.8333,85.59,37.7
3.0000,84.60,36.1
3.1667,64.07,37.1
3.3333,43.25,37.3
3.5000,22.61,35.8
3.6667,1.91,36.1
3.8333,-19.38,36.3
4.0000,-40.34,35.9
4.1667,-39.73,35.5
4.3333,-40.09,35.2
4.5000,-40.49,37.7
4.6667,-39.72,36.3
4.8333,-39.74,35.2
5.0000,-39.88,36.8
5.1667,-39.83,36.1
5.3333,-40.16,36.9
5.5000,-39.97,36.8
5.6667,-39.52,36.9
5.8333,-39.45,37.6
6.0000,-40.19,36.3
6.1667,-19.13,34.5
6.3333,1.44,38.8
6.5000,22.34,36.7
6.6667,43.26,36.4
6.8333,64.10,37.8
7.0000,84.91,36.6
7.1667,84.82,36.6
7.3333,84.90,37.0
7.5000,85.20,37.3
7.6667,84.78,37.8
7.8333,85.53,35.8
8.0000,85.43,37.0
8.1667,85.91,37.3
8.3333,84.96,38.1
8.5000,85.23,38.9
8.6667,84.38,38.3
8.8333,85.24,38.7
9.0000,85.23,38.7
9.1667,63.87,38.1
9.3333,43.06,40.0
9.5000,22.46,39.3
9.6667,1.42,39.8
9.8333,-19.62,41.8
10.0000,-40.48,39.5
10.1667,-40.23,39.4
10.3333,-39.11,39.8
10.5000,-39.81,41.6
10.6667,-40.26,41.5
10.8333,-40.11,41.8
11.0000,-40.30,40.6
11.1667,-39.93,41.8
11.3333,-39.99,43.0
11.5000,-39.76,43.1
11.6667,-39.68,42.7
11.8333,-40.32,43.2
12.0000,-40.35,42.8
12.1667,-19.51,42.9
12.3333,1.29,44.4
12.5000,22.61,45.4
12.6667,42.88,44.3
12.8333,63.99,44.7
13.0000,85.49,44.0
13.1667,85.34,45.1
13.3333,84.87,45.0
13.5000,85.12,44.4
13.6667,85.49,43.4
13.8333,85.20,45.3
14.0000,84.42,45.0
14.1667,84.99,45.4
14.3333,84.60,46.1
14.5000,85.61,46.1
14.6667,85.26,47.8
14.8333,84.92,45.5
15.0000,84.71,46.9
15.1667,64.54,45.1
15.3333,44.09,47.9
15.5000,22.52,46.0
15.6667,1.31,47.2
15.8333,-18.92,48.3
16.0000,-39.79,47.1
16.1667,-39.84,49.6
16.3333,-40.16,48.6
16.5000,-40.20,47.4
16.6667,-40.43,47.9
16.8333,-40.45,48.1
17.0000,-39.58,49.0
17.1667,-39.55,47.7
17.3333,-40.46,48.7
17.5000,-39.89,47.9
17.6667,-40.07,47.8
17.8333,-39.56,46.9
18.0000,-40.42,47.8
18.1667,-19.25,46.7
18.3333,0.82,47.2
18.5000,22.29,47.3
18.6667,43.05,48.5
18.8333,64.57,46.3
19.0000,85.38,48.9
19.1667,85.03,47.0
19.3333,84.88,46.7
19.5000,85.26,49.3
19.6667,84.67,47.6
19.8333,84.64,46.7
20.0000,85.20,46.6
20.1667,84.56,47.3
20.3333,84.88,47.2
20.5000,84.87,46.4
20.6667,85.03,46.5
20.8333,84.98,45.4
21.0000,84.97,46.2
21.1667,64.38,46.3
21.3333,43.18,46.1
21.5000,21.92,44.1
21.6667,1.07,45.6
21.8333,-19.17,45.8
22.0000,-39.85,44.7
22.1667,-39.92,43.8
22.3333,-40.39,45.5
22.5000,-40.09,45.1
22.6667,-40.35,43.6
22.8333,-39.83,45.4
23.0000,-39.87,42.9
23.1667,-40.01,43.1
23.3333,-39.75,43.5
23.5000,-39.93,42.8
23.6667,-40.45,43.9
23.8333,-39.52,42.6
24.0000,-40.07,42.5
24.1667,-18.93,41.0
24.3333,1.89,41.6
24.5000,22.35,42.8
24.6667,43.42,42.7
24.8333,63.77,41.8
25.0000,85.14,40.7
25.1667,85.07,41.2
25.3333,85.00,40.9
25.5000,84.97,38.5
25.6667,84.67,39.3
25.8333,85.65,38.9
26.0000,85.60,38.6
26.1667,84.84,39.3
26.3333,85.22,40.5
26.5000,84.85,38.0
26.6667,84.97,39.3
26.8333,84.20,38.2
27.0000,84.81,38.8
27.1667,63.76,38.7
27.3333,43.27,38.6
27.5000,22.41,37.9
27.6667,1.89,37.2
27.8333,-19.13,37.7
28.0000,-39.44,37.4
28.1667,-39.85,36.7
28.3333,-40.01,37.6
28.5000,-39.79,37.0
28.6667,-40.34,37.9
28.8333,-40.20,35.1
29.0000,-40.34,36.4
29.1667,-40.33,36.7
29.3333,-39.64,35.5
29.5000,-40.52,36.0
29.6667,-39.75,36.3
29.8333,-40.31,36.0
30.0000,-40.14,36.0
30.1667,-19.00,36.1
30.3333,1.57,35.7
30.5000,21.90,37.6
30.6667,43.40,37.1
30.8333,64.16,36.9
31.0000,84.76,37.7
31.1667,84.66,35.9
31.3333,84.93,36.7
31.5000,84.82,35.4
31.6667,84.81,36.4
31.8333,85.15,36.2
32.0000,85.27,35.2
32.1667,84.61,35.5
32.3333,85.42,37.8
32.5000,84.83,36.9
32.6667,85.01,37.7
32.8333,85.50,38.2
33.0000,85.23,36.5
33.1667,64.21,37.9
33.3333,43.59,37.9
33.5000,22.16,37.5
33.6667,1.99,38.2
33.8333,-19.25,38.3
34.0000,-40.28,38.1
34.1667,-39.66,39.2
34.3333,-40.21,38.0
34.5000,-39.70,38.8
34.6667,-40.32,38.7
34.8333,-40.47,39.9
35.0000,-39.99,38.7
35.1667,-39.89,39.5
35.3333,-39.33,40.5
35.5000,-40.32,41.1
35.6667,-39.66,39.4
35.8333,-39.85,39.4
36.0000,-39.45,40.0
36.1667,-19.50,40.3
36.3333,2.05,40.0
36.5000,22.18,40.6
36.6667,42.96,39.2
36.8333,64.21,40.5
37.0000,85.40,41.6
37.1667,85.46,41.2
37.3333,84.97,41.5
37.5000,84.93,42.2
37.6667,85.20,41.1
37.8333,84.98,41.1
38.0000,85.20,40.7
38.1667,85.53,41.7
38.3333,85.12,42.5
38.5000,84.79,42.8
38.6667,85.51,42.6
38.8333,85.23,42.6
39.0000,84.88,42.9
39.1667,63.95,42.8
39.3333,42.90,42.3
39.5000,22.13,44.3
39.6667,2.06,41.7
39.8333,-19.51,43.5
40.0000,-39.93,43.7
40.1667,-39.81,43.1
40.3333,-39.85,42.3
40.5000,-39.71,43.3
40.6667,-39.35,43.4
40.8333,-39.89,43.3
41.0000,-39.96,44.3
41.1667,-40.19,44.4
41.3333,-39.65,42.4
41.5000,-40.09,43.4
41.6667,-39.94,43.5
41.8333,-39.78,42.8
42.0000,-40.16,44.0
42.1667,-19.02,42.7
42.3333,1.56,41.8
42.5000,22.34,42.6
42.6667,43.90,44.3
42.8333,64.36,41.9
43.0000,85.03,42.8
43.1667,84.69,42.4
43.3333,84.98,43.0
43.5000,85.27,42.9
43.6667,85.04,42.6
43.8333,84.81,42.5
44.0000,85.06,43.1
44.1667,85.01,40.9
44.3333,85.01,41.5
44.5000,85.14,42.4
44.6667,84.25,42.0
44.8333,84.97,42.5
45.0000,84.58,42.0
45.1667,63.96,42.1
45.3333,43.51,39.9
45.5000,22.47,41.6
45.6667,1.46,41.8
45.8333,-19.17,40.0
46.0000,-39.83,38.9
46.1667,-40.42,39.6
46.3333,-39.97,38.9
46.5000,-40.14,39.4
46.6667,-39.91,39.1
46.8333,-40.18,37.8
47.0000,-39.77,39.1
47.1667,-40.68,37.9
47.3333,-40.11,37.6
47.5000,-40.12,37.9
47.6667,-39.78,37.7
47.8333,-40.60,37.4
48.0000,-40.25,38.2
48.1667,-19.52,35.9
48.3333,2.06,34.9
48.5000,22.81,36.2
48.6667,43.25,36.9
48.8333,64.63,37.2
49.0000,85.06,35.7
49.1667,84.78,35.2
49.3333,85.17,34.5
49.5000,85.36,35.3
49.6667,84.93,35.1
49.8333,84.85,34.2
50.0000,85.04,35.8
50.1667,84.27,35.4
50.3333,85.22,34.5
50.5000,85.06,33.5
50.6667,84.86,34.3
50.8333,84.83,33.7
51.0000,85.00,33.2
51.1667,64.24,31.7
51.3333,43.38,33.3
51.5000,23.56,34.4
51.6667,2.18,31.8
51.8333,-19.63,32.5
52.0000,-40.25,31.8
52.1667,-39.79,32.1
52.3333,-39.66,32.2
52.5000,-40.36,32.5
52.6667,-39.85,31.1
52.8333,-40.43,30.8
53.0000,-39.69,32.4
53.1667,-39.87,30.7
53.3333,-40.66,31.6
53.5000,-39.76,31.8
53.6667,-39.96,31.2
53.8333,-39.98,33.3
54.0000,-40.19,33.3
54.1667,-19.06,32.3
54.3333,1.51,32.5
54.5000,22.37,31.6
54.6667,43.59,32.6
54.8333,64.26,31.9
55.0000,85.22,32.4
55.1667,85.01,32.8
55.3333,84.72,32.1
55.5000,85.53,33.7
55.6667,84.71,32.7
55.8333,85.14,32.6
56.0000,84.96,32.6
56.1667,84.67,34.4
56.3333,85.07,32.5
56.5000,84.35,33.9
56.6667,85.16,34.2
56.8333,84.96,32.9
57.0000,85.29,33.6
57.1667,64.10,33.8
57.3333,43.03,32.9
57.5000,22.68,34.3
57.6667,1.08,34.5
57.8333,-18.91,35.4
58.0000,-40.59,37.3
58.1667,-39.83,34.9
58.3333,-40.40,35.6
58.5000,-39.66,35.3
58.6667,-40.23,37.4
58.8333,-39.88,36.1
59.0000,-40.23,37.1
59.1667,-39.72,35.8
59.3333,-40.40,36.9
59.5000,-39.83,37.9
59.6667,-40.05,37.9
59.8333,-39.58,38.4
60.0000,-39.64,37.4
60.1667,-19.18,37.5
60.3333,1.82,37.8
60.5000,22.30,39.5
60.6667,42.97,39.6
60.8333,64.05,39.3
61.0000,85.10,41.1
61.1667,84.76,38.6
61.3333,84.24,40.3
61.5000,85.17,39.0
61.6667,85.24,40.2
61.8333,84.89,40.2
62.0000,85.28,39.6
62.1667,85.17,41.0
62.3333,85.28,39.0
62.5000,85.06,40.9
62.6667,84.88,41.7
62.8333,85.26,42.2
63.0000,85.27,41.6
63.1667,63.97,41.8
63.3333,43.43,42.6
63.5000,22.67,41.0
63.6667,1.91,41.4
63.8333,-19.29,42.6
64.0000,-40.52,42.1
64.1667,-39.82,41.0
64.3333,-39.63,43.8
64.5000,-39.95,43.4
64.6667,-39.90,43.3
64.8333,-40.33,43.5
65.0000,-40.66,43.6
65.1667,-39.73,42.4
65.3333,-40.56,44.7
65.5000,-40.35,44.2
65.6667,-40.40,45.0
65.8333,-39.77,43.2
66.0000,-39.86,44.4
66.1667,-19.23,43.3
66.3333,1.28,43.9
66.5000,22.36,43.8
66.6667,44.02,44.3
66.8333,64.09,44.4
67.0000,84.68,43.0
67.1667,85.23,43.3
67.3333,84.73,44.2
67.5000,85.29,43.3
67.6667,84.70,43.9
67.8333,84.47,45.6
68.0000,84.73,43.3
68.1667,85.14,42.7
68.3333,85.17,44.0
68.5000,84.45,43.9
68.6667,85.10,42.9
68.8333,85.01,43.2
69.0000,85.48,44.1
69.1667,63.97,42.9
69.3333,43.05,43.9
69.5000,22.95,43.8
69.6667,1.66,42.6
69.8333,-19.03,42.5
70.0000,-40.20,42.6
70.1667,-39.85,41.1
70.3333,-39.75,41.3
70.5000,-39.80,41.5
70.6667,-39.80,42.8
70.8333,-39.52,40.9
71.0000,-40.60,41.9
71.1667,-40.19,40.6
71.3333,-39.22,42.0
71.5000,-39.78,40.5
71.6667,-40.15,40.7
71.8333,-39.46,40.5
72.0000,-40.22,40.3
72.1667,-18.84,40.8
72.3333,1.22,41.4
72.5000,22.38,40.7
72.6667,42.95,38.9
72.8333,63.87,38.1
73.0000,84.83,40.2
73.1667,85.00,38.7
73.3333,84.85,38.5
73.5000,84.86,39.0
73.6667,84.70,40.0
73.8333,85.20,37.2
74.0000,84.84,37.6
74.1667,85.25,37.0
74.3333,85.43,38.9
74.5000,85.13,37.3
74.6667,84.73,38.6
74.8333,84.79,37.3
75.0000,85.68,39.1
75.1667,64.21,36.9
75.3333,43.41,38.4
75.5000,22.76,37.9
75.6667,1.86,36.4
75.8333,-19.17,36.4
76.0000,-40.45,36.7
76.1667,-39.73,38.6
76.3333,-39.77,35.7
76.5000,-39.84,36.1
76.6667,-39.76,36.0
76.8333,-40.65,35.2
77.0000,-39.90,37.3
77.1667,-39.89,37.6
77.3333,-40.12,37.1
77.5000,-40.68,36.9
77.6667,-40.36,36.8
77.8333,-39.51,38.0
78.0000,-39.75,36.6
78.1667,-18.79,35.6
78.3333,1.50,37.1
78.5000,22.16,37.4
78.6667,43.18,38.3
78.8333,64.36,37.0
79.0000,84.89,38.2
79.1667,84.48,37.7
79.3333,85.25,37.0
79.5000,85.00,37.8
79.6667,84.97,36.8
79.8333,84.92,37.4
80.0000,85.22,38.3
80.1667,84.62,37.2
80.3333,85.04,38.5
80.5000,85.19,38.4
80.6667,85.37,39.3
80.8333,85.10,39.2
81.0000,85.35,40.6
81.1667,64.50,39.5
81.3333,43.03,40.3
81.5000,23.20,40.1
81.6667,1.78,41.6
81.8333,-18.85,41.0
82.0000,-40.14,40.5
82.1667,-39.88,41.1
82.3333,-40.47,41.8
82.5000,-39.98,40.9
82.6667,-40.21,41.0
82.8333,-40.07,42.0
83.0000,-39.85,42.0
83.1667,-39.52,42.3
83.3333,-40.06,42.2
83.5000,-40.18,42.3
83.6667,-40.32,42.5
83.8333,-40.49,44.4
84.0000,-40.52,43.5
84.1667,-18.92,43.8
84.3333,1.37,43.7
84.5000,22.81,43.9
84.6667,43.53,45.6
84.8333,63.94,44.1
85.0000,85.15,46.4
85.1667,85.24,44.6
85.3333,85.07,45.5
85.5000,85.12,46.9
85.6667,85.63,45.1
85.8333,85.49,44.3
86.0000,84.77,44.3
86.1667,84.92,44.9
86.3333,85.37,44.5
86.5000,85.27,45.9
86.6667,85.10,47.0
86.8333,84.32,46.9
87.0000,84.74,46.8
87.1667,64.19,46.2
87.3333,43.25,47.6
87.5000,22.78,45.8
87.6667,1.08,48.2
87.8333,-19.39,46.2
88.0000,-39.88,46.0
88.1667,-40.14,48.4
88.3333,-40.08,47.8
88.5000,-40.22,49.5
88.6667,-39.97,48.7
88.8333,-40.58,47.5
89.0000,-39.93,48.3
89.1667,-40.08,45.5
89.3333,-39.90,47.5
89.5000,-39.80,48.4
89.6667,-40.15,47.2
89.8333,-40.18,47.4
90.0000,-39.36,46.6
90.1667,-18.78,49.4
90.3333,2.37,47.1
90.5000,22.86,47.7
90.6667,42.98,48.0
90.8333,64.32,47.8
91.0000,85.04,47.1
91.1667,85.45,48.9
91.3333,85.20,46.5
91.5000,85.02,49.0
91.6667,85.14,47.5
91.8333,84.87,45.1
92.0000,85.04,46.6
92.1667,84.69,47.6
92.3333,84.37,46.2
92.5000,85.57,46.4
92.6667,85.58,46.7
92.8333,84.98,45.4
93.0000,85.26,45.4
93.1667,63.59,46.8
93.3333,43.13,46.1
