direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1177,22.924,84.14,21.560,0.990,21.778,1.601,2985
forward,1000,1.1077,22.695,84.05,21.129,0.980,21.560,1.617,3030

voltage (V),current_density (mA/cm^2),direction
1.150,-29.2704,reverse
1.140,-17.4288,reverse
1.130,-8.2921,reverse
1.120,-1.2422,reverse
1.110,4.1976,reverse
1.100,8.3952,reverse
1.090,11.6345,reverse
1.080,14.1344,reverse
1.070,16.0639,reverse
1.060,17.5533,reverse
1.050,18.7031,reverse
1.040,19.5910,reverse
1.030,20.2767,reverse
1.020,20.8066,reverse
1.010,21.2161,reverse
1.000,21.5328,reverse
0.990,21.7779,reverse
0.980,21.9678,reverse
0.970,22.1151,reverse
0.960,22.2294,reverse
0.950,22.3184,reverse
0.940,22.3878,reverse
0.930,22.4422,reverse
0.920,22.4848,reverse
0.910,22.5185,reverse
0.900,22.5453,reverse
0.890,22.5667,reverse
0.880,22.5839,reverse
0.870,22.5980,reverse
0.860,22.6097,reverse
0.850,22.6194,reverse
0.840,22.6277,reverse
0.830,22.6348,reverse
0.820,22.6411,reverse
0.810,22.6467,reverse
0.800,22.6518,reverse
0.790,22.6564,reverse
0.780,22.6608,reverse
0.770,22.6650,reverse
0.760,22.6689,reverse
0.750,22.6727,reverse
0.740,22.6764,reverse
0.730,22.6800,reverse
0.720,22.6836,reverse
0.710,22.6871,reverse
0.700,22.6906,reverse
0.690,22.6940,reverse
0.680,22.6974,reverse
0.670,22.7008,reverse
0.660,22.7042,reverse
0.650,22.7076,reverse
0.640,22.7109,reverse
0.630,22.7143,reverse
0.620,22.7176,reverse
0.610,22.7210,reverse
0.600,22.7243,reverse
0.590,22.7276,reverse
0.580,22.7310,reverse
0.570,22.7343,reverse
0.560,22.7377,reverse
0.550,22.7410,reverse
0.540,22.7443,reverse
0.530,22.7477,reverse
0.520,22.7510,reverse
0.510,22.7543,reverse
0.500,22.7577,reverse
0.490,22.7610,reverse
0.480,22.7643,reverse
0.470,22.7677,reverse
0.460,22.7710,reverse
0.450,22.7743,reverse
0.440,22.7777,reverse
0.430,22.7810,reverse
0.420,22.7843,reverse
0.410,22.7877,reverse
0.400,22.7910,reverse
0.390,22.7943,reverse
0.380,22.7977,reverse
0.370,22.8010,reverse
0.360,22.8043,reverse
0.350,22.8077,reverse
0.340,22.8110,reverse
0.330,22.8143,reverse
0.320,22.8177,reverse
0.310,22.8210,reverse
0.300,22.8243,reverse
0.290,22.8277,reverse
0.280,22.8310,reverse
0.270,22.8343,reverse
0.260,22.8377,reverse
0.250,22.8410,reverse
0.240,22.8443,reverse
0.230,22.8477,reverse
0.220,22.8510,reverse
0.210,22.8543,reverse
0.200,22.8577,reverse
0.190,22.8610,reverse
0.180,22.8643,reverse
0.170,22.8677,reverse
0.160,22.8710,reverse
0.150,22.8743,reverse
0.140,22.8777,reverse
0.130,22.8810,reverse
0.120,22.8843,reverse
0.110,22.8877,reverse
0.100,22.8910,reverse
0.090,22.8943,reverse
0.080,22.8977,reverse
0.070,22.9010,reverse
0.060,22.9043,reverse
0.050,22.9077,reverse
0.040,22.9110,reverse
0.030,22.9143,reverse
0.020,22.9177,reverse
0.010,22.9210,reverse
-0.000,22.9243,reverse
-0.010,22.9277,reverse
-0.020,22.9310,reverse
-0.030,22.9343,reverse
-0.040,22.9377,reverse
-0.050,22.9410,reverse
-0.060,22.9443,reverse
-0.070,22.9477,reverse
-0.080,22.9510,reverse
-0.090,22.9543,reverse
-0.100,22.9577,reverse
-0.100,22.7284,forward
-0.090,22.7251,forward
-0.080,22.7218,forward
-0.070,22.7184,forward
-0.060,22.7151,forward
-0.050,22.7118,forward
-0.040,22.7084,forward
-0.030,22.7051,forward
-0.020,22.7018,forward
-0.010,22.6984,forward
-0.000,22.6951,forward
0.010,22.6918,forward
0.020,22.6884,forward
0.030,22.6851,forward
0.040,22.6818,forward
0.050,22.6784,forward
0.060,22.6751,forward
0.070,22.6718,forward
0.080,22.6684,forward
0.090,22.6651,forward
0.100,22.6618,forward
0.110,22.6584,forward
0.120,22.6551,forward
0.130,22.6518,forward
0.140,22.6484,forward
0.150,22.6451,forward
0.160,22.6418,forward
0.170,22.6384,forward
0.180,22.6351,forward
0.190,22.6318,forward
0.200,22.6284,forward
0.210,22.6251,forward
0.220,22.6218,forward
0.230,22.6184,forward
0.240,22.6151,forward
0.250,22.6118,forward
0.260,22.6084,forward
0.270,22.6051,forward
0.280,22.6018,forward
0.290,22.5984,forward
0.300,22.5951,forward
0.310,22.5918,forward
0.320,22.5884,forward
0.330,22.5851,forward
0.340,22.5818,forward
0.350,22.5784,forward
0.360,22.5751,forward
0.370,22.5718,forward
0.380,22.5684,forward
0.390,22.5651,forward
0.400,22.5618,forward
0.410,22.5584,forward
0.420,22.5551,forward
0.430,22.5518,forward
0.440,22.5484,forward
0.450,22.5451,forward
0.460,22.5418,forward
