voltage (V),current_density (mA/cm^2),direction
1.150,-34.9613,reverse
1.140,-22.4015,reverse
1.130,-12.7106,reverse
1.120,-5.2333,reverse
1.110,0.5364,reverse
1.100,4.9885,reverse
1.090,8.4241,reverse
1.080,11.0755,reverse
1.070,13.1218,reverse
1.060,14.7013,reverse
1.050,15.9207,reverse
1.040,16.8622,reverse
1.030,17.5894,reverse
1.020,18.1512,reverse
1.010,18.5854,reverse
1.000,18.9211,reverse
0.990,19.1809,reverse
0.980,19.3821,reverse
0.970,19.5381,reverse
0.960,19.6592,reverse
0.950,19.7534,reverse
0.940,19.8268,reverse
0.930,19.8842,reverse
0.920,19.9293,reverse
0.910,19.9648,reverse
0.900,19.9930,reverse
0.890,20.0155,reverse
0.880,20.0336,reverse
0.870,20.0483,reverse
0.860,20.0604,reverse
0.850,20.0706,reverse
0.840,20.0791,reverse
0.830,20.0865,reverse
0.820,20.0930,reverse
0.810,20.0987,reverse
0.800,20.1039,reverse
0.790,20.1087,reverse
0.780,20.1131,reverse
0.770,20.1173,reverse
0.760,20.1213,reverse
0.750,20.1251,reverse
0.740,20.1288,reverse
0.730,20.1325,reverse
0.720,20.1360,reverse
0.710,20.1396,reverse
0.700,20.1430,reverse
0.690,20.1465,reverse
0.680,20.1499,reverse
0.670,20.1533,reverse
0.660,20.1567,reverse
0.650,20.1600,reverse
0.640,20.1634,reverse
0.630,20.1668,reverse
0.620,20.1701,reverse
0.610,20.1734,reverse
0.600,20.1768,reverse
0.590,20.1801,reverse
0.580,20.1835,reverse
0.570,20.1868,reverse
0.560,20.1901,reverse
0.550,20.1935,reverse
0.540,20.1968,reverse
0.530,20.2002,reverse
0.520,20.2035,reverse
0.510,20.2068,reverse
0.500,20.2102,reverse
0.490,20.2135,reverse
0.480,20.2168,reverse
0.470,20.2202,reverse
0.460,20.2235,reverse
0.450,20.2268,reverse
0.440,20.2302,reverse
0.430,20.2335,reverse
0.420,20.2368,reverse
0.410,20.2402,reverse
0.400,20.2435,reverse
0.390,20.2468,reverse
0.380,20.2502,reverse
0.370,20.2535,reverse
0.360,20.2568,reverse
0.350,20.2602,reverse
0.340,20.2635,reverse
0.330,20.2668,reverse
0.320,20.2702,reverse
0.310,20.2735,reverse
0.300,20.2768,reverse
0.290,20.2802,reverse
0.280,20.2835,reverse
0.270,20.2868,reverse
0.260,20.2902,reverse
0.250,20.2935,reverse
0.240,20.2968,reverse
0.230,20.3002,reverse
0.220,20.3035,reverse
0.210,20.3068,reverse
0.200,20.3102,reverse
0.190,20.3135,reverse
0.180,20.3168,reverse
0.170,20.3202,reverse
0.160,20.3235,reverse
0.150,20.3268,reverse
0.140,20.3302,reverse
0.130,20.3335,reverse
0.120,20.3368,reverse
0.110,20.3402,reverse
0.100,20.3435,reverse
0.090,20.3468,reverse
0.080,20.3502,reverse
0.070,20.3535,reverse
0.060,20.3568,reverse
0.050,20.3602,reverse
0.040,20.3635,reverse
0.030,20.3668,reverse
0.020,20.3702,reverse
0.010,20.3735,reverse
-0.000,20.3768,reverse
-0.010,20.3802,reverse
-0.020,20.3835,reverse
-0.030,20.3868,reverse
-0.040,20.3902,reverse
-0.050,20.3935,reverse
-0.060,20.3968,reverse
-0.070,20.4002,reverse
-0.080,20.4035,reverse
-0.090,20.4068,reverse
-0.100,20.4102,reverse
-0.100,20.2064,forward
-0.090,20.2031,forward
-0.080,20.1997,forward
-0.070,20.1964,forward
-0.060,20.1931,forward
-0.050,20.1897,forward
-0.040,20.1864,forward
-0.030,20.1831,forward
-0.020,20.1797,forward
-0.010,20.1764,forward
-0.000,20.1731,forward
0.010,20.1697,forward
0.020,20.1664,forward
0.030,20.1631,forward
0.040,20.1597,forward
0.050,20.1564,forward
0.060,20.1531,forward
0.070,20.1497,forward
0.080,20.1464,forward
0.090,20.1431,forward
0.100,20.1397,forward
0.110,20.1364,forward
0.120,20.1331,forward
0.130,20.1297,forward
0.140,20.1264,forward
0.150,20.1231,forward
0.160,20.1197,forward
0.170,20.1164,forward
0.180,20.1131,forward
0.190,20.1097,forward
0.200,20.1064,forward
0.210,20.1031,forward
0.220,20.0997,forward
0.230,20.0964,forward
0.240,20.0931,forward
0.250,20.0897,forward
0.260,20.0864,forward
0.270,20.0831,forward
0.280,20.0797,forward
0.290,20.0764,forward
0.300,20.0731,forward
0.310,20.0697,forward
0.320,20.0664,forward
0.330,20.0631,forward
0.340,20.0597,forward
0.350,20.0564,forward
0.360,20.0531,forward
0.370,20.0497,forward
0.380,20.0464,forward
0.390,20.0431,forward
0.400,20.0397,forward
0.410,20.0364,forward
0.420,20.0331,forward
0.430,20.0297,forward
0.440,20.0264,forward
0.450,20.0231,forward
0.460,20.0197,forward
0.470,20.0164,forward
0.480,20.0131,forward
0.490,20.0097,forward
0.500,20.0064,forward
0.510,20.0031,forward
0.520,19.9997,forward
0.530,19.9964,forward
0.540,19.9930,forward
0.550,19.9897,forward
0.560,19.9864,forward
0.570,19.9830,forward
0.580,19.9797,forward
0.590,19.9764,forward
0.600,19.9730,forward
0.610,19.9697,forward
0.620,19.9663,forward
0.630,19.9630,forward
0.640,19.9596,forward
0.650,19.9562,forward
0.660,19.9528,forward
0.670,19.9494,forward
0.680,19.9460,forward
0.690,19.9426,forward
0.700,19.9391,forward
0.710,19.9356,forward
0.720,19.9320,forward
0.730,19.9284,forward
0.740,19.9247,forward
0.750,19.9209,forward
0.760,19.9169,forward
0.770,19.9127,forward
0.780,19.9083,forward
0.790,19.9035,forward
0.800,19.8984,forward
0.810,19.8926,forward
0.820,19.8862,forward
0.830,19.8789,forward
0.840,19.8704,forward
0.850,19.8603,forward
0.860,19.8483,forward
0.870,19.8336,forward
0.880,19.8157,forward
0.890,19.7934,forward
0.900,19.7654,forward
0.910,19.7302,forward
0.920,19.6856,forward
0.930,19.6287,forward
0.940,19.5560,forward
0.950,19.4627,forward
0.960,19.3428,forward
0.970,19.1883,forward
0.980,18.9891,forward
0.990,18.7319,forward
1.000,18.3995,forward
1.010,17.9696,forward
1.020,17.4134,forward
1.030,16.6935,forward
1.040,15.7613,forward
1.050,14.5541,forward
1.060,12.9903,forward
1.070,10.9644,forward
1.080,8.3395,forward
1.090,4.9383,forward
1.100,0.5306,forward
1.110,-5.1813,forward
1.120,-12.5840,forward
1.130,-22.1779,forward
1.140,-34.6122,forward
1.150,-50.7280,forward
