direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1172,22.744,84.13,21.378,0.990,21.594,1.595,2985
forward,1000,1.1072,22.517,84.04,20.951,0.980,21.378,1.611,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-29.6559,reverse
1.140,-17.7674,reverse
1.130,-8.5945,reverse
1.120,-1.5168,reverse
1.110,3.9446,reverse
1.100,8.1588,reverse
1.090,11.4109,reverse
1.080,13.9207,reverse
1.070,15.8578,reverse
1.060,17.3530,reverse
1.050,18.5074,reverse
1.040,19.3988,reverse
1.030,20.0872,reverse
1.020,20.6191,reverse
1.010,21.0303,reverse
1.000,21.3482,reverse
0.990,21.5943,reverse
0.980,21.7849,reverse
0.970,21.9328,reverse
0.960,22.0476,reverse
0.950,22.1369,reverse
0.940,22.2066,reverse
0.930,22.2611,reverse
0.920,22.3039,reverse
0.910,22.3377,reverse
0.900,22.3646,reverse
0.890,22.3861,reverse
0.880,22.4034,reverse
0.870,22.4175,reverse
0.860,22.4292,reverse
0.850,22.4389,reverse
0.840,22.4472,reverse
0.830,22.4544,reverse
0.820,22.4607,reverse
0.810,22.4663,reverse
0.800,22.4714,reverse
0.790,22.4761,reverse
0.780,22.4804,reverse
0.770,22.4846,reverse
0.760,22.4885,reverse
0.750,22.4923,reverse
0.740,22.4960,reverse
0.730,22.4997,reverse
0.720,22.5032,reverse
0.710,22.5067,reverse
0.700,22.5102,reverse
0.690,22.5136,reverse
0.680,22.5170,reverse
0.670,22.5204,reverse
0.660,22.5238,reverse
0.650,22.5272,reverse
0.640,22.5305,reverse
0.630,22.5339,reverse
0.620,22.5372,reverse
0.610,22.5406,reverse
0.600,22.5439,reverse
0.590,22.5473,reverse
0.580,22.5506,reverse
0.570,22.5539,reverse
0.560,22.5573,reverse
0.550,22.5606,reverse
0.540,22.5640,reverse
0.530,22.5673,reverse
0.520,22.5706,reverse
0.510,22.5740,reverse
0.500,22.5773,reverse
0.490,22.5806,reverse
0.480,22.5840,reverse
0.470,22.5873,reverse
0.460,22.5906,reverse
0.450,22.5940,reverse
0.440,22.5973,reverse
0.430,22.6006,reverse
0.420,22.6040,reverse
0.410,22.6073,reverse
0.400,22.6106,reverse
0.390,22.6140,reverse
0.380,22.6173,reverse
0.370,22.6206,reverse
0.360,22.6240,reverse
0.350,22.6273,reverse
0.340,22.6306,reverse
0.330,22.6340,reverse
0.320,22.6373,reverse
0.310,22.6406,reverse
0.300,22.6440,reverse
0.290,22.6473,reverse
0.280,22.6506,reverse
0.270,22.6540,reverse
0.260,22.6573,reverse
0.250,22.6606,reverse
0.240,22.6640,reverse
0.230,22.6673,reverse
0.220,22.6706,reverse
0.210,22.6740,reverse
0.200,22.6773,reverse
0.190,22.6806,reverse
0.180,22.6840,reverse
0.170,22.6873,reverse
0.160,22.6906,reverse
0.150,22.6940,reverse
0.140,22.6973,reverse
0.130,22.7006,reverse
0.120,22.7040,reverse
0.110,22.7073,reverse
0.100,22.7106,reverse
0.090,22.7140,reverse
0.080,22.7173,reverse
0.070,22.7206,reverse
0.060,22.7240,reverse
0.050,22.7273,reverse
0.040,22.7306,reverse
0.030,22.7340,reverse
0.020,22.7373,reverse
0.010,22.7406,reverse
-0.000,22.7440,reverse
-0.010,22.7473,reverse
-0.020,22.7506,reverse
-0.030,22.7540,reverse
-0.040,22.7573,reverse
-0.050,22.7606,reverse
-0.060,22.7640,reverse
-0.070,22.7673,reverse
