direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1174,22.808,84.14,21.442,0.990,21.659,1.597,2985
forward,1000,1.1074,22.579,84.04,21.014,0.980,21.442,1.613,3030

voltage (V),current_density (mA/cm^2),direction
1.150,-29.5199,reverse
1.140,-17.6479,reverse
1.130,-8.4878,reverse
1.120,-1.4200,reverse
1.110,4.0338,reverse
1.100,8.2421,reverse
1.090,11.4897,reverse
1.080,13.9960,reverse
1.070,15.9304,reverse
1.060,17.4236,reverse
1.050,18.5763,reverse
1.040,19.4665,reverse
1.030,20.1540,reverse
1.020,20.6851,reverse
1.010,21.0957,reverse
1.000,21.4132,reverse
0.990,21.6590,reverse
0.980,21.8493,reverse
0.970,21.9970,reverse
0.960,22.1116,reverse
0.950,22.2008,reverse
0.940,22.2704,reverse
0.930,22.3249,reverse
0.920,22.3676,reverse
0.910,22.4014,reverse
0.900,22.4282,reverse
0.890,22.4497,reverse
0.880,22.4670,reverse
0.870,22.4811,reverse
0.860,22.4927,reverse
0.850,22.5025,reverse
0.840,22.5108,reverse
0.830,22.5179,reverse
0.820,22.5242,reverse
0.810,22.5298,reverse
0.800,22.5349,reverse
0.790,22.5396,reverse
0.780,22.5440,reverse
0.770,22.5481,reverse
0.760,22.5520,reverse
0.750,22.5559,reverse
0.740,22.5596,reverse
0.730,22.5632,reverse
0.720,22.5667,reverse
0.710,22.5702,reverse
0.700,22.5737,reverse
0.690,22.5771,reverse
0.680,22.5806,reverse
0.670,22.5839,reverse
0.660,22.5873,reverse
0.650,22.5907,reverse
0.640,22.5941,reverse
0.630,22.5974,reverse
0.620,22.6008,reverse
0.610,22.6041,reverse
0.600,22.6074,reverse
0.590,22.6108,reverse
0.580,22.6141,reverse
0.570,22.6175,reverse
0.560,22.6208,reverse
0.550,22.6241,reverse
0.540,22.6275,reverse
0.530,22.6308,reverse
0.520,22.6341,reverse
0.510,22.6375,reverse
0.500,22.6408,reverse
0.490,22.6441,reverse
0.480,22.6475,reverse
0.470,22.6508,reverse
0.460,22.6541,reverse
0.450,22.6575,reverse
0.440,22.6608,reverse
0.430,22.6641,reverse
0.420,22.6675,reverse
0.410,22.6708,reverse
0.400,22.6741,reverse
0.390,22.6775,reverse
0.380,22.6808,reverse
0.370,22.6841,reverse
0.360,22.6875,reverse
0.350,22.6908,reverse
0.340,22.6941,reverse
0.330,22.6975,reverse
0.320,22.7008,reverse
0.310,22.7041,reverse
0.300,22.7075,reverse
0.290,22.7108,reverse
0.280,22.7141,reverse
0.270,22.7175,reverse
0.260,22.7208,reverse
0.250,22.7241,reverse
0.240,22.7275,reverse
0.230,22.7308,reverse
0.220,22.7341,reverse
0.210,22.7375,reverse
0.200,22.7408,reverse
0.190,22.7441,reverse
0.180,22.7475,reverse
0.170,22.7508,reverse
0.160,22.7541,reverse
0.150,22.7575,reverse
0.140,22.7608,reverse
0.130,22.7641,reverse
0.120,22.7675,reverse
0.110,22.7708,reverse
0.100,22.7741,reverse
0.090,22.7775,reverse
0.080,22.7808,reverse
0.070,22.7841,reverse
0.060,22.7875,reverse
0.050,22.7908,reverse
0.040,22.7941,reverse
0.030,22.7975,reverse
0.020,22.8008,reverse
0.010,22.8041,reverse
-0.000,22.8075,reverse
-0.010,22.8108,reverse
-0.020,22.8141,reverse
-0.030,22.8175,reverse
-0.040,22.8208,reverse
-0.050,22.8241,reverse
-0.060,22.8275,reverse
-0.070,22.8308,reverse
-0.080,22.8341,reverse
-0.090,22.8375,reverse
-0.100,22.8408,reverse
-0.100,22.6127,forward
-0.090,22.6094,forward
-0.080,22.6061,forward
-0.070,22.6027,forward
-0.060,22.5994,forward
-0.050,22.5961,forward
-0.040,22.5927,forward
-0.030,22.5894,forward
-0.020,22.5861,forward
-0.010,22.5827,forward
-0.000,22.5794,forward
0.010,22.5761,forward
0.020,22.5727,forward
0.030,22.5694,forward
0.040,22.5661,forward
0.050,22.5627,forward
0.060,22.5594,forward
0.070,22.5561,forward
0.080,22.5527,forward
0.090,22.5494,forward
0.100,22.5461,forward
0.110,22.5427,forward
0.120,22.5394,forward
0.130,22.5361,forward
0.140,22.5327,forward
0.150,22.5294,forward
0.160,22.5261,forward
0.170,22.5227,forward
0.180,22.5194,forward
0.190,22.5161,forward
0.200,22.5127,forward
0.210,22.5094,forward
0.220,22.5061,forward
0.230,22.5027,forward
0.240,22.4994,forward
0.250,22.4961,forward
0.260,22.4927,forward
0.270,22.4894,forward
0.280,22.4861,forward
0.290,22.4827,forward
0.300,22.4794,forward
0.310,22.4761,forward
0.320,22.4727,forward
0.330,22.4694,forward
0.340,22.4661,forward
0.350,22.4627,forward
0.360,22.4594,forward
0.370,22.4561,forward
0.380,22.4527,forward
0.390,22.4494,forward
0.400,22.4461,forward
0.410,22.4427,forward
0.420,22.4394,forward
0.430,22.4361,forward
0.440,22.4327,forward
0.450,22.4294,forward
0.460,22.4261,forward
0.470,22.4227,forward
0.480,22.4194,forward
0.490,22.4161,forward
0.500,22.4127,forward
0.510,22.4094,forward
0.520,22.4061,forward
0.530,22.4027,forward
0.540,22.3994,forward
0.550,22.3961,forward
0.560,22.3927,forward
0.570,22.3894,forward
0.580,22.3860,forward
0.590,22.3827,forward
0.600,22.3794,forward
0.610,22.3760,forward
0.620,22.3727,forward
0.630,22.3693,forward
0.640,22.3660,forward
0.650,22.3626,forward
0.660,22.3592,forward
0.670,22.3558,forward
0.680,22.3524,forward
0.690,22.3490,forward
0.700,22.3455,forward
0.710,22.3420,forward
0.720,22.3385,forward
0.730,22.3348,forward
0.740,22.3311,forward
0.750,22.3273,forward
0.760,22.3234,forward
0.770,22.3192,forward
0.780,22.3149,forward
0.790,22.3102,forward
0.800,22.3051,forward
0.810,22.2996,forward
0.820,22.2933,forward
0.830,22.2862,forward
0.840,22.2780,forward
0.850,22.2683,forward
0.860,22.2567,forward
0.870,22.2427,forward
0.880,22.2255,forward
0.890,22.2043,forward
0.900,22.1777,forward
0.910,22.1442,forward
0.920,22.1019,forward
0.930,22.0479,forward
0.940,21.9790,forward
0.950,21.8906,forward
0.960,21.7771,forward
0.970,21.6309,forward
0.980,21.4424,forward
0.990,21.1991,forward
1.000,20.8847,forward
1.010,20.4782,forward
1.020,19.9523,forward
1.030,19.2717,forward
1.040,18.3904,forward
1.050,17.2491,forward
1.060,15.7709,forward
1.070,13.8558,forward
1.080,11.3745,forward
1.090,8.1594,forward
1.100,3.9931,forward
1.110,-1.4062,forward
1.120,-8.4034,forward
1.130,-17.4719,forward
