time (h),temperature (°C),relative_humidity (%)
0.0000,64.85,38.1
0.1667,65.02,39.1
0.3333,64.83,40.4
0.5000,64.58,39.5
0.6667,64.89,39.2
0.8333,64.97,38.1
1.0000,64.46,39.6
1.1667,65.00,38.9
1.3333,65.19,38.7
1.5000,65.66,39.1
1.6667,65.25,38.8
1.8333,65.49,37.4
2.0000,65.12,38.5
2.1667,65.05,35.6
2.3333,65.49,38.5
2.5000,65.36,37.9
2.6667,65.10,38.1
2.8333,64.69,37.6
3.0000,65.27,37.2
3.1667,64.96,37.8
3.3333,64.88,37.9
3.5000,65.02,35.4
3.6667,65.02,34.8
3.8333,65.43,35.7
4.0000,64.93,36.6
4.1667,64.95,36.9
4.3333,64.43,35.6
4.5000,65.02,38.3
4.6667,65.17,35.6
4.8333,64.94,36.0
5.0000,64.94,37.2
5.1667,64.99,36.3
5.3333,65.40,35.0
5.5000,64.50,36.9
5.6667,65.21,36.2
5.8333,64.94,36.3
6.0000,64.61,38.5
6.1667,64.47,36.1
6.3333,64.99,36.3
6.5000,65.26,36.6
6.6667,65.11,36.4
6.8333,65.17,35.9
7.0000,64.99,37.8
7.1667,65.20,36.3
7.3333,65.00,36.7
7.5000,64.77,38.0
7.6667,65.27,36.9
7.8333,64.66,38.6
8.0000,65.04,38.6
8.1667,65.02,38.6
8.3333,64.58,37.9
8.5000,64.81,37.4
8.6667,64.69,36.5
8.8333,65.12,39.0
9.0000,64.65,37.7
9.1667,64.98,39.2
9.3333,64.24,38.7
9.5000,65.49,38.5
9.6667,65.91,40.3
9.8333,65.05,40.1
10.0000,64.86,39.8
10.1667,65.23,40.8
10.3333,65.40,39.7
10.5000,65.58,40.8
10.6667,65.23,41.3
10.8333,65.51,40.4
11.0000,65.05,40.3
11.1667,65.21,40.4
11.3333,64.76,42.7
11.5000,64.78,42.8
11.6667,64.66,43.3
11.8333,64.72,42.9
12.0000,64.63,43.4
12.1667,64.64,43.4
12.3333,65.35,43.3
12.5000,65.20,44.3
12.6667,64.98,43.3
12.8333,64.92,44.3
13.0000,65.17,44.6
13.1667,64.89,44.7
13.3333,65.04,45.6
13.5000,64.88,45.2
13.6667,64.68,45.7
13.8333,65.16,45.7
14.0000,65.15,46.9
14.1667,65.03,45.2
14.3333,65.14,46.2
14.5000,64.96,47.1
14.6667,65.22,46.5
14.8333,64.83,46.9
15.0000,64.81,46.9
15.1667,64.91,45.9
15.3333,64.98,46.9
15.5000,64.70,46.0
15.6667,64.65,47.1
15.8333,65.39,47.7
16.0000,64.60,48.5
16.1667,64.97,48.5
16.3333,64.72,47.6
16.5000,64.64,47.9
16.6667,64.79,47.2
16.8333,64.88,47.7
17.0000,65.13,47.5
17.1667,65.22,47.5
17.3333,65.29,48.1
17.5000,65.60,47.0
17.6667,65.19,49.0
17.8333,65.16,50.0
18.0000,65.28,47.8
18.1667,65.46,48.1
18.3333,65.11,47.1
18.5000,65.22,46.5
18.6667,64.68,48.6
18.8333,65.12,47.4
19.0000,64.80,46.0
19.1667,64.92,46.3
19.3333,65.41,48.1
19.5000,64.65,48.2
19.6667,64.69,47.4
19.8333,64.64,47.8
20.0000,64.55,45.6
20.1667,65.53,46.0
20.3333,65.23,45.7
20.5000,65.40,47.1
20.6667,64.63,45.7
20.8333,65.54,47.0
21.0000,65.12,45.9
21.1667,64.36,45.8
21.3333,65.46,45.5
21.5000,64.68,44.8
21.6667,64.74,45.1
21.8333,65.48,45.7
22.0000,64.84,45.6
22.1667,64.81,45.2
22.3333,65.20,44.9
22.5000,65.01,45.2
22.6667,65.30,44.6
22.8333,64.71,44.4
23.0000,65.06,43.4
23.1667,64.28,43.4
23.3333,64.74,42.1
23.5000,64.47,42.8
23.6667,65.22,43.1
23.8333,64.85,42.9
24.0000,64.64,41.3
24.1667,65.10,42.3
24.3333,65.69,41.1
24.5000,65.27,40.4
24.6667,65.02,40.3
24.8333,64.69,40.2
25.0000,64.87,40.1
25.1667,64.61,40.1
25.3333,64.67,38.9
25.5000,64.50,40.4
25.6667,65.20,39.4
25.8333,65.10,39.4
26.0000,64.97,40.1
26.1667,65.13,38.9
26.3333,65.36,38.9
26.5000,65.17,40.1
26.6667,64.85,38.9
26.8333,64.72,39.5
27.0000,64.77,38.0
27.1667,64.88,37.1
27.3333,65.26,38.9
27.5000,65.44,38.0
27.6667,64.71,37.5
27.8333,65.03,36.7
28.0000,64.83,37.9
28.1667,64.31,37.6
28.3333,64.72,37.8
28.5000,64.77,37.5
28.6667,65.39,35.6
28.8333,64.88,38.0
29.0000,65.22,37.6
29.1667,65.16,37.0
29.3333,65.16,36.0
29.5000,64.97,36.7
29.6667,64.60,35.7
29.8333,65.08,37.7
30.0000,64.99,37.2
30.1667,64.93,35.3
30.3333,65.25,35.1
30.5000,65.15,35.8
30.6667,64.21,36.3
30.8333,65.08,36.0
31.0000,65.17,35.9
31.1667,64.48,36.9
31.3333,64.54,36.1
31.5000,65.05,36.0
31.6667,65.50,37.1
31.8333,65.01,35.8
32.0000,64.76,36.3
32.1667,64.91,36.7
32.3333,65.60,37.7
32.5000,65.30,36.9
32.6667,64.92,36.8
32.8333,64.81,37.3
33.0000,65.60,36.5
33.1667,64.95,37.0
33.3333,65.23,37.1
33.5000,64.90,37.5
33.6667,64.91,37.8
33.8333,65.15,38.4
34.0000,64.76,37.9
34.1667,65.03,37.2
34.3333,65.27,38.8
34.5000,64.87,37.0
34.6667,65.34,40.1
34.8333,64.89,38.9
35.0000,64.99,39.9
35.1667,65.30,39.0
35.3333,64.80,40.4
35.5000,65.16,39.5
35.6667,65.02,38.6
35.8333,64.66,39.6
36.0000,64.54,38.9
36.1667,64.86,40.0
36.3333,65.31,39.7
36.5000,64.07,41.3
36.6667,64.58,41.6
36.8333,64.54,41.1
37.0000,65.43,41.3
37.1667,64.96,41.1
37.3333,65.12,39.4
37.5000,64.76,41.6
37.6667,64.76,40.9
37.8333,65.34,41.7
38.0000,64.41,41.3
38.1667,64.57,42.3
38.3333,65.25,41.7
38.5000,64.96,40.2
38.6667,64.72,42.0
38.8333,65.03,42.5
39.0000,64.79,41.5
39.1667,65.10,42.1
39.3333,65.03,42.2
39.5000,64.91,43.6
39.6667,64.97,43.1
39.8333,65.11,44.9
40.0000,65.12,42.7
40.1667,64.86,43.0
40.3333,65.12,43.3
40.5000,64.72,42.8
40.6667,64.87,42.3
40.8333,64.69,43.8
41.0000,64.41,42.3
41.1667,65.34,42.4
41.3333,65.25,42.4
41.5000,65.02,43.1
41.6667,64.71,43.5
41.8333,65.15,43.3
42.0000,65.12,41.9
42.1667,65.09,43.8
42.3333,65.17,43.5
42.5000,65.62,44.3
42.6667,64.70,42.5
42.8333,65.10,44.4
43.0000,65.64,43.8
43.1667,65.18,43.2
43.3333,65.37,42.3
43.5000,64.69,41.7
43.6667,64.92,41.8
43.8333,65.31,41.7
44.0000,65.03,41.4
44.1667,64.77,40.2
44.3333,65.28,41.4
44.5000,65.37,40.7
44.6667,64.83,39.9
44.8333,64.84,40.5
45.0000,65.02,40.6
45.1667,65.20,40.7
45.3333,65.32,40.5
45.5000,64.99,40.1
45.6667,64.76,38.8
45.8333,64.41,39.7
46.0000,65.27,38.6
46.1667,65.14,39.5
46.3333,64.76,39.7
46.5000,65.08,39.1
46.6667,65.04,38.2
46.8333,65.35,38.4
47.0000,64.73,37.7
47.1667,65.11,38.2
47.3333,64.43,37.7
47.5000,64.98,37.6
47.6667,64.71,37.3
47.8333,65.65,36.6
48.0000,64.84,38.5
48.1667,65.29,38.3
48.3333,64.18,35.0
48.5000,65.15,35.8
48.6667,65.21,35.9
48.8333,65.12,34.8
49.0000,64.58,36.3
49.1667,65.37,34.8
49.3333,64.97,34.4
49.5000,64.78,35.3
49.6667,65.35,34.7
49.8333,64.85,35.2
50.0000,65.31,32.6
50.1667,64.80,33.1
50.3333,64.91,34.3
50.5000,65.44,32.0
50.6667,65.19,33.1
50.8333,65.03,33.4
51.0000,65.06,34.2
51.1667,65.25,35.5
51.3333,64.81,32.4
51.5000,65.02,32.3
51.6667,64.78,31.3
51.8333,64.63,31.9
52.0000,64.71,33.0
52.1667,64.89,31.8
52.3333,64.48,32.9
52.5000,64.57,32.5
52.6667,65.14,32.7
52.8333,64.56,31.3
53.0000,64.95,31.1
53.1667,65.67,32.4
53.3333,64.90,32.3
53.5000,64.63,32.2
53.6667,64.68,31.5
53.8333,64.76,32.1
54.0000,65.42,31.3
54.1667,64.46,33.1
54.3333,64.81,32.6
54.5000,64.73,31.6
54.6667,64.85,30.8
54.8333,64.96,32.7
55.0000,64.44,34.3
55.1667,64.83,32.7
55.3333,65.35,32.6
55.5000,65.03,32.6
55.6667,65.18,32.4
55.8333,65.01,32.8
56.0000,64.88,32.6
56.1667,65.50,32.8
56.3333,64.97,33.6
56.5000,65.06,34.3
56.6667,64.63,33.8
56.8333,65.16,33.0
57.0000,64.87,32.5
57.1667,64.80,35.6
57.3333,65.27,35.2
57.5000,64.58,32.3
57.6667,65.43,33.5
57.8333,65.48,34.3
58.0000,65.08,36.0
58.1667,64.55,34.2
58.3333,64.29,35.7
58.5000,64.83,35.6
58.6667,64.73,36.6
58.8333,64.70,35.2
59.0000,64.87,36.9
59.1667,64.91,36.3
59.3333,65.11,37.1
59.5000,65.57,36.0
59.6667,64.86,38.0
59.8333,64.83,38.3
60.0000,64.61,36.8
60.1667,64.91,38.0
60.3333,64.47,39.8
60.5000,64.57,38.9
60.6667,65.26,40.8
60.8333,64.96,40.3
61.0000,64.44,38.3
61.1667,65.16,40.3
61.3333,65.03,39.5
61.5000,64.82,41.0
61.6667,64.94,40.6
61.8333,65.13,40.8
62.0000,65.10,40.2
62.1667,64.51,41.0
62.3333,64.96,40.5
62.5000,64.69,40.5
62.6667,64.26,42.0
62.8333,65.18,41.2
63.0000,64.43,42.0
63.1667,65.34,42.0
63.3333,65.07,42.7
63.5000,64.76,42.5
63.6667,64.80,42.7
63.8333,65.43,43.7
64.0000,65.18,40.8
64.1667,64.80,40.8
64.3333,65.12,42.4
64.5000,64.67,43.2
64.6667,64.94,42.9
64.8333,65.24,44.2
65.0000,65.37,42.9
65.1667,65.01,43.9
65.3333,64.76,44.3
65.5000,65.36,44.4
65.6667,65.36,44.7
65.8333,65.23,42.8
66.0000,64.95,43.3
66.1667,65.58,43.1
66.3333,64.98,43.7
66.5000,65.01,43.5
66.6667,65.60,43.3
66.8333,64.56,44.2
67.0000,65.57,44.8
67.1667,65.19,42.6
67.3333,65.07,42.2
67.5000,65.35,43.1
67.6667,65.42,42.9
67.8333,65.55,43.7
68.0000,64.85,43.6
68.1667,65.24,43.8
68.3333,64.62,42.6
68.5000,64.79,43.9
68.6667,64.62,43.2
68.8333,65.18,44.2
69.0000,64.84,42.5
69.1667,64.95,43.4
69.3333,64.96,42.3
69.5000,65.27,43.3
69.6667,64.99,41.1
69.8333,64.71,41.8
70.0000,65.16,42.8
70.1667,65.01,41.2
70.3333,65.35,42.2
70.5000,64.85,42.1
70.6667,64.64,41.2
70.8333,64.88,40.6
71.0000,65.17,40.2
71.1667,65.38,40.4
71.3333,64.80,40.6
71.5000,65.16,39.3
71.6667,65.16,39.3
71.8333,65.31,40.2
72.0000,64.76,40.0
72.1667,64.79,40.0
72.3333,65.40,38.6
72.5000,65.23,39.7
72.6667,65.02,39.1
72.8333,65.10,39.8
73.0000,64.51,40.1
73.1667,64.97,38.3
73.3333,65.39,37.8
73.5000,64.51,38.6
73.6667,65.08,39.7
73.8333,64.96,38.9
74.0000,65.26,37.9
74.1667,65.06,38.0
74.3333,64.90,36.8
74.5000,64.81,38.5
74.6667,65.23,39.0
74.8333,65.42,36.8
75.0000,65.61,36.7
75.1667,65.21,37.4
75.3333,64.83,37.2
75.5000,64.93,36.9
75.6667,64.88,37.2
75.8333,65.22,36.9
76.0000,65.01,37.0
76.1667,65.18,37.0
76.3333,65.27,35.5
76.5000,65.21,36.7
76.6667,64.86,36.7
76.8333,65.04,36.9
77.0000,64.49,36.1
77.1667,64.93,37.3
77.3333,64.85,37.8
77.5000,65.11,38.4
77.6667,65.88,36.7
77.8333,65.08,35.6
78.0000,64.69,37.8
78.1667,64.70,36.3
78.3333,64.90,38.3
78.5000,65.02,38.2
78.6667,65.33,37.3
78.8333,65.54,39.0
79.0000,65.05,35.5
79.1667,65.04,36.9
79.3333,65.01,38.0
79.5000,65.01,36.9
79.6667,65.04,37.7
79.8333,64.86,36.6
80.0000,65.11,38.0
80.1667,64.79,37.8
80.3333,64.68,38.1
80.5000,65.01,37.6
80.6667,65.14,40.2
80.8333,64.63,39.3
81.0000,65.16,39.0
81.1667,65.08,39.1
81.3333,65.05,39.8
81.5000,64.98,38.6
81.6667,65.00,38.9
81.8333,65.14,40.2
82.0000,65.18,38.8
82.1667,64.73,40.8
82.3333,64.78,41.0
82.5000,64.94,42.1
82.6667,65.62,41.6
82.8333,64.89,41.6
83.0000,64.59,42.9
83.1667,65.18,42.3
83.3333,65.22,42.9
83.5000,65.12,40.6
83.6667,64.95,42.0
83.8333,64.79,42.6
84.0000,65.08,42.2
84.1667,64.89,43.8
84.3333,64.90,41.8
84.5000,65.01,42.9
84.6667,64.93,43.4
84.8333,65.23,44.2
85.0000,65.28,44.5
85.1667,65.19,44.6
85.3333,64.86,45.1
85.5000,64.74,45.9
85.6667,64.71,44.4
85.8333,65.17,44.8
86.0000,64.81,46.6
86.1667,65.35,46.9
86.3333,64.68,46.0
86.5000,64.89,48.2
86.6667,64.91,45.5
86.8333,65.06,45.4
87.0000,64.87,47.2
87.1667,65.15,46.9
87.3333,64.81,46.1
87.5000,64.97,46.9
87.6667,65.14,46.5
87.8333,64.88,46.7
88.0000,65.17,47.6
88.1667,64.98,47.0
88.3333,64.66,47.4
88.5000,64.40,47.1
88.6667,65.13,48.4
88.8333,64.92,48.0
89.0000,65.41,46.9
89.1667,65.11,48.6
89.3333,65.06,47.3
89.5000,65.06,49.5
89.6667,65.03,50.1
89.8333,65.13,47.3
90.0000,64.73,48.4
90.1667,65.33,48.6
90.3333,65.12,46.9
90.5000,65.09,47.8
90.6667,65.17,47.3
90.8333,65.29,47.9
91.0000,64.47,47.5
91.1667,64.96,48.7
91.3333,64.90,48.0
91.5000,65.37,48.1
91.6667,64.38,48.0
91.8333,65.28,46.7
92.0000,65.14,47.6
92.1667,65.24,47.2
92.3333,64.95,47.8
92.5000,65.05,46.1
92.6667,64.76,45.9
92.8333,64.99,46.9
93.0000,65.01,45.3
93.1667,65.26,45.9
93.3333,65.20,44.8
93.5000,64.86,46.0
93.6667,65.15,46.4
93.8333,65.37,45.3
94.0000,64.94,45.2
94.1667,65.54,44.8
94.3333,65.73,45.5
94.5000,64.54,45.2
94.6667,65.20,43.5
94.8333,64.90,43.4
95.0000,65.01,43.5
95.1667,65.17,43.1
95.3333,64.95,44.2
95.5000,65.51,42.4
95.6667,65.20,42.2
95.8333,64.79,41.5
96.0000,65.23,41.2
96.1667,65.47,41.7
96.3333,65.30,39.8
96.5000,65.23,40.9
96.6667,65.44,40.6
96.8333,64.75,40.3
97.0000,64.97,39.8
97.1667,65.24,40.1
97.3333,65.32,40.2
97.5000,64.94,40.7
97.6667,64.64,39.6
97.8333,64.81,39.1
98.0000,64.81,39.2
98.1667,65.27,39.6
98.3333,65.01,38.3
98.5000,65.33,37.7
98.6667,64.78,36.9
98.8333,65.05,38.7
99.0000,65.09,39.2
99.1667,64.98,39.0
99.3333,64.73,37.9
99.5000,65.36,37.9
99.6667,64.95,37.2
99.8333,65.08,37.1
100.0000,65.25,37.0
100.1667,65.08,36.3
100.3333,64.93,35.9
100.5000,64.86,37.1
100.6667,64.96,37.1
100.8333,65.09,35.9
101.0000,64.63,36.4
101.1667,65.03,36.7
101.3333,64.76,36.1
101.5000,65.40,35.7
101.6667,65.11,35.8
101.8333,64.88,35.4
102.0000,64.58,35.9
102.1667,64.98,35.1
102.3333,65.22,34.7
102.5000,65.07,36.7
102.6667,65.27,34.4
102.8333,65.39,33.7
103.0000,64.98,35.6
103.1667,65.44,36.9
103.3333,65.61,35.6
103.5000,64.89,37.4
103.6667,64.93,36.2
103.8333,65.55,36.1
104.0000,65.29,37.0
104.1667,65.10,36.0
104.3333,65.13,36.9
104.5000,65.46,36.8
104.6667,65.00,36.5
104.8333,65.23,35.4
105.0000,65.14,35.4
105.1667,65.21,37.0
105.3333,64.73,36.2
105.5000,65.47,36.8
105.6667,64.88,37.0
105.8333,64.81,37.9
106.0000,65.23,38.3
106.1667,64.93,37.4
106.3333,65.43,38.4
106.5000,64.81,38.2
106.6667,64.80,38.0
106.8333,64.88,36.9
107.0000,64.93,39.7
107.1667,65.46,40.6
107.3333,65.05,39.8
107.5000,64.71,38.7
107.6667,64.75,39.2
107.8333,64.59,39.0
108.0000,64.90,38.9
108.1667,65.09,40.5
108.3333,64.84,40.6
108.5000,64.83,39.3
108.6667,65.26,40.7
108.8333,64.94,40.7
109.0000,64.85,40.0
109.1667,65.61,41.8
109.3333,65.30,40.6
109.5000,64.96,40.5
109.6667,65.01,41.2
109.8333,65.01,43.1
110.0000,65.24,40.2
110.1667,65.24,42.2
110.3333,64.55,42.2
110.5000,65.34,42.9
110.6667,64.64,40.5
110.8333,65.02,41.8
111.0000,65.09,42.1
111.1667,64.93,41.5
111.3333,65.18,41.4
111.5000,65.09,42.9
111.6667,64.83,43.8
111.8333,64.73,41.6
112.0000,65.14,41.8
112.1667,64.99,43.2
112.3333,65.14,42.4
112.5000,64.68,41.8
112.6667,64.98,42.9
112.8333,65.57,43.0
113.0000,64.88,42.5
113.1667,65.23,42.6
113.3333,64.63,42.9
113.5000,65.34,42.8
113.6667,65.38,41.6
113.8333,64.62,42.6
114.0000,65.41,45.0
114.1667,65.28,41.0
114.3333,65.21,41.7
114.5000,64.58,42.8
114.6667,65.25,40.9
114.8333,64.94,43.7
115.0000,64.58,42.0
115.1667,64.77,41.5
115.3333,65.27,42.4
115.5000,65.48,42.3
115.6667,64.99,42.8
115.8333,64.86,43.4
116.0000,65.12,40.8
116.1667,64.97,41.3
116.3333,65.07,41.5
116.5000,64.67,42.4
116.6667,64.89,42.4
116.8333,64.88,40.2
117.0000,64.89,39.6
117.1667,65.12,41.5
117.3333,65.14,40.7
117.5000,65.41,39.3
117.6667,65.07,39.7
117.8333,64.89,38.6
118.0000,65.49,39.6
118.1667,64.41,37.0
118.3333,64.78,38.9
118.5000,65.09,39.1
118.6667,64.72,39.6
118.8333,64.90,39.0
119.0000,64.72,38.4
119.1667,64.95,37.1
119.3333,64.59,35.7
119.5000,65.17,38.3
119.6667,64.66,38.0
119.8333,65.36,37.2
120.0000,65.03,38.3
120.1667,65.12,36.0
120.3333,64.85,36.1
120.5000,64.89,37.1
120.6667,65.11,36.4
120.8333,65.68,36.5
121.0000,65.15,36.0
121.1667,64.81,35.6
121.3333,65.54,35.4
121.5000,65.06,36.2
121.6667,65.95,33.6
121.8333,65.49,34.2
122.0000,64.82,34.8
122.1667,64.82,34.1
122.3333,65.04,33.2
122.5000,65.12,33.8
122.6667,65.41,32.8
122.8333,64.94,34.4
123.0000,64.82,33.4
123.1667,64.86,34.1
123.3333,65.30,33.5
123.5000,65.35,30.7
123.6667,64.87,32.9
123.8333,65.24,32.4
124.0000,64.61,32.6
124.1667,65.00,32.2
124.3333,64.83,32.6
124.5000,64.86,31.7
124.6667,64.78,32.1
124.8333,64.70,31.5
125.0000,64.80,32.4
125.1667,64.84,32.5
125.3333,65.19,31.8
125.5000,64.59,32.2
125.6667,64.73,30.1
125.8333,65.23,32.4
126.0000,64.49,32.3
126.1667,64.98,31.9
126.3333,65.00,32.3
126.5000,64.97,33.0
126.6667,65.08,34.3
126.8333,65.00,32.7
127.0000,64.84,31.5
127.1667,65.15,33.2
127.3333,65.37,32.8
127.5000,65.04,32.6
127.6667,64.93,31.8
127.8333,65.02,34.2
128.0000,65.26,32.9
128.1667,64.85,35.0
128.3333,65.05,34.9
128.5000,64.74,33.3
128.6667,65.30,34.6
128.8333,65.19,32.8
129.0000,65.66,34.6
129.1667,64.75,34.9
129.3333,64.89,33.7
129.5000,65.41,35.5
129.6667,64.99,35.4
129.8333,65.35,35.3
130.0000,65.60,34.1
130.1667,65.05,35.8
130.3333,64.99,36.0
130.5000,65.31,35.3
130.6667,65.10,37.6
130.8333,65.53,36.4
131.0000,65.10,37.3
131.1667,65.08,36.8
131.3333,64.63,37.3
131.5000,65.49,37.4
131.6667,65.08,37.8
131.8333,65.16,38.1
132.0000,65.33,36.8
132.1667,65.09,37.8
132.3333,64.71,39.2
