## Header ##
[General info]
User	FDN
Device	AI14-1A
Cell area (cm2)	0.09
Test	Stability (JV)
Date	2025-11-19
Time	21:30:10
Note	SMU 1A

[JV Settings]
Vmin (V)	-0.100
Vmax (V)	1.500
Voltage Step (mV)	20.000
Scan Rate (mV/s)	200.000
Auto-detect Voc	Yes
Scan direction	FW then RV
Voltage Range (V)	10 V
Current Range (V)	L
Inverted	No
Auto-range	On

[Cell Settings]
Tipology	Cell
Cell Area (cm2)	0.09
#Cells	1.00
W cell area (cm2)	1.00
#W cells	1.00

## Data ##
Scan	Voc	Jsc	V_MPP	J_MPP	P_MPP	Rs	R//	FF	Eff
	V	mA/cm²	V	mA/cm²	mW/cm²	Ohm	Ohm	%	%
FW	0.428963	10.823527	0.197993	5.425862	1.074285	5.75E+2	4.28E+2	23.14	1.07
RV	0.438831	11.881001	0.228361	5.858676	1.337895	3.68E+2	4.27E+2	25.66	1.34
									
V_FW (V)	J_FW (mA/cm²)	V_RV (V)	J_RV (mA/cm²)						
-9.999973E-2	1.341605E+1	4.400003E-1	-3.500782E-2						
-7.999885E-2	1.287009E+1	4.200001E-1	5.662617E-1						
-5.999990E-2	1.236611E+1	3.999999E-1	1.180562E+0						
-4.000095E-2	1.186287E+1	3.800006E-1	1.807704E+0						
-2.000103E-2	1.134940E+1	3.599994E-1	2.449298E+0						
-1.409966E-7	1.082350E+1	3.399994E-1	3.103260E+0						
1.999945E-2	1.031284E+1	3.200002E-1	3.622766E+0						
4.000034E-2	9.783887E+0	3.000019E-1	4.084698E+0						
6.000026E-2	9.231640E+0	2.800013E-1	4.570096E+0						
8.000115E-2	8.672970E+0	2.600007E-1	5.064931E+0						
1.000011E-1	8.131569E+0	2.399999E-1	5.563988E+0						
1.200013E-1	7.581415E+0	2.199996E-1	6.073125E+0						
1.399990E-1	7.023664E+0	1.999997E-1	6.594162E+0						
1.599995E-1	6.469694E+0	1.799995E-1	7.118399E+0						
1.799991E-1	5.917647E+0	1.599989E-1	7.646863E+0						
2.000000E-1	5.371034E+0	1.399993E-1	8.179140E+0						
2.199999E-1	4.825772E+0	1.200007E-1	8.716523E+0						
2.399999E-1	4.296870E+0	1.000007E-1	9.252013E+0						
2.600011E-1	3.790099E+0	8.000115E-2	9.781361E+0						
2.800003E-1	3.294903E+0	6.000091E-2	1.031412E+1						
3.000012E-1	2.800908E+0	3.999970E-2	1.083833E+1						
3.199986E-1	2.322063E+0	1.999945E-2	1.135933E+1						
3.399998E-1	1.860407E+0	-1.111741E-6	1.188103E+1						
3.599994E-1	1.413550E+0	-2.000071E-2	1.240067E+1						
3.799996E-1	9.835005E-1	-4.000127E-2	1.289967E+1						
3.999999E-1	5.679540E-1	-5.999925E-2	1.340251E+1						
4.200004E-1	1.707517E-1	-7.999917E-2	1.390172E+1						
4.400000E-1	-2.067101E-1	-9.999973E-2	1.436828E+1						
		-1.200003E-1	1.478220E+1						
