direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1164,22.450,84.11,21.082,0.990,21.295,1.585,2985
forward,1000,1.1064,22.225,84.02,20.660,0.980,21.082,1.601,3030

voltage (V),current_density (mA/cm^2),direction
1.150,-30.2902,reverse
1.140,-18.3240,reverse
1.130,-9.0912,reverse
1.120,-1.9672,reverse
1.110,3.5297,reverse
1.100,7.7715,reverse
1.090,11.0448,reverse
1.080,13.5710,reverse
1.070,15.5207,reverse
1.060,17.0257,reverse
1.050,18.1876,reverse
1.040,19.0848,reverse
1.030,19.7777,reverse
1.020,20.3131,reverse
1.010,20.7269,reverse
1.000,21.0469,reverse
0.990,21.2946,reverse
0.980,21.4864,reverse
0.970,21.6352,reverse
0.960,21.7507,reverse
0.950,21.8406,reverse
0.940,21.9107,reverse
0.930,21.9656,reverse
0.920,22.0087,reverse
0.910,22.0427,reverse
0.900,22.0697,reverse
0.890,22.0913,reverse
0.880,22.1087,reverse
0.870,22.1229,reverse
0.860,22.1346,reverse
0.850,22.1444,reverse
0.840,22.1527,reverse
0.830,22.1599,reverse
0.820,22.1662,reverse
0.810,22.1718,reverse
0.800,22.1769,reverse
0.790,22.1816,reverse
0.780,22.1860,reverse
0.770,22.1902,reverse
0.760,22.1941,reverse
0.750,22.1980,reverse
0.740,22.2017,reverse
0.730,22.2053,reverse
0.720,22.2088,reverse
0.710,22.2123,reverse
0.700,22.2158,reverse
0.690,22.2192,reverse
0.680,22.2227,reverse
0.670,22.2260,reverse
0.660,22.2294,reverse
0.650,22.2328,reverse
0.640,22.2362,reverse
0.630,22.2395,reverse
0.620,22.2429,reverse
0.610,22.2462,reverse
0.600,22.2495,reverse
0.590,22.2529,reverse
0.580,22.2562,reverse
0.570,22.2596,reverse
0.560,22.2629,reverse
0.550,22.2662,reverse
0.540,22.2696,reverse
0.530,22.2729,reverse
0.520,22.2762,reverse
0.510,22.2796,reverse
0.500,22.2829,reverse
0.490,22.2862,reverse
0.480,22.2896,reverse
0.470,22.2929,reverse
0.460,22.2962,reverse
0.450,22.2996,reverse
0.440,22.3029,reverse
0.430,22.3062,reverse
0.420,22.3096,reverse
0.410,22.3129,reverse
0.400,22.3162,reverse
0.390,22.3196,reverse
0.380,22.3229,reverse
0.370,22.3262,reverse
0.360,22.3296,reverse
0.350,22.3329,reverse
0.340,22.3362,reverse
0.330,22.3396,reverse
0.320,22.3429,reverse
0.310,22.3462,reverse
0.300,22.3496,reverse
0.290,22.3529,reverse
0.280,22.3562,reverse
0.270,22.3596,reverse
0.260,22.3629,reverse
0.250,22.3662,reverse
0.240,22.3696,reverse
0.230,22.3729,reverse
0.220,22.3762,reverse
0.210,22.3796,reverse
0.200,22.3829,reverse
0.190,22.3862,reverse
0.180,22.3896,reverse
0.170,22.3929,reverse
0.160,22.3962,reverse
0.150,22.3996,reverse
0.140,22.4029,reverse
0.130,22.4062,reverse
0.120,22.4096,reverse
0.110,22.4129,reverse
0.100,22.4162,reverse
0.090,22.4196,reverse
0.080,22.4229,reverse
0.070,22.4262,reverse
0.060,22.4296,reverse
0.050,22.4329,reverse
0.040,22.4362,reverse
0.030,22.4396,reverse
0.020,22.4429,reverse
0.010,22.4462,reverse
-0.000,22.4496,reverse
-0.010,22.4529,reverse
-0.020,22.4562,reverse
-0.030,22.4596,reverse
-0.040,22.4629,reverse
-0.050,22.4662,reverse
-0.060,22.4696,reverse
-0.070,22.4729,reverse
-0.080,22.4762,reverse
-0.090,22.4796,reverse
-0.100,22.4829,reverse
-0.100,22.2584,forward
-0.090,22.2551,forward
-0.080,22.2518,forward
-0.070,22.2484,forward
-0.060,22.2451,forward
-0.050,22.2418,forward
-0.040,22.2384,forward
-0.030,22.2351,forward
-0.020,22.2318,forward
-0.010,22.2284,forward
-0.000,22.2251,forward
0.010,22.2218,forward
0.020,22.2184,forward
0.030,22.2151,forward
0.040,22.2118,forward
0.050,22.2084,forward
0.060,22.2051,forward
0.070,22.2018,forward
0.080,22.1984,forward
0.090,22.1951,forward
0.100,22.1918,forward
0.110,22.1884,forward
0.120,22.1851,forward
0.130,22.1818,forward
0.140,22.1784,forward
0.150,22.1751,forward
0.160,22.1718,forward
0.170,22.1684,forward
0.180,22.1651,forward
0.190,22.1618,forward
0.200,22.1584,forward
0.210,22.1551,forward
0.220,22.1518,forward
0.230,22.1484,forward
0.240,22.1451,forward
