direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1158,22.222,84.10,20.852,0.990,21.063,1.577,2985
forward,1000,1.1058,22.000,84.00,20.435,0.980,20.852,1.593,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-30.7855,reverse
1.140,-18.7582,reverse
1.130,-9.4783,reverse
1.120,-2.3179,reverse
1.110,3.2072,reverse
1.100,7.4706,reverse
1.090,10.7606,reverse
1.080,13.2997,reverse
1.070,15.2594,reverse
1.060,16.7721,reverse
1.050,17.9399,reverse
1.040,18.8416,reverse
1.030,19.5381,reverse
1.020,20.0762,reverse
1.010,20.4921,reverse
1.000,20.8137,reverse
0.990,21.0626,reverse
0.980,21.2554,reverse
0.970,21.4049,reverse
0.960,21.5210,reverse
0.950,21.6114,reverse
0.940,21.6818,reverse
0.930,21.7370,reverse
0.920,21.7803,reverse
0.910,21.8144,reverse
0.900,21.8415,reverse
0.890,21.8632,reverse
0.880,21.8807,reverse
0.870,21.8950,reverse
0.860,21.9067,reverse
0.850,21.9166,reverse
0.840,21.9249,reverse
0.830,21.9321,reverse
0.820,21.9384,reverse
0.810,21.9441,reverse
0.800,21.9492,reverse
0.790,21.9539,reverse
0.780,21.9583,reverse
0.770,21.9624,reverse
0.760,21.9664,reverse
0.750,21.9702,reverse
0.740,21.9739,reverse
0.730,21.9775,reverse
0.720,21.9811,reverse
0.710,21.9846,reverse
0.700,21.9881,reverse
0.690,21.9915,reverse
0.680,21.9949,reverse
0.670,21.9983,reverse
0.660,22.0017,reverse
0.650,22.0050,reverse
0.640,22.0084,reverse
0.630,22.0118,reverse
0.620,22.0151,reverse
0.610,22.0185,reverse
0.600,22.0218,reverse
0.590,22.0251,reverse
0.580,22.0285,reverse
0.570,22.0318,reverse
0.560,22.0352,reverse
0.550,22.0385,reverse
0.540,22.0418,reverse
0.530,22.0452,reverse
0.520,22.0485,reverse
0.510,22.0518,reverse
0.500,22.0552,reverse
0.490,22.0585,reverse
0.480,22.0618,reverse
0.470,22.0652,reverse
0.460,22.0685,reverse
0.450,22.0718,reverse
0.440,22.0752,reverse
0.430,22.0785,reverse
0.420,22.0818,reverse
