## Header ##
[General info]
User	FDN
Device	AI22-1B
Cell area (cm2)	0.09
Test	Stability (JV)
Date	2025-11-20
Time	17:35:26
Note	SMU 1B

[JV Settings]
Vmin (V)	-0.100
Vmax (V)	1.500
Voltage Step (mV)	20.000
Scan Rate (mV/s)	200.000
Auto-detect Voc	Yes
Scan direction	FW then RV
Voltage Range (V)	10 V
Current Range (V)	L
Inverted	No
Auto-range	On

[Cell Settings]
Tipology	Cell
Cell Area (cm2)	0.09
#Cells	1.00
W cell area (cm2)	1.00
#W cells	1.00

## Data ##
Scan	Voc	Jsc	V_MPP	J_MPP	P_MPP	Rs	R//	FF	Eff
	V	mA/cm²	V	mA/cm²	mW/cm²	Ohm	Ohm	%	%
FW	0.528606	19.621420	0.272442	8.003939	2.180610	3.64E+2	4.92E+2	21.02	2.18
RV	0.533931	16.638731	0.281003	9.036443	2.539269	2.95E+2	4.67E+2	28.58	2.54
									
V_FW (V)	J_FW (mA/cm²)	V_RV (V)	J_RV (mA/cm²)						
-1.000001E-1	2.184916E+1	5.399999E-1	-2.321360E-1						
-8.000024E-2	2.143447E+1	5.200007E-1	5.287018E-1						
-5.999970E-2	2.098895E+1	5.000005E-1	1.272063E+0						
-3.999948E-2	2.058140E+1	4.800003E-1	2.012511E+0						
-1.999992E-2	2.013187E+1	4.599997E-1	2.749459E+0						
6.250133E-7	1.962109E+1	4.399995E-1	3.480285E+0						
2.000084E-2	1.924033E+1	4.199999E-1	4.202756E+0						
4.000138E-2	1.879491E+1	4.000000E-1	4.939640E+0						
5.999964E-2	1.834057E+1	3.799998E-1	5.660744E+0						
8.000084E-2	1.791967E+1	3.599999E-1	6.365878E+0						
1.000007E-1	1.748023E+1	3.399994E-1	7.057311E+0						
1.200009E-1	1.511455E+1	3.199995E-1	7.737530E+0						
1.400008E-1	1.161797E+1	2.999990E-1	8.413459E+0						
1.600007E-1	1.106427E+1	2.799997E-1	9.068602E+0						
1.799990E-1	1.055940E+1	2.599992E-1	9.687981E+0						
1.999992E-1	1.004107E+1	2.399990E-1	1.027853E+1						
2.199997E-1	9.510358E+0	2.199991E-1	1.091035E+1						
2.399990E-1	8.929071E+0	1.999989E-1	1.151091E+1						
2.599992E-1	8.366361E+0	1.799983E-1	1.208908E+1						
2.799997E-1	7.779581E+0	1.600014E-1	1.263364E+1						
2.999990E-1	7.170375E+0	1.400008E-1	1.318385E+1						
3.199998E-1	6.522440E+0	1.200000E-1	1.373314E+1						
3.399997E-1	5.936096E+0	1.000004E-1	1.425564E+1						
3.600006E-1	5.328762E+0	8.000116E-2	1.474930E+1						
3.799995E-1	4.711660E+0	6.000029E-2	1.523116E+1						
4.000000E-1	4.059641E+0	4.000073E-2	1.572983E+1						
4.199999E-1	3.407701E+0	2.000051E-2	1.616896E+1						
4.400005E-1	2.774020E+0	-2.677799E-8	1.663876E+1						
4.600004E-1	2.131702E+0	-1.999992E-2	1.711649E+1						
4.799999E-1	1.494236E+0	-3.999981E-2	1.760135E+1						
5.000005E-1	8.718125E-1	-6.000002E-2	1.795731E+1						
5.200000E-1	2.622952E-1	-7.999991E-2	1.824420E+1						
5.400012E-1	-3.481182E-1	-1.000005E-1	1.854050E+1						
