## Header ##
[General info]
User	FDN
Device	AI22-1B
Cell area (cm2)	0.09
Test	Stability (JV)
Date	2025-11-20
Time	17:34:44
Note	SMU 1B

[JV Settings]
Vmin (V)	-0.100
Vmax (V)	1.500
Voltage Step (mV)	20.000
Scan Rate (mV/s)	200.000
Auto-detect Voc	Yes
Scan direction	FW then RV
Voltage Range (V)	10 V
Current Range (V)	L
Inverted	No
Auto-range	On

[Cell Settings]
Tipology	Cell
Cell Area (cm2)	0.09
#Cells	1.00
W cell area (cm2)	1.00
#W cells	1.00

## Data ##
Scan	Voc	Jsc	V_MPP	J_MPP	P_MPP	Rs	R//	FF	Eff
	V	mA/cm²	V	mA/cm²	mW/cm²	Ohm	Ohm	%	%
FW	0.519636	14.567670	0.264950	8.191930	2.170454	3.73E+2	6.43E+2	28.67	2.17
RV	0.520001	15.438927	0.285686	8.616409	2.461586	2.99E+2	5.98E+2	30.66	2.46
									
V_FW (V)	J_FW (mA/cm²)	V_RV (V)	J_RV (mA/cm²)						
-9.999948E-2	1.611898E+1	5.200007E-1	1.035406E-1						
-7.999991E-2	1.578935E+1	5.000011E-1	8.518680E-1						
-5.999904E-2	1.551471E+1	4.799999E-1	1.585828E+0						
-3.999981E-2	1.521959E+1	4.599997E-1	2.335352E+0						
-1.999926E-2	1.490658E+1	4.399998E-1	3.090448E+0						
6.250133E-7	1.456766E+1	4.199996E-1	3.847080E+0						
2.000051E-2	1.421312E+1	3.999997E-1	4.613960E+0						
4.000073E-2	1.381441E+1	3.799995E-1	5.365822E+0						
6.000095E-2	1.339955E+1	3.599999E-1	6.112563E+0						
8.000116E-2	1.300136E+1	3.399997E-1	6.864915E+0						
1.000007E-1	1.258327E+1	3.199995E-1	7.549059E+0						
1.200009E-1	1.213313E+1	2.999999E-1	8.178090E+0						
1.400015E-1	1.167656E+1	2.799991E-1	8.785495E+0						
1.600007E-1	1.116760E+1	2.599992E-1	9.360700E+0						
1.799993E-1	1.064964E+1	2.399983E-1	9.946959E+0						
1.999992E-1	1.011428E+1	2.199984E-1	1.049457E+1						
2.199988E-1	9.543559E+0	1.999998E-1	1.103024E+1						
2.399996E-1	8.951939E+0	1.799990E-1	1.155150E+1						
2.599998E-1	8.344254E+0	1.600014E-1	1.204760E+1						
2.799991E-1	7.719428E+0	1.400008E-1	1.249974E+1						
2.999993E-1	7.066167E+0	1.200006E-1	1.298254E+1						
3.199998E-1	6.422598E+0	1.000004E-1	1.342069E+1						
3.400001E-1	5.778783E+0	8.000051E-2	1.383434E+1						
3.599996E-1	5.119901E+0	6.000029E-2	1.425544E+1						
3.799995E-1	4.442811E+0	4.000073E-2	1.465956E+1						
4.000000E-1	3.772088E+0	2.000084E-2	1.506052E+1						
4.199996E-1	3.115864E+0	2.991177E-7	1.543893E+1						
4.399998E-1	2.469927E+0	-1.999992E-2	1.580505E+1						
4.599994E-1	1.822563E+0	-4.000013E-2	1.615037E+1						
4.800003E-1	1.188260E+0	-6.000035E-2	1.644057E+1						
5.000008E-1	5.789735E-1	-8.000024E-2	1.669859E+1						
5.200004E-1	-1.067947E-2	-1.000005E-1	1.704271E+1						
