direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1187,23.288,84.16,21.927,0.990,22.148,1.614,2985
forward,1000,1.1087,23.055,84.06,21.488,0.980,21.927,1.630,3030

voltage (V),current_density (mA/cm^2),direction
1.150,-28.5005,reverse
1.140,-16.7517,reverse
1.130,-7.6866,reverse
1.120,-0.6920,reverse
1.110,4.7052,reverse
1.100,8.8700,reverse
1.090,12.0839,reverse
1.080,14.5642,reverse
1.070,16.4786,reverse
1.060,17.9563,reverse
1.050,19.0972,reverse
1.040,19.9781,reverse
1.030,20.6585,reverse
1.020,21.1842,reverse
1.010,21.5906,reverse
1.000,21.9048,reverse
0.990,22.1481,reverse
0.980,22.3365,reverse
0.970,22.4826,reverse
0.960,22.5961,reverse
0.950,22.6844,reverse
0.940,22.7533,reverse
0.930,22.8072,reverse
0.920,22.8496,reverse
0.910,22.8831,reverse
0.900,22.9096,reverse
0.890,22.9309,reverse
0.880,22.9480,reverse
0.870,22.9620,reverse
0.860,22.9736,reverse
0.850,22.9833,reverse
0.840,22.9915,reverse
0.830,22.9986,reverse
0.820,23.0049,reverse
0.810,23.0105,reverse
0.800,23.0155,reverse
0.790,23.0202,reverse
0.780,23.0246,reverse
0.770,23.0287,reverse
0.760,23.0327,reverse
0.750,23.0365,reverse
0.740,23.0402,reverse
0.730,23.0438,reverse
0.720,23.0473,reverse
0.710,23.0508,reverse
0.700,23.0543,reverse
0.690,23.0577,reverse
0.680,23.0611,reverse
0.670,23.0645,reverse
0.660,23.0679,reverse
0.650,23.0713,reverse
0.640,23.0746,reverse
0.630,23.0780,reverse
0.620,23.0813,reverse
0.610,23.0847,reverse
0.600,23.0880,reverse
0.590,23.0914,reverse
0.580,23.0947,reverse
0.570,23.0981,reverse
0.560,23.1014,reverse
0.550,23.1047,reverse
0.540,23.1081,reverse
0.530,23.1114,reverse
0.520,23.1147,reverse
0.510,23.1181,reverse
0.500,23.1214,reverse
0.490,23.1247,reverse
0.480,23.1281,reverse
