direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1190,23.379,84.17,22.018,0.990,22.241,1.617,2985
forward,1000,1.1090,23.146,84.07,21.578,0.980,22.019,1.633,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-28.3088,reverse
1.140,-16.5829,reverse
1.130,-7.5355,reverse
1.120,-0.5545,reverse
1.110,4.8321,reverse
1.100,8.9887,reverse
1.090,12.1964,reverse
1.080,14.6719,reverse
1.070,16.5825,reverse
1.060,18.0574,reverse
1.050,19.1960,reverse
1.040,20.0752,reverse
1.030,20.7543,reverse
1.020,21.2790,reverse
1.010,21.6845,reverse
1.000,21.9982,reverse
0.990,22.2409,reverse
0.980,22.4290,reverse
0.970,22.5748,reverse
0.960,22.6881,reverse
0.950,22.7763,reverse
0.940,22.8450,reverse
0.930,22.8989,reverse
0.920,22.9412,reverse
0.910,22.9745,reverse
0.900,23.0011,reverse
0.890,23.0223,reverse
0.880,23.0394,reverse
0.870,23.0534,reverse
0.860,23.0650,reverse
0.850,23.0746,reverse
0.840,23.0828,reverse
0.830,23.0900,reverse
0.820,23.0962,reverse
0.810,23.1018,reverse
0.800,23.1068,reverse
0.790,23.1115,reverse
0.780,23.1159,reverse
0.770,23.1200,reverse
0.760,23.1240,reverse
0.750,23.1278,reverse
0.740,23.1315,reverse
0.730,23.1351,reverse
0.720,23.1386,reverse
0.710,23.1421,reverse
0.700,23.1456,reverse
0.690,23.1490,reverse
0.680,23.1524,reverse
0.670,23.1558,reverse
0.660,23.1592,reverse
0.650,23.1626,reverse
0.640,23.1659,reverse
0.630,23.1693,reverse
0.620,23.1726,reverse
0.610,23.1760,reverse
0.600,23.1793,reverse
0.590,23.1827,reverse
0.580,23.1860,reverse
0.570,23.1893,reverse
0.560,23.1927,reverse
0.550,23.1960,reverse
0.540,23.1994,reverse
0.530,23.2027,reverse
0.520,23.2060,reverse
0.510,23.2094,reverse
0.500,23.2127,reverse
0.490,23.2160,reverse
0.480,23.2194,reverse
0.470,23.2227,reverse
0.460,23.2260,reverse
0.450,23.2294,reverse
0.440,23.2327,reverse
0.430,23.2360,reverse
0.420,23.2394,reverse
0.410,23.2427,reverse
0.400,23.2460,reverse
0.390,23.2494,reverse
0.380,23.2527,reverse
0.370,23.2560,reverse
0.360,23.2594,reverse
0.350,23.2627,reverse
0.340,23.2660,reverse
0.330,23.2694,reverse
0.320,23.2727,reverse
0.310,23.2760,reverse
0.300,23.2794,reverse
0.290,23.2827,reverse
0.280,23.2860,reverse
0.270,23.2894,reverse
0.260,23.2927,reverse
0.250,23.2960,reverse
0.240,23.2994,reverse
0.230,23.3027,reverse
0.220,23.3060,reverse
0.210,23.3094,reverse
0.200,23.3127,reverse
0.190,23.3160,reverse
0.180,23.3194,reverse
0.170,23.3227,reverse
0.160,23.3260,reverse
0.150,23.3294,reverse
0.140,23.3327,reverse
0.130,23.3360,reverse
0.120,23.3394,reverse
0.110,23.3427,reverse
