## Header ##
[General info]
User	FDN
Device	AI22-1C
Cell area (cm2)	0.09
Test	Stability (JV)
Date	2025-11-19
Time	21:19:37
Note	SMU 1C

[JV Settings]
Vmin (V)	-0.100
Vmax (V)	1.500
Voltage Step (mV)	20.000
Scan Rate (mV/s)	200.000
Auto-detect Voc	Yes
Scan direction	FW then RV
Voltage Range (V)	10 V
Current Range (V)	L
Inverted	No
Auto-range	On

[Cell Settings]
Tipology	Cell
Cell Area (cm2)	0.09
#Cells	1.00
W cell area (cm2)	1.00
#W cells	1.00

## Data ##
Scan	Voc	Jsc	V_MPP	J_MPP	P_MPP	Rs	R//	FF	Eff
	V	mA/cm²	V	mA/cm²	mW/cm²	Ohm	Ohm	%	%
FW	0.454486	17.537222	0.246487	10.006950	2.466588	2.26E+2	4.85E+2	30.95	2.47
RV	0.455745	17.105120	0.248360	9.562484	2.374941	2.27E+2	4.41E+2	30.47	2.37
									
V_FW (V)	J_FW (mA/cm²)	V_RV (V)	J_RV (mA/cm²)						
-9.999975E-2	1.956534E+1	4.599986E-1	-2.094521E-1						
-7.999912E-2	1.918662E+1	4.399986E-1	7.737768E-1						
-6.000078E-2	1.881753E+1	4.200002E-1	1.750471E+0						
-4.000114E-2	1.842416E+1	4.000003E-1	2.725695E+0						
-1.999985E-2	1.799603E+1	3.799990E-1	3.693030E+0						
4.523402E-7	1.753721E+1	3.599990E-1	4.663200E+0						
2.000174E-2	1.707722E+1	3.399990E-1	5.620074E+0						
3.999909E-2	1.661364E+1	3.200007E-1	6.540141E+0						
5.999972E-2	1.607753E+1	3.000004E-1	7.419928E+0						
8.000035E-2	1.552974E+1	2.799994E-1	8.288025E+0						
1.000010E-1	1.498951E+1	2.599991E-1	9.107671E+0						
1.200010E-1	1.439302E+1	2.399988E-1	9.877280E+0						
1.399996E-1	1.374320E+1	2.200008E-1	1.059020E+1						
1.599999E-1	1.310853E+1	1.999999E-1	1.127873E+1						
1.799996E-1	1.247733E+1	1.799999E-1	1.194670E+1						
2.000002E-1	1.177504E+1	1.599993E-1	1.260130E+1						
2.200012E-1	1.102247E+1	1.399990E-1	1.321483E+1						
2.399985E-1	1.026497E+1	1.200003E-1	1.382035E+1						
2.599995E-1	9.443285E+0	1.000007E-1	1.438385E+1						
2.799998E-1	8.557265E+0	7.999969E-2	1.493798E+1						
3.000004E-1	7.638018E+0	6.000005E-2	1.547747E+1						
3.200014E-1	6.699349E+0	3.999909E-2	1.604620E+1						
3.399990E-1	5.737798E+0	2.000043E-2	1.658639E+1						
3.599997E-1	4.734930E+0	1.241274E-7	1.710518E+1						
3.800003E-1	3.720377E+0	-2.000051E-2	1.759424E+1						
4.000009E-1	2.710431E+0	-4.000048E-2	1.810393E+1						
4.200009E-1	1.707215E+0	-6.000144E-2	1.856799E+1						
4.399986E-1	7.040604E-1	-7.999846E-2	1.897521E+1						
4.599986E-1	-2.645889E-1	-1.000001E-1	1.932869E+1						
