direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1179,23.009,84.15,21.645,0.990,21.864,1.604,3030
forward,1000,1.1079,22.779,84.05,21.212,0.980,21.645,1.620,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-29.0910,reverse
1.140,-17.2711,reverse
1.130,-8.1511,reverse
1.120,-1.1142,reverse
1.110,4.3156,reverse
1.100,8.5056,reverse
1.090,11.7389,reverse
1.080,14.2343,reverse
1.070,16.1602,reverse
1.060,17.6468,reverse
1.050,18.7946,reverse
1.040,19.6808,reverse
1.030,20.3653,reverse
1.020,20.8942,reverse
1.010,21.3030,reverse
1.000,21.6191,reverse
0.990,21.8638,reverse
0.980,22.0533,reverse
0.970,22.2003,reverse
0.960,22.3145,reverse
0.950,22.4033,reverse
0.940,22.4726,reverse
0.930,22.5269,reverse
0.920,22.5695,reverse
0.910,22.6031,reverse
0.900,22.6298,reverse
0.890,22.6512,reverse
0.880,22.6684,reverse
0.870,22.6825,reverse
0.860,22.6941,reverse
0.850,22.7038,reverse
0.840,22.7121,reverse
0.830,22.7192,reverse
0.820,22.7255,reverse
0.810,22.7311,reverse
0.800,22.7362,reverse
0.790,22.7408,reverse
0.780,22.7452,reverse
0.770,22.7493,reverse
0.760,22.7533,reverse
0.750,22.7571,reverse
0.740,22.7608,reverse
0.730,22.7644,reverse
0.720,22.7680,reverse
0.710,22.7715,reverse
0.700,22.7749,reverse
0.690,22.7784,reverse
0.680,22.7818,reverse
0.670,22.7852,reverse
0.660,22.7886,reverse
0.650,22.7919,reverse
0.640,22.7953,reverse
0.630,22.7986,reverse
0.620,22.8020,reverse
0.610,22.8053,reverse
0.600,22.8087,reverse
0.590,22.8120,reverse
0.580,22.8154,reverse
0.570,22.8187,reverse
0.560,22.8220,reverse
0.550,22.8254,reverse
0.540,22.8287,reverse
0.530,22.8320,reverse
0.520,22.8354,reverse
0.510,22.8387,reverse
0.500,22.8420,reverse
0.490,22.8454,reverse
0.480,22.8487,reverse
0.470,22.8520,reverse
0.460,22.8554,reverse
0.450,22.8587,reverse
0.440,22.8620,reverse
0.430,22.8654,reverse
0.420,22.8687,reverse
0.410,22.8720,reverse
0.400,22.8754,reverse
0.390,22.8787,reverse
0.380,22.8820,reverse
0.370,22.8854,reverse
0.360,22.8887,reverse
0.350,22.8920,reverse
0.340,22.8954,reverse
0.330,22.8987,reverse
0.320,22.9020,reverse
0.310,22.9054,reverse
0.300,22.9087,reverse
0.290,22.9120,reverse
0.280,22.9154,reverse
0.270,22.9187,reverse
0.260,22.9220,reverse
0.250,22.9254,reverse
0.240,22.9287,reverse
0.230,22.9320,reverse
0.220,22.9354,reverse
0.210,22.9387,reverse
0.200,22.9420,reverse
0.190,22.9454,reverse
0.180,22.9487,reverse
0.170,22.9520,reverse
0.160,22.9554,reverse
0.150,22.9587,reverse
0.140,22.9620,reverse
0.130,22.9654,reverse
0.120,22.9687,reverse
0.110,22.9720,reverse
0.100,22.9754,reverse
0.090,22.9787,reverse
0.080,22.9820,reverse
0.070,22.9854,reverse
0.060,22.9887,reverse
0.050,22.9920,reverse
0.040,22.9954,reverse
0.030,22.9987,reverse
0.020,23.0020,reverse
0.010,23.0054,reverse
-0.000,23.0087,reverse
-0.010,23.0120,reverse
-0.020,23.0154,reverse
-0.030,23.0187,reverse
-0.040,23.0220,reverse
