direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1177,22.917,84.14,21.553,0.990,21.770,1.601,2985
forward,1000,1.1077,22.688,84.05,21.122,0.980,21.553,1.617,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-29.2860,reverse
1.140,-17.4425,reverse
1.130,-8.3043,reverse
1.120,-1.2533,reverse
1.110,4.1874,reverse
1.100,8.3857,reverse
1.090,11.6255,reverse
1.080,14.1258,reverse
1.070,16.0555,reverse
1.060,17.5452,reverse
1.050,18.6952,reverse
1.040,19.5832,reverse
1.030,20.2690,reverse
1.020,20.7990,reverse
1.010,21.2086,reverse
1.000,21.5253,reverse
0.990,21.7705,reverse
0.980,21.9604,reverse
0.970,22.1077,reverse
0.960,22.2221,reverse
0.950,22.3111,reverse
0.940,22.3805,reverse
0.930,22.4348,reverse
0.920,22.4775,reverse
0.910,22.5112,reverse
0.900,22.5380,reverse
0.890,22.5594,reverse
0.880,22.5766,reverse
0.870,22.5907,reverse
0.860,22.6024,reverse
0.850,22.6121,reverse
0.840,22.6204,reverse
0.830,22.6275,reverse
0.820,22.6338,reverse
0.810,22.6394,reverse
0.800,22.6445,reverse
0.790,22.6491,reverse
0.780,22.6535,reverse
0.770,22.6577,reverse
0.760,22.6616,reverse
0.750,22.6654,reverse
0.740,22.6691,reverse
0.730,22.6727,reverse
0.720,22.6763,reverse
0.710,22.6798,reverse
0.700,22.6833,reverse
0.690,22.6867,reverse
0.680,22.6901,reverse
0.670,22.6935,reverse
0.660,22.6969,reverse
0.650,22.7002,reverse
0.640,22.7036,reverse
0.630,22.7070,reverse
0.620,22.7103,reverse
0.610,22.7137,reverse
0.600,22.7170,reverse
0.590,22.7203,reverse
0.580,22.7237,reverse
0.570,22.7270,reverse
0.560,22.7304,reverse
0.550,22.7337,reverse
0.540,22.7370,reverse
0.530,22.7404,reverse
0.520,22.7437,reverse
0.510,22.7470,reverse
0.500,22.7504,reverse
0.490,22.7537,reverse
0.480,22.7570,reverse
0.470,22.7604,reverse
0.460,22.7637,reverse
0.450,22.7670,reverse
0.440,22.7704,reverse
0.430,22.7737,reverse
0.420,22.7770,reverse
0.410,22.7804,reverse
0.400,22.7837,reverse
0.390,22.7870,reverse
0.380,22.7904,reverse
0.370,22.7937,reverse
0.360,22.7970,reverse
0.350,22.8004,reverse
0.340,22.8037,reverse
0.330,22.8070,reverse
0.320,22.8104,reverse
0.310,22.8137,reverse
0.300,22.8170,reverse
0.290,22.8204,reverse
0.280,22.8237,reverse
0.270,22.8270,reverse
0.260,22.8304,reverse
0.250,22.8337,reverse
0.240,22.8370,reverse
0.230,22.8404,reverse
0.220,22.8437,reverse
0.210,22.8470,reverse
0.200,22.8504,reverse
0.190,22.8537,reverse
0.180,22.8570,reverse
0.170,22.8604,reverse
0.160,22.8637,reverse
0.150,22.8670,reverse
0.140,22.8704,reverse
0.130,22.8737,reverse
0.120,22.8770,reverse
0.110,22.8804,reverse
0.100,22.8837,reverse
0.090,22.8870,reverse
0.080,22.8904,reverse
0.070,22.8937,reverse
0.060,22.8970,reverse
0.050,22.9004,reverse
0.040,22.9037,reverse
0.030,22.9070,reverse
0.020,22.9104,reverse
0.010,22.9137,reverse
-0.000,22.9170,reverse
-0.010,22.9204,reverse
-0.020,22.9237,reverse
-0.030,22.9270,reverse
-0.040,22.9304,reverse
-0.050,22.9337,reverse
-0.060,22.9370,reverse
-0.070,22.9404,reverse
-0.080,22.9437,reverse
-0.090,22.9470,reverse
-0.100,22.9504,reverse
-0.100,22.7212,forward
-0.090,22.7179,forward
-0.080,22.7145,forward
-0.070,22.7112,forward
-0.060,22.7079,forward
-0.050,22.7045,forward
-0.040,22.7012,forward
-0.030,22.6979,forward
-0.020,22.6945,forward
-0.010,22.6912,forward
-0.000,22.6879,forward
0.010,22.6845,forward
0.020,22.6812,forward
0.030,22.6779,forward
0.040,22.6745,forward
0.050,22.6712,forward
0.060,22.6679,forward
0.070,22.6645,forward
0.080,22.6612,forward
0.090,22.6579,forward
0.100,22.6545,forward
0.110,22.6512,forward
0.120,22.6479,forward
0.130,22.6445,forward
0.140,22.6412,forward
0.150,22.6379,forward
0.160,22.6345,forward
0.170,22.6312,forward
0.180,22.6279,forward
0.190,22.6245,forward
0.200,22.6212,forward
0.210,22.6179,forward
0.220,22.6145,forward
0.230,22.6112,forward
0.240,22.6079,forward
0.250,22.6045,forward
0.260,22.6012,forward
0.270,22.5979,forward
0.280,22.5945,forward
0.290,22.5912,forward
0.300,22.5879,forward
0.310,22.5845,forward
0.320,22.5812,forward
0.330,22.5779,forward
0.340,22.5745,forward
0.350,22.5712,forward
0.360,22.5679,forward
0.370,22.5645,forward
0.380,22.5612,forward
0.390,22.5579,forward
0.400,22.5545,forward
0.410,22.5512,forward
0.420,22.5479,forward
0.430,22.5445,forward
0.440,22.5412,forward
0.450,22.5379,forward
0.460,22.5345,forward
0.470,22.5312,forward
0.480,22.5279,forward
0.490,22.5245,forward
0.500,22.5212,forward
0.510,22.5179,forward
0.520,22.5145,forward
0.530,22.5112,forward
0.540,22.5079,forward
0.550,22.5045,forward
0.560,22.5012,forward
0.570,22.4978,forward
0.580,22.4945,forward
0.590,22.4912,forward
0.600,22.4878,forward
0.610,22.4845,forward
0.620,22.4811,forward
0.630,22.4778,forward
0.640,22.4744,forward
0.650,22.4710,forward
0.660,22.4677,forward
0.670,22.4643,forward
0.680,22.4609,forward
0.690,22.4574,forward
0.700,22.4540,forward
0.710,22.4505,forward
0.720,22.4469,forward
0.730,22.4433,forward
0.740,22.4396,forward
0.750,22.4358,forward
0.760,22.4318,forward
0.770,22.4277,forward
0.780,22.4234,forward
0.790,22.4187,forward
0.800,22.4136,forward
0.810,22.4080,forward
0.820,22.4018,forward
0.830,22.3947,forward
0.840,22.3865,forward
0.850,22.3768,forward
0.860,22.3652,forward
0.870,22.3513,forward
0.880,22.3341,forward
0.890,22.3129,forward
0.900,22.2864,forward
0.910,22.2530,forward
0.920,22.2107,forward
0.930,22.1569,forward
0.940,22.0881,forward
0.950,22.0000,forward
0.960,21.8867,forward
0.970,21.7409,forward
0.980,21.5528,forward
0.990,21.3101,forward
1.000,20.9965,forward
1.010,20.5909,forward
1.020,20.0663,forward
1.030,19.3872,forward
1.040,18.5081,forward
1.050,17.3695,forward
1.060,15.8948,forward
1.070,13.9842,forward
1.080,11.5089,forward
1.090,8.3015,forward
1.100,4.1451,forward
1.110,-1.2412,forward
1.120,-8.2217,forward
1.130,-17.2685,forward
1.140,-28.9936,forward
1.150,-44.1903,forward
