voltage (V),current_density (mA/cm^2),direction
1.150,-29.3741,reverse
1.140,-17.5199,reverse
1.130,-8.3735,reverse
1.120,-1.3161,reverse
1.110,4.1295,reverse
1.100,8.3316,reverse
1.090,11.5743,reverse
1.080,14.0768,reverse
1.070,16.0084,reverse
1.060,17.4993,reverse
1.050,18.6504,reverse
1.040,19.5392,reverse
1.030,20.2256,reverse
1.020,20.7560,reverse
1.010,21.1660,reverse
1.000,21.4831,reverse
0.990,21.7284,reverse
0.980,21.9185,reverse
0.970,22.0659,reverse
0.960,22.1804,reverse
0.950,22.2695,reverse
0.940,22.3390,reverse
0.930,22.3934,reverse
0.920,22.4361,reverse
0.910,22.4698,reverse
0.900,22.4966,reverse
0.890,22.5180,reverse
0.880,22.5353,reverse
0.870,22.5494,reverse
0.860,22.5610,reverse
0.850,22.5707,reverse
0.840,22.5790,reverse
0.830,22.5862,reverse
0.820,22.5924,reverse
0.810,22.5981,reverse
0.800,22.6031,reverse
0.790,22.6078,reverse
0.780,22.6122,reverse
0.770,22.6163,reverse
0.760,22.6203,reverse
0.750,22.6241,reverse
0.740,22.6278,reverse
0.730,22.6314,reverse
0.720,22.6350,reverse
0.710,22.6385,reverse
0.700,22.6419,reverse
0.690,22.6454,reverse
0.680,22.6488,reverse
0.670,22.6522,reverse
0.660,22.6556,reverse
0.650,22.6589,reverse
0.640,22.6623,reverse
0.630,22.6656,reverse
0.620,22.6690,reverse
0.610,22.6723,reverse
0.600,22.6757,reverse
0.590,22.6790,reverse
0.580,22.6824,reverse
0.570,22.6857,reverse
0.560,22.6890,reverse
0.550,22.6924,reverse
0.540,22.6957,reverse
0.530,22.6990,reverse
0.520,22.7024,reverse
0.510,22.7057,reverse
0.500,22.7090,reverse
0.490,22.7124,reverse
0.480,22.7157,reverse
0.470,22.7190,reverse
0.460,22.7224,reverse
0.450,22.7257,reverse
0.440,22.7290,reverse
0.430,22.7324,reverse
0.420,22.7357,reverse
0.410,22.7390,reverse
0.400,22.7424,reverse
0.390,22.7457,reverse
0.380,22.7490,reverse
0.370,22.7524,reverse
0.360,22.7557,reverse
0.350,22.7590,reverse
0.340,22.7624,reverse
0.330,22.7657,reverse
0.320,22.7690,reverse
0.310,22.7724,reverse
0.300,22.7757,reverse
0.290,22.7790,reverse
0.280,22.7824,reverse
0.270,22.7857,reverse
0.260,22.7890,reverse
0.250,22.7924,reverse
0.240,22.7957,reverse
0.230,22.7990,reverse
0.220,22.8024,reverse
0.210,22.8057,reverse
0.200,22.8090,reverse
0.190,22.8124,reverse
0.180,22.8157,reverse
0.170,22.8190,reverse
0.160,22.8224,reverse
