time (h),temperature (°C),irradiance (W/m^2),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
0.0000,23.45,605.7,55.9,0.9437,12.775,12.056
0.1667,24.74,635.8,55.4,0.9388,13.456,12.633
0.3333,25.11,661.5,55.0,0.9365,14.051,13.158
0.5000,28.75,761.7,48.9,0.9342,16.188,15.123
0.6667,27.62,723.2,51.3,0.9365,15.471,14.488
0.8333,29.66,798.6,48.6,0.9326,16.950,15.808
1.0000,28.56,750.9,49.8,0.9336,15.931,14.874
1.1667,31.43,836.2,45.9,0.9339,17.670,16.502
1.3333,30.24,793.6,46.8,0.9313,16.816,15.661
1.5000,31.24,833.7,43.4,0.9316,17.627,16.421
1.6667,32.02,840.7,43.7,0.9319,17.732,16.525
1.8333,34.13,905.3,41.2,0.9291,18.973,17.628
2.0000,33.87,898.0,44.2,0.9277,18.811,17.451
2.1667,33.31,886.8,43.0,0.9274,18.578,17.229
2.3333,33.94,908.9,40.4,0.9317,19.025,17.725
2.5000,34.39,920.4,41.9,0.9316,19.305,17.984
2.6667,34.05,880.1,41.4,0.9282,18.474,17.147
2.8333,34.07,859.7,41.2,0.9231,18.155,16.758
3.0000,35.35,921.9,38.7,0.9224,19.431,17.924
3.1667,34.66,881.8,39.8,0.9259,18.464,17.096
3.3333,35.96,933.4,38.5,0.9203,19.691,18.122
3.5000,35.62,913.5,39.0,0.9254,19.061,17.638
3.6667,34.93,888.6,39.8,0.9267,18.567,17.207
3.8333,34.29,836.4,42.4,0.9264,17.439,16.155
4.0000,34.79,874.9,40.0,0.9261,18.372,17.014
4.1667,34.50,832.2,40.8,0.9248,17.458,16.145
4.3333,33.49,819.6,42.5,0.9237,17.306,15.986
4.5000,34.08,813.3,39.8,0.9245,17.126,15.833
4.6667,33.10,761.9,40.9,0.9321,15.829,14.755
4.8333,32.41,727.5,45.1,0.9216,15.291,14.092
5.0000,33.29,766.0,43.8,0.9211,16.070,14.801
5.1667,31.26,689.4,45.4,0.9248,14.398,13.316
5.3333,30.45,661.5,46.7,0.9245,13.825,12.781
5.5000,30.37,667.2,47.7,0.9244,13.960,12.904
5.6667,29.49,626.8,49.1,0.9280,13.123,12.178
5.8333,29.13,601.4,48.6,0.9247,12.670,11.716
6.0000,27.34,534.5,52.1,0.9302,11.179,10.399
6.1667,27.38,531.1,50.1,0.9268,11.245,10.422
6.3333,25.79,466.7,52.2,0.9280,9.881,9.169
6.5000,24.65,432.0,54.1,0.9226,9.246,8.530
6.6667,23.58,397.9,57.5,0.9269,8.462,7.843
6.8333,23.32,376.6,58.3,0.9245,8.008,7.403
7.0000,21.27,333.0,60.3,0.9263,7.119,6.594
7.1667,21.27,280.4,61.8,0.9211,6.068,5.589
7.3333,19.85,259.0,62.8,0.9212,5.606,5.164
7.5000,18.96,211.7,64.4,0.9154,4.612,4.222
7.6667,18.21,186.2,64.0,0.9152,4.044,3.701
7.8333,16.99,151.3,65.0,0.9125,3.286,2.999
8.0000,15.61,114.4,69.3,0.9091,2.515,2.287
8.1667,15.17,88.1,71.1,0.8980,1.980,1.778
8.3333,14.04,62.5,71.6,0.8965,1.408,1.262
8.5000,13.79,33.8,70.6,0.8813,0.762,0.672
8.6667,12.66,11.7,75.7,0.8530,0.276,0.236
8.8333,12.36,0.0,73.6,0.0000,0.000,0.000
9.0000,12.13,0.0,72.5,0.0000,0.000,0.000
9.1667,11.66,0.0,75.9,0.0000,0.000,0.000
9.3333,11.50,0.0,74.7,0.0000,0.000,0.000
9.5000,11.32,0.0,74.8,0.0000,0.000,0.000
9.6667,11.15,0.0,76.0,0.0000,0.000,0.000
9.8333,10.92,0.0,75.1,0.0000,0.000,0.000
10.0000,10.61,0.0,75.3,0.0000,0.000,0.000
10.1667,10.52,0.0,74.1,0.0000,0.000,0.000
10.3333,10.15,0.0,78.0,0.0000,0.000,0.000
10.5000,10.35,0.0,78.7,0.0000,0.000,0.000
10.6667,9.35,0.0,77.0,0.0000,0.000,0.000
10.8333,9.03,0.0,79.9,0.0000,0.000,0.000
11.0000,9.64,0.0,77.4,0.0000,0.000,0.000
11.1667,9.67,0.0,77.8,0.0000,0.000,0.000
11.3333,8.37,0.0,81.7,0.0000,0.000,0.000
11.5000,8.46,0.0,80.3,0.0000,0.000,0.000
11.6667,8.22,0.0,78.3,0.0000,0.000,0.000
