direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1178,22.973,84.15,21.609,0.990,21.827,1.603,2985
forward,1000,1.1078,22.743,84.05,21.177,0.980,21.609,1.619,3030

voltage (V),current_density (mA/cm^2),direction
1.150,-29.1674,reverse
1.140,-17.3383,reverse
1.130,-8.2112,reverse
1.120,-1.1687,reverse
1.110,4.2653,reverse
1.100,8.4585,reverse
1.090,11.6944,reverse
1.080,14.1917,reverse
1.070,16.1191,reverse
1.060,17.6069,reverse
1.050,18.7556,reverse
1.040,19.6425,reverse
1.030,20.3275,reverse
1.020,20.8568,reverse
1.010,21.2659,reverse
1.000,21.5823,reverse
0.990,21.8272,reverse
0.980,22.0169,reverse
0.970,22.1640,reverse
0.960,22.2782,reverse
0.950,22.3671,reverse
0.940,22.4365,reverse
0.930,22.4907,reverse
0.920,22.5334,reverse
0.910,22.5670,reverse
0.900,22.5938,reverse
0.890,22.6151,reverse
0.880,22.6324,reverse
0.870,22.6465,reverse
0.860,22.6581,reverse
0.850,22.6678,reverse
0.840,22.6761,reverse
0.830,22.6832,reverse
0.820,22.6895,reverse
0.810,22.6951,reverse
0.800,22.7002,reverse
0.790,22.7049,reverse
0.780,22.7092,reverse
0.770,22.7134,reverse
0.760,22.7173,reverse
0.750,22.7211,reverse
0.740,22.7248,reverse
0.730,22.7284,reverse
0.720,22.7320,reverse
0.710,22.7355,reverse
0.700,22.7390,reverse
0.690,22.7424,reverse
0.680,22.7458,reverse
0.670,22.7492,reverse
0.660,22.7526,reverse
0.650,22.7560,reverse
0.640,22.7593,reverse
0.630,22.7627,reverse
0.620,22.7660,reverse
0.610,22.7694,reverse
0.600,22.7727,reverse
0.590,22.7760,reverse
0.580,22.7794,reverse
0.570,22.7827,reverse
0.560,22.7861,reverse
0.550,22.7894,reverse
0.540,22.7927,reverse
0.530,22.7961,reverse
0.520,22.7994,reverse
0.510,22.8027,reverse
0.500,22.8061,reverse
0.490,22.8094,reverse
