direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1152,22.005,84.08,20.633,0.990,20.842,1.569,3030
forward,1000,1.1052,21.785,83.98,20.221,0.980,20.634,1.585,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-31.2606,reverse
1.140,-19.1742,reverse
1.130,-9.8487,reverse
1.120,-2.6532,reverse
1.110,2.8990,reverse
1.100,7.1833,reverse
1.090,10.4895,reverse
1.080,13.0410,reverse
1.070,15.0103,reverse
1.060,16.5304,reverse
1.050,17.7039,reverse
1.040,18.6101,reverse
1.030,19.3100,reverse
1.020,19.8507,reverse
1.010,20.2686,reverse
1.000,20.5918,reverse
0.990,20.8419,reverse
0.980,21.0356,reverse
0.970,21.1859,reverse
0.960,21.3025,reverse
0.950,21.3933,reverse
0.940,21.4641,reverse
0.930,21.5195,reverse
0.920,21.5630,reverse
0.910,21.5973,reverse
0.900,21.6245,reverse
0.890,21.6463,reverse
0.880,21.6638,reverse
0.870,21.6781,reverse
0.860,21.6899,reverse
0.850,21.6998,reverse
0.840,21.7082,reverse
0.830,21.7154,reverse
0.820,21.7217,reverse
0.810,21.7274,reverse
0.800,21.7325,reverse
0.790,21.7372,reverse
0.780,21.7416,reverse
0.770,21.7458,reverse
0.760,21.7497,reverse
0.750,21.7536,reverse
0.740,21.7573,reverse
0.730,21.7609,reverse
0.720,21.7644,reverse
0.710,21.7680,reverse
0.700,21.7714,reverse
0.690,21.7749,reverse
0.680,21.7783,reverse
0.670,21.7817,reverse
0.660,21.7850,reverse
0.650,21.7884,reverse
0.640,21.7918,reverse
0.630,21.7951,reverse
0.620,21.7985,reverse
0.610,21.8018,reverse
0.600,21.8052,reverse
0.590,21.8085,reverse
0.580,21.8118,reverse
0.570,21.8152,reverse
0.560,21.8185,reverse
0.550,21.8219,reverse
0.540,21.8252,reverse
0.530,21.8285,reverse
0.520,21.8319,reverse
0.510,21.8352,reverse
0.500,21.8385,reverse
0.490,21.8419,reverse
0.480,21.8452,reverse
0.470,21.8485,reverse
0.460,21.8519,reverse
0.450,21.8552,reverse
0.440,21.8585,reverse
0.430,21.8619,reverse
0.420,21.8652,reverse
0.410,21.8685,reverse
0.400,21.8719,reverse
0.390,21.8752,reverse
0.380,21.8785,reverse
0.370,21.8819,reverse
0.360,21.8852,reverse
0.350,21.8885,reverse
0.340,21.8919,reverse
0.330,21.8952,reverse
0.320,21.8985,reverse
0.310,21.9019,reverse
0.300,21.9052,reverse
0.290,21.9085,reverse
0.280,21.9119,reverse
0.270,21.9152,reverse
0.260,21.9185,reverse
0.250,21.9219,reverse
0.240,21.9252,reverse
0.230,21.9285,reverse
0.220,21.9319,reverse
0.210,21.9352,reverse
0.200,21.9385,reverse
0.190,21.9419,reverse
0.180,21.9452,reverse
0.170,21.9485,reverse
0.160,21.9519,reverse
0.150,21.9552,reverse
0.140,21.9585,reverse
0.130,21.9619,reverse
0.120,21.9652,reverse
0.110,21.9685,reverse
0.100,21.9719,reverse
0.090,21.9752,reverse
0.080,21.9785,reverse
0.070,21.9819,reverse
0.060,21.9852,reverse
0.050,21.9885,reverse
0.040,21.9919,reverse
0.030,21.9952,reverse
0.020,21.9985,reverse
0.010,22.0019,reverse
-0.000,22.0052,reverse
-0.010,22.0085,reverse
-0.020,22.0119,reverse
-0.030,22.0152,reverse
-0.040,22.0185,reverse
-0.050,22.0219,reverse
-0.060,22.0252,reverse
-0.070,22.0285,reverse
-0.080,22.0319,reverse
-0.090,22.0352,reverse
-0.100,22.0385,reverse
-0.100,21.8185,forward
-0.090,21.8151,forward
-0.080,21.8118,forward
-0.070,21.8085,forward
-0.060,21.8051,forward
-0.050,21.8018,forward
-0.040,21.7985,forward
-0.030,21.7951,forward
-0.020,21.7918,forward
-0.010,21.7885,forward
-0.000,21.7851,forward
0.010,21.7818,forward
0.020,21.7785,forward
0.030,21.7751,forward
0.040,21.7718,forward
0.050,21.7685,forward
0.060,21.7651,forward
0.070,21.7618,forward
0.080,21.7585,forward
0.090,21.7551,forward
0.100,21.7518,forward
0.110,21.7485,forward
0.120,21.7451,forward
0.130,21.7418,forward
0.140,21.7385,forward
0.150,21.7351,forward
0.160,21.7318,forward
0.170,21.7285,forward
0.180,21.7251,forward
0.190,21.7218,forward
0.200,21.7185,forward
0.210,21.7151,forward
0.220,21.7118,forward
0.230,21.7085,forward
0.240,21.7051,forward
0.250,21.7018,forward
0.260,21.6985,forward
0.270,21.6951,forward
0.280,21.6918,forward
0.290,21.6885,forward
0.300,21.6851,forward
0.310,21.6818,forward
0.320,21.6785,forward
0.330,21.6751,forward
0.340,21.6718,forward
0.350,21.6685,forward
0.360,21.6651,forward
0.370,21.6618,forward
0.380,21.6585,forward
0.390,21.6551,forward
0.400,21.6518,forward
0.410,21.6485,forward
0.420,21.6451,forward
0.430,21.6418,forward
0.440,21.6385,forward
0.450,21.6351,forward
0.460,21.6318,forward
0.470,21.6285,forward
0.480,21.6251,forward
0.490,21.6218,forward
0.500,21.6185,forward
0.510,21.6151,forward
0.520,21.6118,forward
0.530,21.6085,forward
0.540,21.6051,forward
0.550,21.6018,forward
0.560,21.5985,forward
0.570,21.5951,forward
0.580,21.5918,forward
0.590,21.5884,forward
0.600,21.5851,forward
0.610,21.5818,forward
0.620,21.5784,forward
0.630,21.5751,forward
0.640,21.5717,forward
0.650,21.5683,forward
0.660,21.5649,forward
0.670,21.5616,forward
0.680,21.5581,forward
0.690,21.5547,forward
0.700,21.5512,forward
0.710,21.5477,forward
0.720,21.5442,forward
0.730,21.5406,forward
0.740,21.5369,forward
0.750,21.5330,forward
0.760,21.5291,forward
0.770,21.5249,forward
0.780,21.5205,forward
0.790,21.5158,forward
0.800,21.5107,forward
0.810,21.5051,forward
0.820,21.4988,forward
0.830,21.4916,forward
0.840,21.4833,forward
0.850,21.4735,forward
0.860,21.4618,forward
0.870,21.4476,forward
0.880,21.4302,forward
0.890,21.4086,forward
0.900,21.3816,forward
0.910,21.3476,forward
0.920,21.3045,forward
0.930,21.2497,forward
0.940,21.1795,forward
0.950,21.0896,forward
0.960,20.9741,forward
0.970,20.8254,forward
0.980,20.6335,forward
0.990,20.3859,forward
1.000,20.0659,forward
1.010,19.6521,forward
1.020,19.1168,forward
1.030,18.4238,forward
1.040,17.5267,forward
1.050,16.3649,forward
1.060,14.8600,forward
1.070,12.9103,forward
1.080,10.3843,forward
1.090,7.1112,forward
1.100,2.8696,forward
1.110,-2.6271,forward
1.120,-9.7506,forward
1.130,-18.9829,forward
1.140,-30.9485,forward
1.150,-46.4567,forward
