direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1181,23.064,84.15,21.701,0.990,21.921,1.606,2985
forward,1000,1.1081,22.834,84.05,21.267,0.980,21.701,1.622,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-28.9729,reverse
1.140,-17.1672,reverse
1.130,-8.0583,reverse
1.120,-1.0298,reverse
1.110,4.3934,reverse
1.100,8.5783,reverse
1.090,11.8078,reverse
1.080,14.3001,reverse
1.070,16.2237,reverse
1.060,17.7086,reverse
1.050,18.8549,reverse
1.040,19.7401,reverse
1.030,20.4238,reverse
1.020,20.9520,reverse
1.010,21.3603,reverse
1.000,21.6761,reverse
0.990,21.9205,reverse
0.980,22.1098,reverse
0.970,22.2566,reverse
0.960,22.3706,reverse
0.950,22.4593,reverse
0.940,22.5286,reverse
0.930,22.5827,reverse
0.920,22.6253,reverse
0.910,22.6589,reverse
0.900,22.6856,reverse
0.890,22.7069,reverse
0.880,22.7241,reverse
0.870,22.7382,reverse
0.860,22.7498,reverse
0.850,22.7595,reverse
0.840,22.7678,reverse
0.830,22.7749,reverse
0.820,22.7812,reverse
0.810,22.7867,reverse
0.800,22.7918,reverse
0.790,22.7965,reverse
0.780,22.8009,reverse
0.770,22.8050,reverse
0.760,22.8090,reverse
0.750,22.8128,reverse
0.740,22.8165,reverse
0.730,22.8201,reverse
0.720,22.8236,reverse
0.710,22.8271,reverse
0.700,22.8306,reverse
0.690,22.8340,reverse
0.680,22.8375,reverse
0.670,22.8408,reverse
0.660,22.8442,reverse
0.650,22.8476,reverse
0.640,22.8510,reverse
0.630,22.8543,reverse
0.620,22.8577,reverse
0.610,22.8610,reverse
0.600,22.8643,reverse
0.590,22.8677,reverse
0.580,22.8710,reverse
0.570,22.8744,reverse
0.560,22.8777,reverse
0.550,22.8810,reverse
0.540,22.8844,reverse
0.530,22.8877,reverse
0.520,22.8910,reverse
0.510,22.8944,reverse
0.500,22.8977,reverse
0.490,22.9010,reverse
0.480,22.9044,reverse
0.470,22.9077,reverse
0.460,22.9110,reverse
0.450,22.9144,reverse
0.440,22.9177,reverse
0.430,22.9210,reverse
0.420,22.9244,reverse
0.410,22.9277,reverse
0.400,22.9310,reverse
0.390,22.9344,reverse
0.380,22.9377,reverse
0.370,22.9410,reverse
0.360,22.9444,reverse
0.350,22.9477,reverse
0.340,22.9510,reverse
0.330,22.9544,reverse
0.320,22.9577,reverse
0.310,22.9610,reverse
0.300,22.9644,reverse
0.290,22.9677,reverse
0.280,22.9710,reverse
0.270,22.9744,reverse
0.260,22.9777,reverse
0.250,22.9810,reverse
0.240,22.9844,reverse
0.230,22.9877,reverse
0.220,22.9910,reverse
0.210,22.9944,reverse
0.200,22.9977,reverse
0.190,23.0010,reverse
0.180,23.0044,reverse
0.170,23.0077,reverse
0.160,23.0110,reverse
0.150,23.0144,reverse
0.140,23.0177,reverse
0.130,23.0210,reverse
0.120,23.0244,reverse
0.110,23.0277,reverse
0.100,23.0310,reverse
0.090,23.0344,reverse
0.080,23.0377,reverse
0.070,23.0410,reverse
0.060,23.0444,reverse
0.050,23.0477,reverse
0.040,23.0510,reverse
0.030,23.0544,reverse
0.020,23.0577,reverse
0.010,23.0610,reverse
-0.000,23.0644,reverse
-0.010,23.0677,reverse
-0.020,23.0710,reverse
-0.030,23.0744,reverse
-0.040,23.0777,reverse
-0.050,23.0810,reverse
-0.060,23.0844,reverse
-0.070,23.0877,reverse
-0.080,23.0910,reverse
-0.090,23.0944,reverse
-0.100,23.0977,reverse
-0.100,22.8671,forward
-0.090,22.8637,forward
-0.080,22.8604,forward
-0.070,22.8571,forward
-0.060,22.8537,forward
-0.050,22.8504,forward
-0.040,22.8471,forward
-0.030,22.8437,forward
-0.020,22.8404,forward
-0.010,22.8371,forward
-0.000,22.8337,forward
0.010,22.8304,forward
0.020,22.8271,forward
0.030,22.8237,forward
0.040,22.8204,forward
0.050,22.8171,forward
0.060,22.8137,forward
0.070,22.8104,forward
0.080,22.8071,forward
0.090,22.8037,forward
0.100,22.8004,forward
0.110,22.7971,forward
0.120,22.7937,forward
0.130,22.7904,forward
0.140,22.7871,forward
0.150,22.7837,forward
0.160,22.7804,forward
0.170,22.7771,forward
0.180,22.7737,forward
0.190,22.7704,forward
0.200,22.7671,forward
0.210,22.7637,forward
0.220,22.7604,forward
0.230,22.7571,forward
0.240,22.7537,forward
0.250,22.7504,forward
0.260,22.7471,forward
0.270,22.7437,forward
0.280,22.7404,forward
0.290,22.7371,forward
0.300,22.7337,forward
0.310,22.7304,forward
0.320,22.7271,forward
0.330,22.7237,forward
0.340,22.7204,forward
0.350,22.7171,forward
0.360,22.7137,forward
0.370,22.7104,forward
0.380,22.7071,forward
0.390,22.7037,forward
0.400,22.7004,forward
0.410,22.6971,forward
0.420,22.6937,forward
0.430,22.6904,forward
0.440,22.6871,forward
0.450,22.6837,forward
0.460,22.6804,forward
0.470,22.6771,forward
0.480,22.6737,forward
0.490,22.6704,forward
0.500,22.6671,forward
0.510,22.6637,forward
0.520,22.6604,forward
0.530,22.6571,forward
0.540,22.6537,forward
0.550,22.6504,forward
0.560,22.6471,forward
0.570,22.6437,forward
0.580,22.6404,forward
0.590,22.6370,forward
0.600,22.6337,forward
0.610,22.6303,forward
0.620,22.6270,forward
0.630,22.6236,forward
0.640,22.6203,forward
0.650,22.6169,forward
0.660,22.6135,forward
0.670,22.6101,forward
0.680,22.6067,forward
0.690,22.6033,forward
0.700,22.5998,forward
0.710,22.5963,forward
0.720,22.5928,forward
0.730,22.5892,forward
0.740,22.5855,forward
0.750,22.5817,forward
0.760,22.5777,forward
0.770,22.5736,forward
0.780,22.5692,forward
0.790,22.5646,forward
0.800,22.5595,forward
0.810,22.5539,forward
0.820,22.5477,forward
0.830,22.5406,forward
0.840,22.5324,forward
0.850,22.5228,forward
0.860,22.5112,forward
0.870,22.4973,forward
0.880,22.4802,forward
0.890,22.4590,forward
0.900,22.4326,forward
0.910,22.3993,forward
0.920,22.3571,forward
0.930,22.3035,forward
0.940,22.2349,forward
0.950,22.1470,forward
0.960,22.0341,forward
0.970,21.8887,forward
0.980,21.7013,forward
0.990,21.4593,forward
1.000,21.1467,forward
1.010,20.7424,forward
1.020,20.2194,forward
1.030,19.5425,forward
1.040,18.6662,forward
1.050,17.5313,forward
1.060,16.0612,forward
1.070,14.1568,forward
1.080,11.6894,forward
1.090,8.4922,forward
