direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1172,22.729,84.13,21.363,0.990,21.579,1.594,2985
forward,1000,1.1072,22.502,84.04,20.936,0.980,21.363,1.611,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-29.6881,reverse
1.140,-17.7957,reverse
1.130,-8.6198,reverse
1.120,-1.5397,reverse
1.110,3.9234,reverse
1.100,8.1390,reverse
1.090,11.3922,reverse
1.080,13.9028,reverse
1.070,15.8406,reverse
1.060,17.3363,reverse
1.050,18.4911,reverse
1.040,19.3827,reverse
1.030,20.0714,reverse
1.020,20.6035,reverse
1.010,21.0148,reverse
1.000,21.3329,reverse
0.990,21.5790,reverse
0.980,21.7697,reverse
0.970,21.9175,reverse
0.960,22.0324,reverse
0.950,22.1218,reverse
0.940,22.1915,reverse
0.930,22.2460,reverse
0.920,22.2888,reverse
0.910,22.3227,reverse
0.900,22.3495,reverse
0.890,22.3710,reverse
0.880,22.3883,reverse
0.870,22.4025,reverse
0.860,22.4141,reverse
0.850,22.4239,reverse
0.840,22.4322,reverse
0.830,22.4393,reverse
0.820,22.4456,reverse
0.810,22.4512,reverse
0.800,22.4563,reverse
0.790,22.4610,reverse
0.780,22.4654,reverse
0.770,22.4695,reverse
0.760,22.4735,reverse
0.750,22.4773,reverse
0.740,22.4810,reverse
0.730,22.4846,reverse
0.720,22.4882,reverse
0.710,22.4917,reverse
0.700,22.4951,reverse
0.690,22.4986,reverse
0.680,22.5020,reverse
0.670,22.5054,reverse
0.660,22.5088,reverse
0.650,22.5121,reverse
0.640,22.5155,reverse
0.630,22.5188,reverse
0.620,22.5222,reverse
0.610,22.5255,reverse
0.600,22.5289,reverse
0.590,22.5322,reverse
0.580,22.5356,reverse
0.570,22.5389,reverse
0.560,22.5422,reverse
0.550,22.5456,reverse
0.540,22.5489,reverse
0.530,22.5522,reverse
0.520,22.5556,reverse
0.510,22.5589,reverse
0.500,22.5622,reverse
0.490,22.5656,reverse
0.480,22.5689,reverse
0.470,22.5722,reverse
0.460,22.5756,reverse
0.450,22.5789,reverse
0.440,22.5822,reverse
0.430,22.5856,reverse
0.420,22.5889,reverse
0.410,22.5922,reverse
0.400,22.5956,reverse
0.390,22.5989,reverse
0.380,22.6023,reverse
0.370,22.6056,reverse
0.360,22.6089,reverse
0.350,22.6123,reverse
0.340,22.6156,reverse
0.330,22.6189,reverse
0.320,22.6223,reverse
0.310,22.6256,reverse
0.300,22.6289,reverse
0.290,22.6323,reverse
0.280,22.6356,reverse
0.270,22.6389,reverse
0.260,22.6423,reverse
0.250,22.6456,reverse
0.240,22.6489,reverse
0.230,22.6523,reverse
0.220,22.6556,reverse
0.210,22.6589,reverse
0.200,22.6623,reverse
0.190,22.6656,reverse
0.180,22.6689,reverse
0.170,22.6723,reverse
0.160,22.6756,reverse
0.150,22.6789,reverse
0.140,22.6823,reverse
0.130,22.6856,reverse
0.120,22.6889,reverse
0.110,22.6923,reverse
0.100,22.6956,reverse
0.090,22.6989,reverse
0.080,22.7023,reverse
0.070,22.7056,reverse
0.060,22.7089,reverse
0.050,22.7123,reverse
0.040,22.7156,reverse
