direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1173,22.787,84.14,21.422,0.990,21.638,1.597,2985
forward,1000,1.1073,22.559,84.04,20.994,0.980,21.422,1.613,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-29.5632,reverse
1.140,-17.6860,reverse
1.130,-8.5218,reverse
1.120,-1.4508,reverse
1.110,4.0053,reverse
1.100,8.2156,reverse
1.090,11.4646,reverse
1.080,13.9720,reverse
1.070,15.9072,reverse
1.060,17.4011,reverse
1.050,18.5543,reverse
1.040,19.4449,reverse
1.030,20.1327,reverse
1.020,20.6641,reverse
1.010,21.0749,reverse
1.000,21.3925,reverse
0.990,21.6384,reverse
0.980,21.8288,reverse
0.970,21.9765,reverse
0.960,22.0912,reverse
0.950,22.1804,reverse
0.940,22.2501,reverse
0.930,22.3045,reverse
0.920,22.3473,reverse
0.910,22.3811,reverse
0.900,22.4079,reverse
0.890,22.4294,reverse
0.880,22.4467,reverse
0.870,22.4608,reverse
0.860,22.4725,reverse
0.850,22.4822,reverse
0.840,22.4905,reverse
0.830,22.4977,reverse
0.820,22.5039,reverse
0.810,22.5095,reverse
0.800,22.5146,reverse
0.790,22.5193,reverse
0.780,22.5237,reverse
0.770,22.5278,reverse
0.760,22.5318,reverse
0.750,22.5356,reverse
0.740,22.5393,reverse
0.730,22.5429,reverse
0.720,22.5465,reverse
0.710,22.5500,reverse
0.700,22.5534,reverse
0.690,22.5569,reverse
0.680,22.5603,reverse
0.670,22.5637,reverse
0.660,22.5671,reverse
0.650,22.5704,reverse
0.640,22.5738,reverse
0.630,22.5771,reverse
0.620,22.5805,reverse
0.610,22.5838,reverse
0.600,22.5872,reverse
0.590,22.5905,reverse
0.580,22.5939,reverse
0.570,22.5972,reverse
0.560,22.6005,reverse
0.550,22.6039,reverse
0.540,22.6072,reverse
0.530,22.6105,reverse
0.520,22.6139,reverse
0.510,22.6172,reverse
0.500,22.6206,reverse
0.490,22.6239,reverse
0.480,22.6272,reverse
0.470,22.6306,reverse
0.460,22.6339,reverse
0.450,22.6372,reverse
0.440,22.6406,reverse
0.430,22.6439,reverse
0.420,22.6472,reverse
0.410,22.6506,reverse
0.400,22.6539,reverse
0.390,22.6572,reverse
0.380,22.6606,reverse
0.370,22.6639,reverse
0.360,22.6672,reverse
0.350,22.6706,reverse
0.340,22.6739,reverse
0.330,22.6772,reverse
0.320,22.6806,reverse
0.310,22.6839,reverse
0.300,22.6872,reverse
0.290,22.6906,reverse
0.280,22.6939,reverse
0.270,22.6972,reverse
0.260,22.7006,reverse
0.250,22.7039,reverse
0.240,22.7072,reverse
0.230,22.7106,reverse
0.220,22.7139,reverse
0.210,22.7172,reverse
0.200,22.7206,reverse
0.190,22.7239,reverse
0.180,22.7272,reverse
0.170,22.7306,reverse
0.160,22.7339,reverse
0.150,22.7372,reverse
0.140,22.7406,reverse
0.130,22.7439,reverse
0.120,22.7472,reverse
0.110,22.7506,reverse
0.100,22.7539,reverse
0.090,22.7572,reverse
0.080,22.7606,reverse
0.070,22.7639,reverse
0.060,22.7672,reverse
0.050,22.7706,reverse
0.040,22.7739,reverse
0.030,22.7772,reverse
0.020,22.7806,reverse
0.010,22.7839,reverse
-0.000,22.7872,reverse
-0.010,22.7906,reverse
-0.020,22.7939,reverse
-0.030,22.7972,reverse
-0.040,22.8006,reverse
-0.050,22.8039,reverse
-0.060,22.8072,reverse
-0.070,22.8106,reverse
-0.080,22.8139,reverse
-0.090,22.8172,reverse
-0.100,22.8206,reverse
-0.100,22.5927,forward
-0.090,22.5893,forward
-0.080,22.5860,forward
-0.070,22.5827,forward
-0.060,22.5793,forward
-0.050,22.5760,forward
-0.040,22.5727,forward
-0.030,22.5693,forward
-0.020,22.5660,forward
-0.010,22.5627,forward
-0.000,22.5593,forward
0.010,22.5560,forward
0.020,22.5527,forward
0.030,22.5493,forward
0.040,22.5460,forward
0.050,22.5427,forward
0.060,22.5393,forward
0.070,22.5360,forward
0.080,22.5327,forward
0.090,22.5293,forward
0.100,22.5260,forward
0.110,22.5227,forward
0.120,22.5193,forward
0.130,22.5160,forward
0.140,22.5127,forward
0.150,22.5093,forward
0.160,22.5060,forward
0.170,22.5027,forward
0.180,22.4993,forward
0.190,22.4960,forward
0.200,22.4927,forward
0.210,22.4893,forward
0.220,22.4860,forward
0.230,22.4827,forward
0.240,22.4793,forward
0.250,22.4760,forward
0.260,22.4727,forward
0.270,22.4693,forward
0.280,22.4660,forward
0.290,22.4627,forward
0.300,22.4593,forward
0.310,22.4560,forward
0.320,22.4527,forward
0.330,22.4493,forward
0.340,22.4460,forward
0.350,22.4427,forward
0.360,22.4393,forward
0.370,22.4360,forward
0.380,22.4327,forward
0.390,22.4293,forward
0.400,22.4260,forward
0.410,22.4227,forward
0.420,22.4193,forward
0.430,22.4160,forward
0.440,22.4127,forward
0.450,22.4093,forward
0.460,22.4060,forward
0.470,22.4027,forward
0.480,22.3993,forward
0.490,22.3960,forward
0.500,22.3927,forward
0.510,22.3893,forward
0.520,22.3860,forward
0.530,22.3827,forward
0.540,22.3793,forward
0.550,22.3760,forward
0.560,22.3727,forward
0.570,22.3693,forward
0.580,22.3660,forward
0.590,22.3626,forward
0.600,22.3593,forward
0.610,22.3560,forward
0.620,22.3526,forward
0.630,22.3493,forward
0.640,22.3459,forward
0.650,22.3425,forward
0.660,22.3391,forward
0.670,22.3358,forward
0.680,22.3323,forward
0.690,22.3289,forward
0.700,22.3254,forward
0.710,22.3219,forward
0.720,22.3184,forward
0.730,22.3148,forward
0.740,22.3111,forward
0.750,22.3073,forward
0.760,22.3033,forward
0.770,22.2992,forward
0.780,22.2948,forward
0.790,22.2901,forward
0.800,22.2851,forward
0.810,22.2795,forward
0.820,22.2732,forward
0.830,22.2661,forward
0.840,22.2579,forward
0.850,22.2482,forward
0.860,22.2366,forward
0.870,22.2226,forward
0.880,22.2054,forward
0.890,22.1842,forward
0.900,22.1576,forward
0.910,22.1241,forward
0.920,22.0817,forward
0.930,22.0278,forward
0.940,21.9588,forward
0.950,21.8704,forward
0.960,21.7568,forward
0.970,21.6106,forward
0.980,21.4220,forward
0.990,21.1786,forward
1.000,20.8641,forward
1.010,20.4574,forward
1.020,19.9313,forward
1.030,19.2503,forward
1.040,18.3686,forward
1.050,17.2269,forward
1.060,15.7479,forward
1.070,13.8320,forward
1.080,11.3496,forward
1.090,8.1331,forward
1.100,3.9649,forward
1.110,-1.4367,forward
1.120,-8.4371,forward
1.130,-17.5096,forward
1.140,-29.2681,forward
1.150,-44.5079,forward
