## Header ##
[General info]
User	FDN
Device	AI14-1B
Cell area (cm2)	0.09
Test	Stability (JV)
Date	2025-11-19
Time	21:28:59
Note	SMU 1B

[JV Settings]
Vmin (V)	-0.100
Vmax (V)	1.500
Voltage Step (mV)	20.000
Scan Rate (mV/s)	200.000
Auto-detect Voc	Yes
Scan direction	FW then RV
Voltage Range (V)	10 V
Current Range (V)	L
Inverted	No
Auto-range	On

[Cell Settings]
Tipology	Cell
Cell Area (cm2)	0.09
#Cells	1.00
W cell area (cm2)	1.00
#W cells	1.00

## Data ##
Scan	Voc	Jsc	V_MPP	J_MPP	P_MPP	Rs	R//	FF	Eff
	V	mA/cm²	V	mA/cm²	mW/cm²	Ohm	Ohm	%	%
FW	0.707389	13.226986	0.272976	6.786399	1.852522	1.83E+3	5.88E+2	19.80	1.85
RV	0.719999	14.654355	0.319598	7.369737	2.355352	6.96E+2	6.02E+2	22.32	2.36
									
V_FW (V)	J_FW (mA/cm²)	V_RV (V)	J_RV (mA/cm²)						
-1.000001E-1	1.491918E+1	7.199989E-1	9.215585E-1						
-7.999991E-2	1.454414E+1	6.999987E-1	1.454006E+0						
-5.999937E-2	1.426194E+1	6.799992E-1	1.588576E+0						
-3.999981E-2	1.394174E+1	6.600015E-1	1.744908E+0						
-1.999992E-2	1.358416E+1	6.400013E-1	1.926070E+0						
2.991177E-7	1.322710E+1	6.200011E-1	2.126396E+0						
2.000019E-2	1.283323E+1	6.000009E-1	2.347902E+0						
4.000008E-2	1.240151E+1	5.800007E-1	2.593008E+0						
6.000095E-2	1.196547E+1	5.600008E-1	2.855950E+0						
8.000116E-2	1.153340E+1	5.400009E-1	3.135272E+0						
1.000011E-1	1.108291E+1	5.200004E-1	3.432662E+0						
1.200013E-1	1.062817E+1	5.000001E-1	3.748299E+0						
1.400012E-1	1.013023E+1	4.800009E-1	4.080927E+0						
1.600017E-1	9.630676E+0	4.600004E-1	4.432603E+0						
1.799987E-1	9.136140E+0	4.400002E-1	4.805270E+0						
1.999989E-1	8.637308E+0	4.199996E-1	5.193451E+0						
2.199994E-1	8.126141E+0	4.000000E-1	5.594803E+0						
2.399996E-1	7.612977E+0	3.800005E-1	6.017221E+0						
2.599995E-1	7.111663E+0	3.599999E-1	6.457425E+0						
2.799994E-1	6.612511E+0	3.399994E-1	6.904203E+0						
2.999993E-1	6.133223E+0	3.199992E-1	7.360468E+0						
3.199992E-1	5.666271E+0	2.999993E-1	7.828582E+0						
3.400001E-1	5.211488E+0	2.799988E-1	8.309231E+0						
3.599990E-1	4.769231E+0	2.599989E-1	8.792363E+0						
3.799995E-1	4.347814E+0	2.399986E-1	9.271290E+0						
4.000007E-1	3.941536E+0	2.199988E-1	9.766873E+0						
4.199996E-1	3.549756E+0	1.999989E-1	1.026318E+1						
4.400002E-1	3.179196E+0	1.799987E-1	1.074615E+1						
4.600000E-1	2.829037E+0	1.600010E-1	1.123845E+1						
4.800006E-1	2.495944E+0	1.400008E-1	1.171434E+1						
4.999998E-1	2.180136E+0	1.200009E-1	1.216137E+1						
5.200004E-1	1.884003E+0	1.000004E-1	1.259136E+1						
5.400009E-1	1.604596E+0	8.000084E-2	1.302727E+1						
5.600008E-1	1.342855E+0	6.000029E-2	1.346055E+1						
5.800013E-1	1.097454E+0	4.000008E-2	1.388830E+1						
6.000006E-1	8.714520E-1	2.000051E-2	1.428918E+1						
6.200018E-1	6.655246E-1	-3.526736E-7	1.465428E+1						
6.400010E-1	4.772938E-1	-1.999959E-2	1.502809E+1						
6.600009E-1	3.102690E-1	-4.000013E-2	1.537734E+1						
6.799982E-1	1.635091E-1	-6.000067E-2	1.567996E+1						
6.999987E-1	3.979241E-2	-7.999991E-2	1.597053E+1						
7.199983E-1	-6.384966E-2	-1.000005E-1	1.628826E+1						
