## Header ##
[General info]
User	FDN
Device	AI14-1B
Cell area (cm2)	0.09
Test	Stability (JV)
Date	2025-11-19
Time	21:29:42
Note	SMU 1B

[JV Settings]
Vmin (V)	-0.100
Vmax (V)	1.500
Voltage Step (mV)	20.000
Scan Rate (mV/s)	200.000
Auto-detect Voc	Yes
Scan direction	FW then RV
Voltage Range (V)	10 V
Current Range (V)	L
Inverted	No
Auto-range	On

[Cell Settings]
Tipology	Cell
Cell Area (cm2)	0.09
#Cells	1.00
W cell area (cm2)	1.00
#W cells	1.00

## Data ##
Scan	Voc	Jsc	V_MPP	J_MPP	P_MPP	Rs	R//	FF	Eff
	V	mA/cm²	V	mA/cm²	mW/cm²	Ohm	Ohm	%	%
FW	0.709835	15.109102	0.360735	8.948545	3.228056	5.76E+2	1.48E+3	30.10	3.23
RV	0.720000	19.056932	0.432040	11.043401	4.771192	1.25E+2	1.06E+3	34.77	4.77
									
V_FW (V)	J_FW (mA/cm²)	V_RV (V)	J_RV (mA/cm²)						
-1.000005E-1	1.740495E+1	7.199999E-1	8.005301E-1						
-7.999959E-2	1.657503E+1	6.999990E-1	2.540378E+0						
-6.000035E-2	1.571572E+1	6.799988E-1	4.306068E+0						
-3.999948E-2	1.540730E+1	6.600009E-1	5.407518E+0						
-1.999894E-2	1.520599E+1	6.400007E-1	5.842231E+0						
9.509089E-7	1.510936E+1	6.200005E-1	6.294906E+0						
2.000084E-2	1.495587E+1	6.000012E-1	6.763756E+0						
4.000106E-2	1.472440E+1	5.800010E-1	7.248155E+0						
6.000095E-2	1.447159E+1	5.600014E-1	7.750951E+0						
8.000149E-2	1.419342E+1	5.400009E-1	8.261958E+0						
1.000007E-1	1.397806E+1	5.200010E-1	8.774011E+0						
1.200009E-1	1.375368E+1	5.000001E-1	9.287210E+0						
1.400018E-1	1.349046E+1	4.800003E-1	9.789526E+0						
1.600007E-1	1.317353E+1	4.600007E-1	1.030761E+1						
1.799993E-1	1.283788E+1	4.399995E-1	1.083799E+1						
1.999992E-1	1.249075E+1	4.199996E-1	1.134848E+1						
2.199997E-1	1.213902E+1	4.000000E-1	1.185163E+1						
2.400000E-1	1.176459E+1	3.800005E-1	1.234978E+1						
2.599992E-1	1.134942E+1	3.599993E-1	1.284391E+1						
2.799997E-1	1.091471E+1	3.399997E-1	1.331891E+1						
2.999993E-1	1.044623E+1	3.199992E-1	1.377725E+1						
3.200002E-1	9.949482E+0	2.999999E-1	1.423800E+1						
3.400004E-1	9.453809E+0	2.799991E-1	1.467912E+1						
3.599996E-1	8.966697E+0	2.599985E-1	1.509117E+1						
3.800005E-1	8.458133E+0	2.399986E-1	1.547662E+1						
4.000004E-1	7.913846E+0	2.199984E-1	1.587304E+1						
4.199996E-1	7.350535E+0	1.999989E-1	1.626410E+1						
4.399995E-1	6.800316E+0	1.799990E-1	1.662452E+1						
4.600004E-1	6.242702E+0	1.600014E-1	1.694191E+1						
4.800003E-1	5.679166E+0	1.400015E-1	1.727267E+1						
5.000001E-1	5.117618E+0	1.200006E-1	1.761421E+1						
5.200004E-1	4.565211E+0	1.000004E-1	1.792866E+1						
5.400003E-1	4.011787E+0	8.000018E-2	1.818239E+1						
5.600001E-1	3.463215E+0	5.999997E-2	1.842764E+1						
5.800007E-1	2.926697E+0	4.000106E-2	1.867084E+1						
6.000012E-1	2.415865E+0	2.000019E-2	1.886551E+1						
6.200001E-1	1.921344E+0	2.991177E-7	1.905680E+1						
6.400017E-1	1.448525E+0	-1.999992E-2	1.928351E+1						
6.600012E-1	9.973914E-1	-3.999948E-2	1.949976E+1						
6.799988E-1	5.733315E-1	-6.000100E-2	1.966560E+1						
6.999994E-1	1.783222E-1	-7.999991E-2	1.981701E+1						
7.199996E-1	-1.776292E-1	-1.000001E-1	1.997438E+1						
