voltage (V),current_density (mA/cm^2),direction
1.150,-30.4265,reverse
1.140,-18.4436,reverse
1.130,-9.1978,reverse
1.120,-2.0638,reverse
1.110,3.4409,reverse
1.100,7.6886,reverse
1.090,10.9665,reverse
1.080,13.4962,reverse
1.070,15.4486,reverse
1.060,16.9557,reverse
1.050,18.1193,reverse
1.040,19.0177,reverse
1.030,19.7116,reverse
1.020,20.2477,reverse
1.010,20.6621,reverse
1.000,20.9826,reverse
0.990,21.2306,reverse
0.980,21.4227,reverse
0.970,21.5716,reverse
0.960,21.6873,reverse
0.950,21.7773,reverse
0.940,21.8476,reverse
0.930,21.9025,reverse
0.920,21.9456,reverse
0.910,21.9797,reverse
0.900,22.0067,reverse
0.890,22.0283,reverse
0.880,22.0458,reverse
0.870,22.0600,reverse
0.860,22.0717,reverse
0.850,22.0815,reverse
0.840,22.0898,reverse
0.830,22.0970,reverse
0.820,22.1033,reverse
0.810,22.1090,reverse
0.800,22.1141,reverse
0.790,22.1188,reverse
0.780,22.1232,reverse
0.770,22.1273,reverse
0.760,22.1313,reverse
0.750,22.1351,reverse
0.740,22.1388,reverse
0.730,22.1424,reverse
0.720,22.1460,reverse
0.710,22.1495,reverse
0.700,22.1529,reverse
0.690,22.1564,reverse
0.680,22.1598,reverse
0.670,22.1632,reverse
0.660,22.1666,reverse
0.650,22.1699,reverse
0.640,22.1733,reverse
0.630,22.1766,reverse
0.620,22.1800,reverse
0.610,22.1833,reverse
0.600,22.1867,reverse
0.590,22.1900,reverse
0.580,22.1934,reverse
0.570,22.1967,reverse
0.560,22.2000,reverse
0.550,22.2034,reverse
0.540,22.2067,reverse
0.530,22.2100,reverse
0.520,22.2134,reverse
0.510,22.2167,reverse
0.500,22.2200,reverse
0.490,22.2234,reverse
0.480,22.2267,reverse
0.470,22.2301,reverse
0.460,22.2334,reverse
0.450,22.2367,reverse
0.440,22.2401,reverse
0.430,22.2434,reverse
0.420,22.2467,reverse
0.410,22.2501,reverse
0.400,22.2534,reverse
0.390,22.2567,reverse
0.380,22.2601,reverse
0.370,22.2634,reverse
0.360,22.2667,reverse
0.350,22.2701,reverse
0.340,22.2734,reverse
0.330,22.2767,reverse
0.320,22.2801,reverse
0.310,22.2834,reverse
0.300,22.2867,reverse
0.290,22.2901,reverse
0.280,22.2934,reverse
0.270,22.2967,reverse
0.260,22.3001,reverse
0.250,22.3034,reverse
0.240,22.3067,reverse
0.230,22.3101,reverse
0.220,22.3134,reverse
0.210,22.3167,reverse
0.200,22.3201,reverse
0.190,22.3234,reverse
0.180,22.3267,reverse
0.170,22.3301,reverse
0.160,22.3334,reverse
0.150,22.3367,reverse
0.140,22.3401,reverse
0.130,22.3434,reverse
0.120,22.3467,reverse
0.110,22.3501,reverse
0.100,22.3534,reverse
0.090,22.3567,reverse
0.080,22.3601,reverse
0.070,22.3634,reverse
0.060,22.3667,reverse
0.050,22.3701,reverse
0.040,22.3734,reverse
0.030,22.3767,reverse
0.020,22.3801,reverse
0.010,22.3834,reverse
-0.000,22.3867,reverse
-0.010,22.3901,reverse
-0.020,22.3934,reverse
-0.030,22.3967,reverse
-0.040,22.4001,reverse
-0.050,22.4034,reverse
-0.060,22.4067,reverse
-0.070,22.4101,reverse
-0.080,22.4134,reverse
-0.090,22.4167,reverse
-0.100,22.4201,reverse
-0.100,22.1962,forward
-0.090,22.1929,forward
-0.080,22.1895,forward
-0.070,22.1862,forward
-0.060,22.1829,forward
-0.050,22.1795,forward
-0.040,22.1762,forward
-0.030,22.1729,forward
-0.020,22.1695,forward
-0.010,22.1662,forward
-0.000,22.1629,forward
0.010,22.1595,forward
0.020,22.1562,forward
0.030,22.1529,forward
0.040,22.1495,forward
0.050,22.1462,forward
0.060,22.1429,forward
0.070,22.1395,forward
0.080,22.1362,forward
0.090,22.1329,forward
0.100,22.1295,forward
0.110,22.1262,forward
0.120,22.1229,forward
0.130,22.1195,forward
0.140,22.1162,forward
0.150,22.1129,forward
0.160,22.1095,forward
0.170,22.1062,forward
0.180,22.1029,forward
0.190,22.0995,forward
0.200,22.0962,forward
0.210,22.0929,forward
0.220,22.0895,forward
0.230,22.0862,forward
0.240,22.0829,forward
0.250,22.0795,forward
0.260,22.0762,forward
0.270,22.0729,forward
0.280,22.0695,forward
0.290,22.0662,forward
0.300,22.0629,forward
0.310,22.0595,forward
0.320,22.0562,forward
0.330,22.0529,forward
0.340,22.0495,forward
0.350,22.0462,forward
0.360,22.0429,forward
0.370,22.0395,forward
0.380,22.0362,forward
0.390,22.0329,forward
0.400,22.0295,forward
0.410,22.0262,forward
0.420,22.0229,forward
0.430,22.0195,forward
0.440,22.0162,forward
0.450,22.0129,forward
0.460,22.0095,forward
0.470,22.0062,forward
0.480,22.0028,forward
0.490,21.9995,forward
0.500,21.9962,forward
0.510,21.9928,forward
0.520,21.9895,forward
0.530,21.9862,forward
0.540,21.9828,forward
0.550,21.9795,forward
0.560,21.9762,forward
0.570,21.9728,forward
0.580,21.9695,forward
0.590,21.9662,forward
0.600,21.9628,forward
0.610,21.9595,forward
0.620,21.9561,forward
0.630,21.9528,forward
0.640,21.9494,forward
0.650,21.9460,forward
0.660,21.9426,forward
0.670,21.9393,forward
0.680,21.9358,forward
0.690,21.9324,forward
0.700,21.9289,forward
0.710,21.9254,forward
0.720,21.9219,forward
0.730,21.9183,forward
0.740,21.9146,forward
0.750,21.9108,forward
0.760,21.9068,forward
0.770,21.9027,forward
0.780,21.8983,forward
0.790,21.8936,forward
0.800,21.8885,forward
0.810,21.8829,forward
0.820,21.8766,forward
0.830,21.8695,forward
0.840,21.8612,forward
0.850,21.8515,forward
0.860,21.8398,forward
0.870,21.8257,forward
0.880,21.8084,forward
0.890,21.7870,forward
0.900,21.7602,forward
0.910,21.7264,forward
0.920,21.6837,forward
0.930,21.6293,forward
0.940,21.5597,forward
0.950,21.4706,forward
0.960,21.3560,forward
0.970,21.2085,forward
0.980,21.0183,forward
0.990,20.7727,forward
1.000,20.4554,forward
1.010,20.0452,forward
1.020,19.5144,forward
1.030,18.8274,forward
1.040,17.9379,forward
1.050,16.7860,forward
1.060,15.2939,forward
1.070,13.3609,forward
1.080,10.8565,forward
1.090,7.6113,forward
1.100,3.4061,forward
1.110,-2.0436,forward
1.120,-9.1063,forward
1.130,-18.2596,forward
1.140,-30.1227,forward
1.150,-45.4983,forward
