direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1181,23.081,84.15,21.719,0.990,21.938,1.607,2985
forward,1000,1.1081,22.851,84.05,21.284,0.980,21.719,1.623,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-28.9365,reverse
1.140,-17.1352,reverse
1.130,-8.0297,reverse
1.120,-1.0039,reverse
1.110,4.4174,reverse
1.100,8.6007,reverse
1.090,11.8290,reverse
1.080,14.3204,reverse
1.070,16.2433,reverse
1.060,17.7276,reverse
1.050,18.8735,reverse
1.040,19.7584,reverse
1.030,20.4418,reverse
1.020,20.9698,reverse
1.010,21.3780,reverse
1.000,21.6936,reverse
0.990,21.9379,reverse
0.980,22.1272,reverse
0.970,22.2739,reverse
0.960,22.3879,reverse
0.950,22.4766,reverse
0.940,22.5458,reverse
0.930,22.6000,reverse
0.920,22.6425,reverse
0.910,22.6761,reverse
0.900,22.7027,reverse
0.890,22.7241,reverse
0.880,22.7413,reverse
0.870,22.7554,reverse
0.860,22.7670,reverse
0.850,22.7767,reverse
0.840,22.7849,reverse
0.830,22.7921,reverse
0.820,22.7983,reverse
0.810,22.8039,reverse
0.800,22.8090,reverse
0.790,22.8137,reverse
0.780,22.8180,reverse
0.770,22.8222,reverse
0.760,22.8261,reverse
0.750,22.8299,reverse
0.740,22.8336,reverse
0.730,22.8373,reverse
0.720,22.8408,reverse
0.710,22.8443,reverse
0.700,22.8478,reverse
0.690,22.8512,reverse
0.680,22.8546,reverse
0.670,22.8580,reverse
0.660,22.8614,reverse
0.650,22.8648,reverse
0.640,22.8681,reverse
0.630,22.8715,reverse
0.620,22.8748,reverse
0.610,22.8782,reverse
0.600,22.8815,reverse
0.590,22.8849,reverse
0.580,22.8882,reverse
0.570,22.8915,reverse
0.560,22.8949,reverse
0.550,22.8982,reverse
0.540,22.9015,reverse
0.530,22.9049,reverse
0.520,22.9082,reverse
0.510,22.9115,reverse
0.500,22.9149,reverse
0.490,22.9182,reverse
0.480,22.9215,reverse
0.470,22.9249,reverse
0.460,22.9282,reverse
0.450,22.9315,reverse
0.440,22.9349,reverse
0.430,22.9382,reverse
0.420,22.9415,reverse
0.410,22.9449,reverse
0.400,22.9482,reverse
0.390,22.9515,reverse
0.380,22.9549,reverse
0.370,22.9582,reverse
0.360,22.9615,reverse
0.350,22.9649,reverse
0.340,22.9682,reverse
0.330,22.9715,reverse
0.320,22.9749,reverse
0.310,22.9782,reverse
0.300,22.9815,reverse
0.290,22.9849,reverse
0.280,22.9882,reverse
0.270,22.9915,reverse
0.260,22.9949,reverse
0.250,22.9982,reverse
0.240,23.0015,reverse
0.230,23.0049,reverse
0.220,23.0082,reverse
0.210,23.0115,reverse
0.200,23.0149,reverse
0.190,23.0182,reverse
0.180,23.0215,reverse
0.170,23.0249,reverse
0.160,23.0282,reverse
0.150,23.0315,reverse
0.140,23.0349,reverse
0.130,23.0382,reverse
0.120,23.0415,reverse
0.110,23.0449,reverse
0.100,23.0482,reverse
0.090,23.0515,reverse
0.080,23.0549,reverse
0.070,23.0582,reverse
0.060,23.0615,reverse
0.050,23.0649,reverse
0.040,23.0682,reverse
0.030,23.0715,reverse
0.020,23.0749,reverse
0.010,23.0782,reverse
-0.000,23.0815,reverse
-0.010,23.0849,reverse
-0.020,23.0882,reverse
-0.030,23.0915,reverse
-0.040,23.0949,reverse
-0.050,23.0982,reverse
-0.060,23.1015,reverse
-0.070,23.1049,reverse
-0.080,23.1082,reverse
-0.090,23.1115,reverse
-0.100,23.1149,reverse
-0.100,22.8841,forward
-0.090,22.8807,forward
-0.080,22.8774,forward
-0.070,22.8741,forward
-0.060,22.8707,forward
-0.050,22.8674,forward
-0.040,22.8641,forward
-0.030,22.8607,forward
-0.020,22.8574,forward
-0.010,22.8541,forward
-0.000,22.8507,forward
0.010,22.8474,forward
0.020,22.8441,forward
0.030,22.8407,forward
0.040,22.8374,forward
0.050,22.8341,forward
0.060,22.8307,forward
0.070,22.8274,forward
0.080,22.8241,forward
0.090,22.8207,forward
0.100,22.8174,forward
0.110,22.8141,forward
0.120,22.8107,forward
0.130,22.8074,forward
0.140,22.8041,forward
0.150,22.8007,forward
0.160,22.7974,forward
0.170,22.7941,forward
0.180,22.7907,forward
