direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1176,22.892,84.14,21.528,0.990,21.745,1.600,3030
forward,1000,1.1076,22.663,84.04,21.097,0.980,21.528,1.616,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-29.3392,reverse
1.140,-17.4892,reverse
1.130,-8.3460,reverse
1.120,-1.2912,reverse
1.110,4.1524,reverse
1.100,8.3530,reverse
1.090,11.5946,reverse
1.080,14.0962,reverse
1.070,16.0271,reverse
1.060,17.5175,reverse
1.050,18.6681,reverse
1.040,19.5566,reverse
1.030,20.2429,reverse
1.020,20.7731,reverse
1.010,21.1829,reverse
1.000,21.4998,reverse
0.990,21.7451,reverse
0.980,21.9351,reverse
0.970,22.0825,reverse
0.960,22.1969,reverse
0.950,22.2860,reverse
0.940,22.3554,reverse
0.930,22.4098,reverse
0.920,22.4525,reverse
0.910,22.4862,reverse
0.900,22.5130,reverse
0.890,22.5344,reverse
0.880,22.5517,reverse
0.870,22.5658,reverse
0.860,22.5774,reverse
0.850,22.5871,reverse
0.840,22.5954,reverse
0.830,22.6026,reverse
0.820,22.6088,reverse
0.810,22.6144,reverse
0.800,22.6195,reverse
0.790,22.6242,reverse
0.780,22.6286,reverse
0.770,22.6327,reverse
0.760,22.6367,reverse
0.750,22.6405,reverse
0.740,22.6442,reverse
0.730,22.6478,reverse
0.720,22.6514,reverse
0.710,22.6549,reverse
0.700,22.6583,reverse
0.690,22.6618,reverse
0.680,22.6652,reverse
0.670,22.6686,reverse
0.660,22.6719,reverse
0.650,22.6753,reverse
0.640,22.6787,reverse
0.630,22.6820,reverse
0.620,22.6854,reverse
0.610,22.6887,reverse
0.600,22.6921,reverse
0.590,22.6954,reverse
0.580,22.6987,reverse
0.570,22.7021,reverse
0.560,22.7054,reverse
0.550,22.7088,reverse
0.540,22.7121,reverse
0.530,22.7154,reverse
0.520,22.7188,reverse
0.510,22.7221,reverse
0.500,22.7254,reverse
0.490,22.7288,reverse
0.480,22.7321,reverse
0.470,22.7354,reverse
0.460,22.7388,reverse
0.450,22.7421,reverse
0.440,22.7454,reverse
0.430,22.7488,reverse
0.420,22.7521,reverse
0.410,22.7554,reverse
0.400,22.7588,reverse
0.390,22.7621,reverse
0.380,22.7654,reverse
0.370,22.7688,reverse
0.360,22.7721,reverse
0.350,22.7754,reverse
0.340,22.7788,reverse
0.330,22.7821,reverse
