direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1183,23.138,84.15,21.776,0.990,21.996,1.609,2985
forward,1000,1.1083,22.907,84.06,21.340,0.980,21.776,1.625,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-28.8163,reverse
1.140,-17.0295,reverse
1.130,-7.9351,reverse
1.120,-0.9179,reverse
1.110,4.4967,reverse
1.100,8.6749,reverse
1.090,11.8992,reverse
1.080,14.3875,reverse
1.070,16.3081,reverse
1.060,17.7905,reverse
1.050,18.9350,reverse
1.040,19.8188,reverse
1.030,20.5014,reverse
1.020,21.0288,reverse
1.010,21.4365,reverse
1.000,21.7517,reverse
0.990,21.9957,reverse
0.980,22.1847,reverse
0.970,22.3313,reverse
0.960,22.4452,reverse
0.950,22.5338,reverse
0.940,22.6029,reverse
0.930,22.6570,reverse
0.920,22.6995,reverse
0.910,22.7330,reverse
0.900,22.7597,reverse
0.890,22.7810,reverse
0.880,22.7982,reverse
0.870,22.8122,reverse
0.860,22.8238,reverse
0.850,22.8335,reverse
0.840,22.8418,reverse
0.830,22.8489,reverse
0.820,22.8551,reverse
0.810,22.8607,reverse
0.800,22.8658,reverse
0.790,22.8705,reverse
0.780,22.8749,reverse
0.770,22.8790,reverse
0.760,22.8829,reverse
0.750,22.8867,reverse
0.740,22.8904,reverse
0.730,22.8941,reverse
0.720,22.8976,reverse
0.710,22.9011,reverse
0.700,22.9046,reverse
0.690,22.9080,reverse
0.680,22.9114,reverse
0.670,22.9148,reverse
0.660,22.9182,reverse
0.650,22.9216,reverse
0.640,22.9249,reverse
0.630,22.9283,reverse
0.620,22.9316,reverse
0.610,22.9350,reverse
0.600,22.9383,reverse
0.590,22.9417,reverse
0.580,22.9450,reverse
0.570,22.9483,reverse
0.560,22.9517,reverse
0.550,22.9550,reverse
0.540,22.9583,reverse
0.530,22.9617,reverse
0.520,22.9650,reverse
0.510,22.9684,reverse
0.500,22.9717,reverse
0.490,22.9750,reverse
0.480,22.9784,reverse
0.470,22.9817,reverse
0.460,22.9850,reverse
0.450,22.9884,reverse
0.440,22.9917,reverse
0.430,22.9950,reverse
0.420,22.9984,reverse
0.410,23.0017,reverse
0.400,23.0050,reverse
0.390,23.0084,reverse
0.380,23.0117,reverse
0.370,23.0150,reverse
0.360,23.0184,reverse
0.350,23.0217,reverse
0.340,23.0250,reverse
0.330,23.0284,reverse
0.320,23.0317,reverse
0.310,23.0350,reverse
0.300,23.0384,reverse
0.290,23.0417,reverse
0.280,23.0450,reverse
0.270,23.0484,reverse
0.260,23.0517,reverse
0.250,23.0550,reverse
0.240,23.0584,reverse
0.230,23.0617,reverse
0.220,23.0650,reverse
0.210,23.0684,reverse
0.200,23.0717,reverse
0.190,23.0750,reverse
0.180,23.0784,reverse
0.170,23.0817,reverse
0.160,23.0850,reverse
0.150,23.0884,reverse
0.140,23.0917,reverse
0.130,23.0950,reverse
0.120,23.0984,reverse
0.110,23.1017,reverse
0.100,23.1050,reverse
0.090,23.1084,reverse
0.080,23.1117,reverse
0.070,23.1150,reverse
0.060,23.1184,reverse
0.050,23.1217,reverse
0.040,23.1250,reverse
0.030,23.1284,reverse
0.020,23.1317,reverse
0.010,23.1350,reverse
-0.000,23.1384,reverse
-0.010,23.1417,reverse
-0.020,23.1450,reverse
-0.030,23.1484,reverse
-0.040,23.1517,reverse
-0.050,23.1550,reverse
-0.060,23.1584,reverse
-0.070,23.1617,reverse
-0.080,23.1650,reverse
-0.090,23.1684,reverse
-0.100,23.1717,reverse
-0.100,22.9403,forward
-0.090,22.9370,forward
-0.080,22.9336,forward
-0.070,22.9303,forward
-0.060,22.9270,forward
-0.050,22.9236,forward
-0.040,22.9203,forward
-0.030,22.9170,forward
-0.020,22.9136,forward
-0.010,22.9103,forward
-0.000,22.9070,forward
0.010,22.9036,forward
0.020,22.9003,forward
0.030,22.8970,forward
0.040,22.8936,forward
0.050,22.8903,forward
0.060,22.8870,forward
0.070,22.8836,forward
0.080,22.8803,forward
0.090,22.8770,forward
0.100,22.8736,forward
0.110,22.8703,forward
0.120,22.8670,forward
0.130,22.8636,forward
0.140,22.8603,forward
0.150,22.8570,forward
0.160,22.8536,forward
0.170,22.8503,forward
0.180,22.8470,forward
0.190,22.8436,forward
0.200,22.8403,forward
0.210,22.8370,forward
0.220,22.8336,forward
0.230,22.8303,forward
0.240,22.8270,forward
0.250,22.8236,forward
0.260,22.8203,forward
0.270,22.8170,forward
0.280,22.8136,forward
0.290,22.8103,forward
0.300,22.8070,forward
0.310,22.8036,forward
0.320,22.8003,forward
0.330,22.7970,forward
0.340,22.7936,forward
0.350,22.7903,forward
0.360,22.7870,forward
0.370,22.7836,forward
0.380,22.7803,forward
0.390,22.7770,forward
0.400,22.7736,forward
0.410,22.7703,forward
0.420,22.7670,forward
0.430,22.7636,forward
0.440,22.7603,forward
0.450,22.7570,forward
0.460,22.7536,forward
0.470,22.7503,forward
0.480,22.7470,forward
0.490,22.7436,forward
0.500,22.7403,forward
0.510,22.7370,forward
0.520,22.7336,forward
0.530,22.7303,forward
0.540,22.7270,forward
0.550,22.7236,forward
0.560,22.7203,forward
0.570,22.7170,forward
0.580,22.7136,forward
0.590,22.7103,forward
0.600,22.7069,forward
0.610,22.7036,forward
0.620,22.7002,forward
0.630,22.6969,forward
0.640,22.6935,forward
0.650,22.6902,forward
0.660,22.6868,forward
0.670,22.6834,forward
0.680,22.6800,forward
0.690,22.6765,forward
0.700,22.6731,forward
0.710,22.6696,forward
0.720,22.6660,forward
0.730,22.6624,forward
0.740,22.6587,forward
0.750,22.6549,forward
0.760,22.6510,forward
0.770,22.6468,forward
0.780,22.6425,forward
0.790,22.6378,forward
0.800,22.6328,forward
0.810,22.6272,forward
0.820,22.6210,forward
0.830,22.6139,forward
0.840,22.6057,forward
0.850,22.5960,forward
0.860,22.5845,forward
0.870,22.5706,forward
0.880,22.5535,forward
0.890,22.5324,forward
0.900,22.5060,forward
0.910,22.4727,forward
0.920,22.4306,forward
0.930,22.3771,forward
0.940,22.3086,forward
0.950,22.2209,forward
0.960,22.1081,forward
0.970,21.9630,forward
0.980,21.7758,forward
0.990,21.5342,forward
1.000,21.2221,forward
1.010,20.8185,forward
1.020,20.2963,forward
1.030,19.6205,forward
1.040,18.7455,forward
1.050,17.6124,forward
1.060,16.1447,forward
1.070,14.2434,forward
1.080,11.7799,forward
1.090,8.5878,forward
1.100,4.4514,forward
1.110,-0.9091,forward
1.120,-7.8562,forward
1.130,-16.8597,forward
1.140,-28.5286,forward
1.150,-43.6524,forward
