voltage (V),current_density (mA/cm^2),direction
1.150,-30.0374,reverse
1.140,-18.1023,reverse
1.130,-8.8934,reverse
1.120,-1.7879,reverse
1.110,3.6948,reverse
1.100,7.9256,reverse
1.090,11.1904,reverse
1.080,13.7100,reverse
1.070,15.6547,reverse
1.060,17.1558,reverse
1.050,18.3147,reverse
1.040,19.2096,reverse
1.030,19.9007,reverse
1.020,20.4347,reverse
1.010,20.8474,reverse
1.000,21.1666,reverse
0.990,21.4137,reverse
0.980,21.6050,reverse
0.970,21.7534,reverse
0.960,21.8687,reverse
0.950,21.9583,reverse
0.940,22.0283,reverse
0.930,22.0830,reverse
0.920,22.1260,reverse
0.910,22.1599,reverse
0.900,22.1868,reverse
0.890,22.2084,reverse
0.880,22.2258,reverse
0.870,22.2399,reverse
0.860,22.2516,reverse
0.850,22.2614,reverse
0.840,22.2697,reverse
0.830,22.2769,reverse
0.820,22.2832,reverse
0.810,22.2888,reverse
0.800,22.2939,reverse
0.790,22.2986,reverse
0.780,22.3030,reverse
0.770,22.3071,reverse
0.760,22.3111,reverse
0.750,22.3149,reverse
0.740,22.3186,reverse
0.730,22.3222,reverse
0.720,22.3258,reverse
0.710,22.3293,reverse
0.700,22.3327,reverse
0.690,22.3362,reverse
0.680,22.3396,reverse
0.670,22.3430,reverse
0.660,22.3464,reverse
0.650,22.3497,reverse
0.640,22.3531,reverse
0.630,22.3565,reverse
0.620,22.3598,reverse
0.610,22.3632,reverse
0.600,22.3665,reverse
0.590,22.3698,reverse
0.580,22.3732,reverse
0.570,22.3765,reverse
0.560,22.3798,reverse
0.550,22.3832,reverse
0.540,22.3865,reverse
0.530,22.3899,reverse
0.520,22.3932,reverse
0.510,22.3965,reverse
0.500,22.3999,reverse
0.490,22.4032,reverse
0.480,22.4065,reverse
0.470,22.4099,reverse
0.460,22.4132,reverse
0.450,22.4165,reverse
0.440,22.4199,reverse
0.430,22.4232,reverse
0.420,22.4265,reverse
0.410,22.4299,reverse
0.400,22.4332,reverse
0.390,22.4365,reverse
0.380,22.4399,reverse
0.370,22.4432,reverse
0.360,22.4465,reverse
0.350,22.4499,reverse
0.340,22.4532,reverse
0.330,22.4565,reverse
0.320,22.4599,reverse
0.310,22.4632,reverse
0.300,22.4665,reverse
0.290,22.4699,reverse
0.280,22.4732,reverse
0.270,22.4765,reverse
0.260,22.4799,reverse
0.250,22.4832,reverse
0.240,22.4865,reverse
0.230,22.4899,reverse
0.220,22.4932,reverse
0.210,22.4965,reverse
0.200,22.4999,reverse
0.190,22.5032,reverse
0.180,22.5065,reverse
0.170,22.5099,reverse
0.160,22.5132,reverse
0.150,22.5165,reverse
0.140,22.5199,reverse
0.130,22.5232,reverse
0.120,22.5265,reverse
0.110,22.5299,reverse
0.100,22.5332,reverse
0.090,22.5365,reverse
0.080,22.5399,reverse
0.070,22.5432,reverse
0.060,22.5465,reverse
0.050,22.5499,reverse
0.040,22.5532,reverse
0.030,22.5565,reverse
0.020,22.5599,reverse
0.010,22.5632,reverse
-0.000,22.5665,reverse
-0.010,22.5699,reverse
-0.020,22.5732,reverse
-0.030,22.5765,reverse
-0.040,22.5799,reverse
-0.050,22.5832,reverse
-0.060,22.5865,reverse
-0.070,22.5899,reverse
-0.080,22.5932,reverse
-0.090,22.5965,reverse
-0.100,22.5999,reverse
-0.100,22.3742,forward
-0.090,22.3709,forward
-0.080,22.3675,forward
-0.070,22.3642,forward
-0.060,22.3609,forward
-0.050,22.3575,forward
-0.040,22.3542,forward
-0.030,22.3509,forward
-0.020,22.3475,forward
-0.010,22.3442,forward
-0.000,22.3409,forward
0.010,22.3375,forward
0.020,22.3342,forward
0.030,22.3309,forward
0.040,22.3275,forward
0.050,22.3242,forward
0.060,22.3209,forward
0.070,22.3175,forward
0.080,22.3142,forward
0.090,22.3109,forward
0.100,22.3075,forward
0.110,22.3042,forward
0.120,22.3009,forward
0.130,22.2975,forward
0.140,22.2942,forward
0.150,22.2909,forward
0.160,22.2875,forward
0.170,22.2842,forward
0.180,22.2809,forward
0.190,22.2775,forward
0.200,22.2742,forward
0.210,22.2709,forward
0.220,22.2675,forward
0.230,22.2642,forward
0.240,22.2609,forward
0.250,22.2575,forward
0.260,22.2542,forward
0.270,22.2509,forward
0.280,22.2475,forward
0.290,22.2442,forward
0.300,22.2409,forward
0.310,22.2375,forward
0.320,22.2342,forward
0.330,22.2309,forward
0.340,22.2275,forward
0.350,22.2242,forward
0.360,22.2209,forward
0.370,22.2175,forward
0.380,22.2142,forward
0.390,22.2109,forward
0.400,22.2075,forward
0.410,22.2042,forward
0.420,22.2009,forward
0.430,22.1975,forward
0.440,22.1942,forward
0.450,22.1909,forward
0.460,22.1875,forward
0.470,22.1842,forward
0.480,22.1809,forward
0.490,22.1775,forward
0.500,22.1742,forward
0.510,22.1709,forward
0.520,22.1675,forward
0.530,22.1642,forward
0.540,22.1609,forward
0.550,22.1575,forward
0.560,22.1542,forward
0.570,22.1508,forward
0.580,22.1475,forward
0.590,22.1442,forward
0.600,22.1408,forward
0.610,22.1375,forward
0.620,22.1341,forward
0.630,22.1308,forward
0.640,22.1274,forward
0.650,22.1240,forward
0.660,22.1207,forward
0.670,22.1173,forward
0.680,22.1139,forward
0.690,22.1104,forward
0.700,22.1070,forward
0.710,22.1035,forward
0.720,22.0999,forward
0.730,22.0963,forward
0.740,22.0926,forward
0.750,22.0888,forward
0.760,22.0848,forward
0.770,22.0807,forward
0.780,22.0763,forward
0.790,22.0716,forward
0.800,22.0666,forward
0.810,22.0610,forward
0.820,22.0547,forward
0.830,22.0476,forward
0.840,22.0393,forward
0.850,22.0296,forward
0.860,22.0180,forward
0.870,22.0039,forward
0.880,21.9867,forward
0.890,21.9653,forward
0.900,21.9386,forward
0.910,21.9050,forward
0.920,21.8624,forward
0.930,21.8082,forward
0.940,21.7389,forward
0.950,21.6501,forward
0.960,21.5360,forward
0.970,21.3890,forward
0.980,21.1996,forward
0.990,20.9550,forward
1.000,20.6389,forward
1.010,20.2303,forward
1.020,19.7016,forward
1.030,19.0173,forward
1.040,18.1314,forward
1.050,16.9841,forward
1.060,15.4979,forward
1.070,13.5727,forward
1.080,11.0782,forward
1.090,7.8460,forward
1.100,3.6575,forward
1.110,-1.7704,forward
1.120,-8.8049,forward
1.130,-17.9217,forward
1.140,-29.7375,forward
1.150,-45.0517,forward
