direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1174,22.807,84.14,21.442,0.990,21.658,1.597,2985
forward,1000,1.1074,22.579,84.04,21.013,0.980,21.442,1.613,3030

voltage (V),current_density (mA/cm^2),direction
1.150,-29.5211,reverse
1.140,-17.6491,reverse
1.130,-8.4888,reverse
1.120,-1.4209,reverse
1.110,4.0329,reverse
1.100,8.2413,reverse
1.090,11.4890,reverse
1.080,13.9953,reverse
1.070,15.9297,reverse
1.060,17.4229,reverse
1.050,18.5757,reverse
1.040,19.4658,reverse
1.030,20.1533,reverse
1.020,20.6845,reverse
1.010,21.0951,reverse
1.000,21.4126,reverse
0.990,21.6584,reverse
0.980,21.8487,reverse
0.970,21.9964,reverse
0.960,22.1110,reverse
0.950,22.2002,reverse
0.940,22.2698,reverse
0.930,22.3243,reverse
0.920,22.3670,reverse
0.910,22.4008,reverse
0.900,22.4276,reverse
0.890,22.4491,reverse
0.880,22.4664,reverse
0.870,22.4805,reverse
0.860,22.4921,reverse
0.850,22.5019,reverse
0.840,22.5102,reverse
0.830,22.5173,reverse
0.820,22.5236,reverse
0.810,22.5292,reverse
0.800,22.5343,reverse
0.790,22.5390,reverse
0.780,22.5434,reverse
0.770,22.5475,reverse
0.760,22.5515,reverse
0.750,22.5553,reverse
0.740,22.5590,reverse
0.730,22.5626,reverse
0.720,22.5661,reverse
0.710,22.5696,reverse
0.700,22.5731,reverse
0.690,22.5765,reverse
0.680,22.5800,reverse
0.670,22.5833,reverse
0.660,22.5867,reverse
0.650,22.5901,reverse
0.640,22.5935,reverse
0.630,22.5968,reverse
0.620,22.6002,reverse
0.610,22.6035,reverse
0.600,22.6069,reverse
0.590,22.6102,reverse
0.580,22.6135,reverse
0.570,22.6169,reverse
0.560,22.6202,reverse
0.550,22.6235,reverse
0.540,22.6269,reverse
0.530,22.6302,reverse
