direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1179,22.988,84.15,21.625,0.990,21.843,1.604,2985
forward,1000,1.1079,22.759,84.05,21.192,0.980,21.625,1.620,3030

voltage (V),current_density (mA/cm^2),direction
1.150,-29.1342,reverse
1.140,-17.3091,reverse
1.130,-8.1851,reverse
1.120,-1.1450,reverse
1.110,4.2872,reverse
1.100,8.4790,reverse
1.090,11.7138,reverse
1.080,14.2102,reverse
1.070,16.1370,reverse
1.060,17.6243,reverse
1.050,18.7725,reverse
1.040,19.6592,reverse
1.030,20.3440,reverse
1.020,20.8731,reverse
1.010,21.2820,reverse
1.000,21.5983,reverse
0.990,21.8431,reverse
0.980,22.0327,reverse
0.970,22.1798,reverse
0.960,22.2940,reverse
0.950,22.3829,reverse
0.940,22.4522,reverse
0.930,22.5064,reverse
0.920,22.5491,reverse
0.910,22.5827,reverse
0.900,22.6094,reverse
0.890,22.6308,reverse
0.880,22.6480,reverse
0.870,22.6621,reverse
0.860,22.6737,reverse
0.850,22.6835,reverse
0.840,22.6917,reverse
0.830,22.6989,reverse
0.820,22.7051,reverse
0.810,22.7107,reverse
0.800,22.7158,reverse
0.790,22.7205,reverse
0.780,22.7249,reverse
0.770,22.7290,reverse
0.760,22.7329,reverse
0.750,22.7368,reverse
0.740,22.7405,reverse
0.730,22.7441,reverse
0.720,22.7476,reverse
0.710,22.7511,reverse
0.700,22.7546,reverse
0.690,22.7580,reverse
0.680,22.7614,reverse
0.670,22.7648,reverse
0.660,22.7682,reverse
0.650,22.7716,reverse
0.640,22.7749,reverse
0.630,22.7783,reverse
0.620,22.7816,reverse
0.610,22.7850,reverse
0.600,22.7883,reverse
0.590,22.7917,reverse
0.580,22.7950,reverse
0.570,22.7984,reverse
0.560,22.8017,reverse
0.550,22.8050,reverse
0.540,22.8084,reverse
0.530,22.8117,reverse
0.520,22.8150,reverse
0.510,22.8184,reverse
0.500,22.8217,reverse
0.490,22.8250,reverse
0.480,22.8284,reverse
0.470,22.8317,reverse
0.460,22.8350,reverse
0.450,22.8384,reverse
0.440,22.8417,reverse
0.430,22.8450,reverse
0.420,22.8484,reverse
0.410,22.8517,reverse
0.400,22.8550,reverse
0.390,22.8584,reverse
0.380,22.8617,reverse
0.370,22.8650,reverse
0.360,22.8684,reverse
0.350,22.8717,reverse
0.340,22.8750,reverse
0.330,22.8784,reverse
0.320,22.8817,reverse
0.310,22.8850,reverse
0.300,22.8884,reverse
0.290,22.8917,reverse
0.280,22.8950,reverse
0.270,22.8984,reverse
0.260,22.9017,reverse
0.250,22.9050,reverse
0.240,22.9084,reverse
0.230,22.9117,reverse
0.220,22.9150,reverse
0.210,22.9184,reverse
0.200,22.9217,reverse
0.190,22.9250,reverse
0.180,22.9284,reverse
0.170,22.9317,reverse
0.160,22.9350,reverse
0.150,22.9384,reverse
0.140,22.9417,reverse
0.130,22.9450,reverse
0.120,22.9484,reverse
0.110,22.9517,reverse
0.100,22.9550,reverse
0.090,22.9584,reverse
0.080,22.9617,reverse
0.070,22.9650,reverse
0.060,22.9684,reverse
0.050,22.9717,reverse
0.040,22.9750,reverse
0.030,22.9784,reverse
0.020,22.9817,reverse
0.010,22.9850,reverse
-0.000,22.9884,reverse
-0.010,22.9917,reverse
-0.020,22.9950,reverse
-0.030,22.9984,reverse
-0.040,23.0017,reverse
-0.050,23.0050,reverse
-0.060,23.0084,reverse
-0.070,23.0117,reverse
-0.080,23.0150,reverse
-0.090,23.0184,reverse
-0.100,23.0217,reverse
-0.100,22.7918,forward
-0.090,22.7885,forward
-0.080,22.7852,forward
-0.070,22.7818,forward
-0.060,22.7785,forward
-0.050,22.7752,forward
-0.040,22.7718,forward
-0.030,22.7685,forward
-0.020,22.7652,forward
-0.010,22.7618,forward
-0.000,22.7585,forward
0.010,22.7552,forward
0.020,22.7518,forward
0.030,22.7485,forward
0.040,22.7452,forward
0.050,22.7418,forward
0.060,22.7385,forward
0.070,22.7352,forward
0.080,22.7318,forward
0.090,22.7285,forward
0.100,22.7252,forward
0.110,22.7218,forward
0.120,22.7185,forward
0.130,22.7152,forward
0.140,22.7118,forward
0.150,22.7085,forward
0.160,22.7052,forward
0.170,22.7018,forward
0.180,22.6985,forward
0.190,22.6952,forward
0.200,22.6918,forward
0.210,22.6885,forward
0.220,22.6852,forward
0.230,22.6818,forward
0.240,22.6785,forward
0.250,22.6752,forward
0.260,22.6718,forward
0.270,22.6685,forward
0.280,22.6652,forward
0.290,22.6618,forward
0.300,22.6585,forward
0.310,22.6552,forward
0.320,22.6518,forward
0.330,22.6485,forward
0.340,22.6452,forward
0.350,22.6418,forward
0.360,22.6385,forward
0.370,22.6352,forward
0.380,22.6318,forward
0.390,22.6285,forward
0.400,22.6252,forward
0.410,22.6218,forward
0.420,22.6185,forward
0.430,22.6152,forward
0.440,22.6118,forward
0.450,22.6085,forward
0.460,22.6052,forward
0.470,22.6018,forward
0.480,22.5985,forward
0.490,22.5952,forward
0.500,22.5918,forward
0.510,22.5885,forward
0.520,22.5851,forward
0.530,22.5818,forward
0.540,22.5785,forward
0.550,22.5751,forward
0.560,22.5718,forward
0.570,22.5685,forward
0.580,22.5651,forward
0.590,22.5618,forward
0.600,22.5584,forward
0.610,22.5551,forward
0.620,22.5517,forward
0.630,22.5484,forward
0.640,22.5450,forward
0.650,22.5417,forward
0.660,22.5383,forward
0.670,22.5349,forward
0.680,22.5315,forward
0.690,22.5280,forward
0.700,22.5246,forward
0.710,22.5211,forward
0.720,22.5175,forward
0.730,22.5139,forward
0.740,22.5102,forward
0.750,22.5064,forward
0.760,22.5025,forward
0.770,22.4983,forward
0.780,22.4940,forward
0.790,22.4893,forward
0.800,22.4842,forward
0.810,22.4787,forward
0.820,22.4724,forward
0.830,22.4653,forward
0.840,22.4571,forward
0.850,22.4475,forward
0.860,22.4359,forward
0.870,22.4220,forward
0.880,22.4048,forward
0.890,22.3837,forward
0.900,22.3572,forward
