direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1178,22.951,84.15,21.587,0.990,21.805,1.602,3030
forward,1000,1.1078,22.721,84.05,21.155,0.980,21.587,1.618,3030

voltage (V),current_density (mA/cm^2),direction
1.150,-29.2148,reverse
1.140,-17.3799,reverse
1.130,-8.2483,reverse
1.120,-1.2025,reverse
1.110,4.2342,reverse
1.100,8.4294,reverse
1.090,11.6669,reverse
1.080,14.1654,reverse
1.070,16.0937,reverse
1.060,17.5823,reverse
1.050,18.7314,reverse
1.040,19.6188,reverse
1.030,20.3042,reverse
1.020,20.8337,reverse
1.010,21.2430,reverse
1.000,21.5596,reverse
0.990,21.8046,reverse
0.980,21.9943,reverse
0.970,22.1415,reverse
0.960,22.2558,reverse
0.950,22.3447,reverse
0.940,22.4141,reverse
0.930,22.4684,reverse
0.920,22.5111,reverse
0.910,22.5447,reverse
0.900,22.5715,reverse
0.890,22.5929,reverse
0.880,22.6101,reverse
0.870,22.6242,reverse
0.860,22.6358,reverse
0.850,22.6456,reverse
0.840,22.6538,reverse
0.830,22.6610,reverse
0.820,22.6672,reverse
0.810,22.6728,reverse
0.800,22.6779,reverse
0.790,22.6826,reverse
0.780,22.6870,reverse
0.770,22.6911,reverse
0.760,22.6951,reverse
0.750,22.6989,reverse
0.740,22.7026,reverse
0.730,22.7062,reverse
0.720,22.7098,reverse
0.710,22.7133,reverse
0.700,22.7167,reverse
0.690,22.7202,reverse
0.680,22.7236,reverse
0.670,22.7270,reverse
0.660,22.7303,reverse
0.650,22.7337,reverse
0.640,22.7371,reverse
0.630,22.7404,reverse
0.620,22.7438,reverse
0.610,22.7471,reverse
0.600,22.7505,reverse
0.590,22.7538,reverse
0.580,22.7571,reverse
0.570,22.7605,reverse
0.560,22.7638,reverse
0.550,22.7672,reverse
0.540,22.7705,reverse
0.530,22.7738,reverse
0.520,22.7772,reverse
0.510,22.7805,reverse
0.500,22.7838,reverse
0.490,22.7872,reverse
0.480,22.7905,reverse
0.470,22.7938,reverse
0.460,22.7972,reverse
0.450,22.8005,reverse
0.440,22.8038,reverse
0.430,22.8072,reverse
0.420,22.8105,reverse
0.410,22.8138,reverse
0.400,22.8172,reverse
0.390,22.8205,reverse
0.380,22.8238,reverse
0.370,22.8272,reverse
0.360,22.8305,reverse
0.350,22.8338,reverse
0.340,22.8372,reverse
0.330,22.8405,reverse
0.320,22.8438,reverse
0.310,22.8472,reverse
0.300,22.8505,reverse
0.290,22.8538,reverse
0.280,22.8572,reverse
0.270,22.8605,reverse
0.260,22.8638,reverse
0.250,22.8672,reverse
0.240,22.8705,reverse
0.230,22.8738,reverse
0.220,22.8772,reverse
0.210,22.8805,reverse
0.200,22.8838,reverse
0.190,22.8872,reverse
0.180,22.8905,reverse
0.170,22.8938,reverse
0.160,22.8972,reverse
0.150,22.9005,reverse
0.140,22.9038,reverse
0.130,22.9072,reverse
0.120,22.9105,reverse
0.110,22.9138,reverse
0.100,22.9172,reverse
0.090,22.9205,reverse
0.080,22.9238,reverse
0.070,22.9272,reverse
0.060,22.9305,reverse
0.050,22.9338,reverse
0.040,22.9372,reverse
0.030,22.9405,reverse
0.020,22.9438,reverse
0.010,22.9472,reverse
-0.000,22.9505,reverse
-0.010,22.9538,reverse
-0.020,22.9572,reverse
-0.030,22.9605,reverse
-0.040,22.9638,reverse
-0.050,22.9672,reverse
-0.060,22.9705,reverse
-0.070,22.9738,reverse
-0.080,22.9772,reverse
-0.090,22.9805,reverse
-0.100,22.9838,reverse
-0.100,22.7543,forward
-0.090,22.7510,forward
-0.080,22.7477,forward
-0.070,22.7443,forward
-0.060,22.7410,forward
-0.050,22.7377,forward
-0.040,22.7343,forward
-0.030,22.7310,forward
-0.020,22.7277,forward
-0.010,22.7243,forward
-0.000,22.7210,forward
0.010,22.7177,forward
0.020,22.7143,forward
0.030,22.7110,forward
0.040,22.7077,forward
0.050,22.7043,forward
0.060,22.7010,forward
0.070,22.6977,forward
0.080,22.6943,forward
0.090,22.6910,forward
0.100,22.6877,forward
0.110,22.6843,forward
0.120,22.6810,forward
0.130,22.6777,forward
0.140,22.6743,forward
0.150,22.6710,forward
0.160,22.6677,forward
0.170,22.6643,forward
0.180,22.6610,forward
0.190,22.6577,forward
0.200,22.6543,forward
0.210,22.6510,forward
0.220,22.6477,forward
0.230,22.6443,forward
0.240,22.6410,forward
0.250,22.6377,forward
0.260,22.6343,forward
0.270,22.6310,forward
0.280,22.6277,forward
0.290,22.6243,forward
0.300,22.6210,forward
0.310,22.6177,forward
0.320,22.6143,forward
0.330,22.6110,forward
0.340,22.6077,forward
0.350,22.6043,forward
0.360,22.6010,forward
0.370,22.5977,forward
0.380,22.5943,forward
0.390,22.5910,forward
0.400,22.5877,forward
0.410,22.5843,forward
0.420,22.5810,forward
0.430,22.5777,forward
0.440,22.5743,forward
0.450,22.5710,forward
0.460,22.5677,forward
0.470,22.5643,forward
0.480,22.5610,forward
0.490,22.5577,forward
0.500,22.5543,forward
0.510,22.5510,forward
0.520,22.5476,forward
0.530,22.5443,forward
0.540,22.5410,forward
0.550,22.5376,forward
0.560,22.5343,forward
0.570,22.5310,forward
0.580,22.5276,forward
0.590,22.5243,forward
0.600,22.5209,forward
0.610,22.5176,forward
0.620,22.5142,forward
0.630,22.5109,forward
0.640,22.5075,forward
0.650,22.5042,forward
0.660,22.5008,forward
0.670,22.4974,forward
0.680,22.4940,forward
0.690,22.4906,forward
0.700,22.4871,forward
0.710,22.4836,forward
0.720,22.4800,forward
0.730,22.4764,forward
0.740,22.4727,forward
0.750,22.4689,forward
0.760,22.4650,forward
0.770,22.4608,forward
0.780,22.4565,forward
0.790,22.4518,forward
0.800,22.4467,forward
0.810,22.4412,forward
0.820,22.4349,forward
0.830,22.4278,forward
0.840,22.4196,forward
0.850,22.4099,forward
0.860,22.3984,forward
0.870,22.3844,forward
0.880,22.3673,forward
0.890,22.3461,forward
0.900,22.3196,forward
0.910,22.2862,forward
0.920,22.2440,forward
0.930,22.1902,forward
0.940,22.1215,forward
0.950,22.0334,forward
0.960,21.9202,forward
0.970,21.7744,forward
0.980,21.5865,forward
0.990,21.3440,forward
1.000,21.0306,forward
1.010,20.6253,forward
1.020,20.1010,forward
1.030,19.4225,forward
1.040,18.5440,forward
1.050,17.4063,forward
1.060,15.9326,forward
1.070,14.0235,forward
1.080,11.5499,forward
1.090,8.3448,forward
1.100,4.1915,forward
1.110,-1.1909,forward
1.120,-8.1663,forward
1.130,-17.2065,forward
1.140,-28.9231,forward
1.150,-44.1086,forward
