direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1182,23.105,84.15,21.742,0.990,21.962,1.608,3030
forward,1000,1.1082,22.874,84.06,21.308,0.980,21.742,1.624,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-28.8864,reverse
1.140,-17.0912,reverse
1.130,-7.9903,reverse
1.120,-0.9681,reverse
1.110,4.4504,reverse
1.100,8.6316,reverse
1.090,11.8582,reverse
1.080,14.3483,reverse
1.070,16.2702,reverse
1.060,17.7538,reverse
1.050,18.8991,reverse
1.040,19.7835,reverse
1.030,20.4666,reverse
1.020,20.9944,reverse
1.010,21.4023,reverse
1.000,21.7178,reverse
0.990,21.9620,reverse
0.980,22.1511,reverse
0.970,22.2978,reverse
0.960,22.4117,reverse
0.950,22.5004,reverse
0.940,22.5696,reverse
0.930,22.6237,reverse
0.920,22.6662,reverse
0.910,22.6998,reverse
0.900,22.7264,reverse
0.890,22.7478,reverse
0.880,22.7650,reverse
0.870,22.7790,reverse
0.860,22.7906,reverse
0.850,22.8003,reverse
0.840,22.8086,reverse
0.830,22.8157,reverse
0.820,22.8220,reverse
0.810,22.8276,reverse
0.800,22.8326,reverse
0.790,22.8373,reverse
0.780,22.8417,reverse
0.770,22.8458,reverse
0.760,22.8498,reverse
0.750,22.8536,reverse
0.740,22.8573,reverse
0.730,22.8609,reverse
0.720,22.8644,reverse
0.710,22.8679,reverse
0.700,22.8714,reverse
0.690,22.8748,reverse
0.680,22.8783,reverse
0.670,22.8816,reverse
0.660,22.8850,reverse
0.650,22.8884,reverse
0.640,22.8918,reverse
0.630,22.8951,reverse
0.620,22.8985,reverse
0.610,22.9018,reverse
0.600,22.9052,reverse
0.590,22.9085,reverse
0.580,22.9118,reverse
0.570,22.9152,reverse
0.560,22.9185,reverse
0.550,22.9218,reverse
0.540,22.9252,reverse
0.530,22.9285,reverse
0.520,22.9318,reverse
0.510,22.9352,reverse
0.500,22.9385,reverse
0.490,22.9418,reverse
0.480,22.9452,reverse
0.470,22.9485,reverse
0.460,22.9518,reverse
0.450,22.9552,reverse
0.440,22.9585,reverse
0.430,22.9619,reverse
0.420,22.9652,reverse
0.410,22.9685,reverse
0.400,22.9719,reverse
0.390,22.9752,reverse
0.380,22.9785,reverse
0.370,22.9819,reverse
0.360,22.9852,reverse
0.350,22.9885,reverse
0.340,22.9919,reverse
0.330,22.9952,reverse
0.320,22.9985,reverse
0.310,23.0019,reverse
0.300,23.0052,reverse
0.290,23.0085,reverse
0.280,23.0119,reverse
0.270,23.0152,reverse
0.260,23.0185,reverse
0.250,23.0219,reverse
0.240,23.0252,reverse
0.230,23.0285,reverse
0.220,23.0319,reverse
0.210,23.0352,reverse
0.200,23.0385,reverse
0.190,23.0419,reverse
0.180,23.0452,reverse
0.170,23.0485,reverse
0.160,23.0519,reverse
0.150,23.0552,reverse
0.140,23.0585,reverse
0.130,23.0619,reverse
0.120,23.0652,reverse
0.110,23.0685,reverse
0.100,23.0719,reverse
0.090,23.0752,reverse
0.080,23.0785,reverse
0.070,23.0819,reverse
0.060,23.0852,reverse
0.050,23.0885,reverse
0.040,23.0919,reverse
0.030,23.0952,reverse
0.020,23.0985,reverse
0.010,23.1019,reverse
-0.000,23.1052,reverse
-0.010,23.1085,reverse
-0.020,23.1119,reverse
-0.030,23.1152,reverse
-0.040,23.1185,reverse
-0.050,23.1219,reverse
-0.060,23.1252,reverse
-0.070,23.1285,reverse
-0.080,23.1319,reverse
-0.090,23.1352,reverse
-0.100,23.1385,reverse
-0.100,22.9075,forward
-0.090,22.9041,forward
-0.080,22.9008,forward
-0.070,22.8975,forward
-0.060,22.8941,forward
-0.050,22.8908,forward
-0.040,22.8875,forward
-0.030,22.8841,forward
-0.020,22.8808,forward
-0.010,22.8775,forward
-0.000,22.8741,forward
0.010,22.8708,forward
0.020,22.8675,forward
0.030,22.8641,forward
0.040,22.8608,forward
0.050,22.8575,forward
0.060,22.8541,forward
0.070,22.8508,forward
0.080,22.8475,forward
0.090,22.8441,forward
0.100,22.8408,forward
