## Header ##
[General info]
User	FDN
Device	AI22-1B
Cell area (cm2)	0.09
Test	Stability (JV)
Date	2025-11-19
Time	21:20:58
Note	SMU 1B

[JV Settings]
Vmin (V)	-0.100
Vmax (V)	1.500
Voltage Step (mV)	20.000
Scan Rate (mV/s)	200.000
Auto-detect Voc	Yes
Scan direction	FW then RV
Voltage Range (V)	10 V
Current Range (V)	L
Inverted	No
Auto-range	On

[Cell Settings]
Tipology	Cell
Cell Area (cm2)	0.09
#Cells	1.00
W cell area (cm2)	1.00
#W cells	1.00

## Data ##
Scan	Voc	Jsc	V_MPP	J_MPP	P_MPP	Rs	R//	FF	Eff
	V	mA/cm²	V	mA/cm²	mW/cm²	Ohm	Ohm	%	%
FW	0.484116	16.957687	0.265218	10.491614	2.782565	2.10E+2	8.71E+2	33.89	2.78
RV	0.495170	19.056000	0.285285	11.970430	3.414979	1.46E+2	7.34E+2	36.19	3.41
									
V_FW (V)	J_FW (mA/cm²)	V_RV (V)	J_RV (mA/cm²)						
-9.999915E-2	1.804706E+1	5.000008E-1	-3.722728E-1						
-8.000024E-2	1.782252E+1	4.799999E-1	1.162148E+0						
-5.999904E-2	1.762230E+1	4.600004E-1	2.692870E+0						
-3.999948E-2	1.743258E+1	4.400005E-1	4.237254E+0						
-1.999959E-2	1.719787E+1	4.200003E-1	5.453730E+0						
9.509089E-7	1.695771E+1	4.000000E-1	6.520298E+0						
2.000084E-2	1.668339E+1	3.799992E-1	7.561794E+0						
4.000073E-2	1.636842E+1	3.599999E-1	8.599291E+0						
6.000062E-2	1.599942E+1	3.399997E-1	9.587092E+0						
8.000149E-2	1.564296E+1	3.199992E-1	1.049735E+1						
1.000020E-1	1.529707E+1	2.999996E-1	1.135118E+1						
1.200019E-1	1.488563E+1	2.799984E-1	1.218955E+1						
1.400015E-1	1.444528E+1	2.599992E-1	1.298314E+1						
1.600020E-1	1.394272E+1	2.399990E-1	1.370208E+1						
1.799996E-1	1.337822E+1	2.200001E-1	1.435978E+1						
1.999998E-1	1.277578E+1	1.999982E-1	1.496675E+1						
2.199988E-1	1.212000E+1	1.799980E-1	1.550463E+1						
2.399993E-1	1.139882E+1	1.600010E-1	1.600965E+1						
2.599998E-1	1.069073E+1	1.400012E-1	1.651029E+1						
2.799994E-1	9.888887E+0	1.200003E-1	1.698012E+1						
2.999993E-1	9.034780E+0	1.000011E-1	1.736457E+1						
3.199995E-1	8.157565E+0	8.000018E-2	1.770889E+1						
3.399997E-1	7.219229E+0	6.000062E-2	1.808129E+1						
3.600003E-1	6.250652E+0	4.000073E-2	1.845910E+1						
3.800002E-1	5.264338E+0	2.000019E-2	1.878229E+1						
4.000004E-1	4.275866E+0	2.991177E-7	1.905592E+1						
4.199999E-1	3.294082E+0	-1.999992E-2	1.938131E+1						
4.400002E-1	2.288184E+0	-3.999948E-2	1.967357E+1						
4.600000E-1	1.288428E+0	-6.000002E-2	1.987578E+1						
4.800003E-1	2.178307E-1	-7.999991E-2	2.006908E+1						
5.000005E-1	-8.211431E-1	-1.000008E-1	2.023598E+1						
