direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1175,22.842,84.14,21.477,0.990,21.694,1.598,2985
forward,1000,1.1075,22.613,84.04,21.047,0.980,21.477,1.615,3030

voltage (V),current_density (mA/cm^2),direction
1.150,-29.4467,reverse
1.140,-17.5836,reverse
1.130,-8.4304,reverse
1.120,-1.3678,reverse
1.110,4.0818,reverse
1.100,8.2870,reverse
1.090,11.5322,reverse
1.080,14.0366,reverse
1.070,15.9695,reverse
1.060,17.4616,reverse
1.050,18.6135,reverse
1.040,19.5030,reverse
1.030,20.1899,reverse
1.020,20.7207,reverse
1.010,21.1310,reverse
1.000,21.4483,reverse
0.990,21.6938,reverse
0.980,21.8841,reverse
0.970,22.0316,reverse
0.960,22.1461,reverse
0.950,22.2353,reverse
0.940,22.3048,reverse
0.930,22.3592,reverse
0.920,22.4020,reverse
0.910,22.4357,reverse
0.900,22.4625,reverse
0.890,22.4840,reverse
0.880,22.5012,reverse
0.870,22.5154,reverse
0.860,22.5270,reverse
0.850,22.5367,reverse
0.840,22.5450,reverse
0.830,22.5522,reverse
0.820,22.5585,reverse
0.810,22.5641,reverse
0.800,22.5691,reverse
0.790,22.5738,reverse
0.780,22.5782,reverse
0.770,22.5823,reverse
0.760,22.5863,reverse
0.750,22.5901,reverse
0.740,22.5938,reverse
0.730,22.5974,reverse
0.720,22.6010,reverse
0.710,22.6045,reverse
0.700,22.6080,reverse
0.690,22.6114,reverse
0.680,22.6148,reverse
0.670,22.6182,reverse
0.660,22.6216,reverse
0.650,22.6249,reverse
0.640,22.6283,reverse
0.630,22.6317,reverse
0.620,22.6350,reverse
0.610,22.6384,reverse
0.600,22.6417,reverse
0.590,22.6450,reverse
0.580,22.6484,reverse
0.570,22.6517,reverse
0.560,22.6551,reverse
0.550,22.6584,reverse
0.540,22.6617,reverse
0.530,22.6651,reverse
0.520,22.6684,reverse
0.510,22.6717,reverse
0.500,22.6751,reverse
0.490,22.6784,reverse
0.480,22.6817,reverse
0.470,22.6851,reverse
0.460,22.6884,reverse
0.450,22.6917,reverse
0.440,22.6951,reverse
0.430,22.6984,reverse
0.420,22.7017,reverse
0.410,22.7051,reverse
0.400,22.7084,reverse
0.390,22.7117,reverse
0.380,22.7151,reverse
0.370,22.7184,reverse
0.360,22.7217,reverse
0.350,22.7251,reverse
0.340,22.7284,reverse
0.330,22.7317,reverse
0.320,22.7351,reverse
0.310,22.7384,reverse
0.300,22.7417,reverse
0.290,22.7451,reverse
0.280,22.7484,reverse
0.270,22.7517,reverse
0.260,22.7551,reverse
0.250,22.7584,reverse
0.240,22.7617,reverse
0.230,22.7651,reverse
0.220,22.7684,reverse
0.210,22.7717,reverse
0.200,22.7751,reverse
0.190,22.7784,reverse
0.180,22.7817,reverse
0.170,22.7851,reverse
0.160,22.7884,reverse
0.150,22.7917,reverse
0.140,22.7951,reverse
0.130,22.7984,reverse
0.120,22.8017,reverse
0.110,22.8051,reverse
0.100,22.8084,reverse
0.090,22.8117,reverse
0.080,22.8151,reverse
0.070,22.8184,reverse
0.060,22.8217,reverse
0.050,22.8251,reverse
0.040,22.8284,reverse
0.030,22.8317,reverse
0.020,22.8351,reverse
0.010,22.8384,reverse
-0.000,22.8417,reverse
-0.010,22.8451,reverse
-0.020,22.8484,reverse
-0.030,22.8517,reverse
-0.040,22.8551,reverse
-0.050,22.8584,reverse
-0.060,22.8617,reverse
-0.070,22.8651,reverse
-0.080,22.8684,reverse
-0.090,22.8717,reverse
-0.100,22.8751,reverse
-0.100,22.6466,forward
-0.090,22.6433,forward
-0.080,22.6400,forward
-0.070,22.6366,forward
-0.060,22.6333,forward
-0.050,22.6300,forward
-0.040,22.6266,forward
-0.030,22.6233,forward
-0.020,22.6200,forward
-0.010,22.6166,forward
-0.000,22.6133,forward
0.010,22.6100,forward
0.020,22.6066,forward
0.030,22.6033,forward
0.040,22.6000,forward
0.050,22.5966,forward
0.060,22.5933,forward
0.070,22.5900,forward
0.080,22.5866,forward
0.090,22.5833,forward
0.100,22.5800,forward
0.110,22.5766,forward
0.120,22.5733,forward
0.130,22.5700,forward
0.140,22.5666,forward
0.150,22.5633,forward
0.160,22.5600,forward
0.170,22.5566,forward
0.180,22.5533,forward
0.190,22.5500,forward
0.200,22.5466,forward
0.210,22.5433,forward
0.220,22.5400,forward
0.230,22.5366,forward
0.240,22.5333,forward
0.250,22.5300,forward
0.260,22.5266,forward
0.270,22.5233,forward
0.280,22.5200,forward
0.290,22.5166,forward
0.300,22.5133,forward
0.310,22.5100,forward
0.320,22.5066,forward
0.330,22.5033,forward
0.340,22.5000,forward
0.350,22.4966,forward
0.360,22.4933,forward
0.370,22.4900,forward
0.380,22.4866,forward
0.390,22.4833,forward
0.400,22.4800,forward
0.410,22.4766,forward
0.420,22.4733,forward
0.430,22.4700,forward
0.440,22.4666,forward
0.450,22.4633,forward
0.460,22.4600,forward
0.470,22.4566,forward
0.480,22.4533,forward
0.490,22.4500,forward
0.500,22.4466,forward
