time (h),temperature (°C),irradiance (W/m^2),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
0.0000,20.59,472.5,61.8,0.9417,10.143,9.551
0.1667,21.36,503.7,60.8,0.9384,10.849,10.181
0.3333,21.19,486.0,61.7,0.9371,10.394,9.740
0.5000,22.00,533.2,59.3,0.9388,11.391,10.695
0.6667,23.86,594.3,58.1,0.9398,12.658,11.897
0.8333,23.43,565.6,55.8,0.9394,12.102,11.369
1.0000,23.60,572.4,57.5,0.9400,12.282,11.545
1.1667,25.46,609.0,53.8,0.9344,12.964,12.113
1.3333,25.20,594.1,55.5,0.9350,12.613,11.793
1.5000,26.90,654.7,51.2,0.9365,13.994,13.105
1.6667,27.15,663.8,53.2,0.9358,14.057,13.154
1.8333,26.47,626.7,53.9,0.9322,13.186,12.292
2.0000,28.00,672.1,51.6,0.9320,14.214,13.248
2.1667,28.13,656.4,50.7,0.9308,13.988,13.020
2.3333,28.39,676.8,50.1,0.9294,14.378,13.363
2.5000,28.32,662.2,49.5,0.9324,13.988,13.043
2.6667,30.14,718.9,46.0,0.9297,15.119,14.056
2.8333,27.87,656.3,49.4,0.9331,14.075,13.134
3.0000,29.22,653.3,49.6,0.9292,13.837,12.857
3.1667,29.31,674.3,48.5,0.9286,14.360,13.335
3.3333,29.99,677.5,46.8,0.9312,14.286,13.303
3.5000,29.52,672.1,47.6,0.9293,14.141,13.142
3.6667,30.72,697.5,47.2,0.9257,14.734,13.639
3.8333,29.93,668.6,48.4,0.9313,14.074,13.107
4.0000,29.58,670.0,49.8,0.9283,14.182,13.165
4.1667,28.57,627.6,51.2,0.9270,13.341,12.368
4.3333,28.02,595.2,50.5,0.9265,12.596,11.670
4.5000,28.57,588.0,49.2,0.9268,12.306,11.405
4.6667,28.26,590.0,53.1,0.9265,12.566,11.642
4.8333,28.12,568.5,50.0,0.9286,12.081,11.217
5.0000,27.82,557.7,50.8,0.9292,11.857,11.018
5.1667,27.06,512.6,51.6,0.9265,10.875,10.076
5.3333,26.79,520.3,52.2,0.9277,11.067,10.266
5.5000,26.25,469.0,54.2,0.9267,10.054,9.317
5.6667,25.89,487.2,55.5,0.9277,10.410,9.657
5.8333,24.52,426.7,54.1,0.9252,9.065,8.387
6.0000,24.57,420.3,56.5,0.9253,8.974,8.304
6.1667,23.15,383.8,56.3,0.9231,8.282,7.646
6.3333,22.56,353.0,57.6,0.9224,7.609,7.019
6.5000,22.22,320.1,60.1,0.9204,6.908,6.358
6.6667,21.45,304.8,61.0,0.9233,6.573,6.069
6.8333,19.88,258.2,62.2,0.9209,5.560,5.120
7.0000,19.77,247.0,64.6,0.9227,5.252,4.846
7.1667,19.61,237.5,62.4,0.9190,5.112,4.698
