voltage (V),current_density (mA/cm^2),direction
1.150,-29.4013,reverse
1.140,-17.5438,reverse
1.130,-8.3948,reverse
1.120,-1.3355,reverse
1.110,4.1116,reverse
1.100,8.3148,reverse
1.090,11.5585,reverse
1.080,14.0617,reverse
1.070,15.9938,reverse
1.060,17.4851,reverse
1.050,18.6365,reverse
1.040,19.5256,reverse
1.030,20.2122,reverse
1.020,20.7428,reverse
1.010,21.1529,reverse
1.000,21.4700,reverse
0.990,21.7155,reverse
0.980,21.9056,reverse
0.970,22.0530,reverse
0.960,22.1675,reverse
0.950,22.2566,reverse
0.940,22.3262,reverse
0.930,22.3806,reverse
0.920,22.4233,reverse
0.910,22.4570,reverse
0.900,22.4838,reverse
0.890,22.5052,reverse
0.880,22.5225,reverse
0.870,22.5366,reverse
0.860,22.5482,reverse
0.850,22.5580,reverse
0.840,22.5663,reverse
0.830,22.5734,reverse
0.820,22.5797,reverse
0.810,22.5853,reverse
0.800,22.5904,reverse
0.790,22.5951,reverse
0.780,22.5994,reverse
0.770,22.6036,reverse
0.760,22.6075,reverse
0.750,22.6113,reverse
0.740,22.6150,reverse
0.730,22.6187,reverse
0.720,22.6222,reverse
0.710,22.6257,reverse
0.700,22.6292,reverse
0.690,22.6326,reverse
0.680,22.6360,reverse
0.670,22.6394,reverse
0.660,22.6428,reverse
0.650,22.6462,reverse
0.640,22.6495,reverse
0.630,22.6529,reverse
0.620,22.6562,reverse
0.610,22.6596,reverse
0.600,22.6629,reverse
0.590,22.6663,reverse
0.580,22.6696,reverse
0.570,22.6729,reverse
0.560,22.6763,reverse
0.550,22.6796,reverse
0.540,22.6829,reverse
0.530,22.6863,reverse
0.520,22.6896,reverse
0.510,22.6930,reverse
0.500,22.6963,reverse
0.490,22.6996,reverse
0.480,22.7030,reverse
0.470,22.7063,reverse
0.460,22.7096,reverse
0.450,22.7130,reverse
0.440,22.7163,reverse
0.430,22.7196,reverse
0.420,22.7230,reverse
0.410,22.7263,reverse
0.400,22.7296,reverse
0.390,22.7330,reverse
0.380,22.7363,reverse
0.370,22.7396,reverse
0.360,22.7430,reverse
0.350,22.7463,reverse
0.340,22.7496,reverse
0.330,22.7530,reverse
0.320,22.7563,reverse
0.310,22.7596,reverse
0.300,22.7630,reverse
0.290,22.7663,reverse
0.280,22.7696,reverse
0.270,22.7730,reverse
0.260,22.7763,reverse
0.250,22.7796,reverse
0.240,22.7830,reverse
0.230,22.7863,reverse
0.220,22.7896,reverse
0.210,22.7930,reverse
0.200,22.7963,reverse
0.190,22.7996,reverse
0.180,22.8030,reverse
0.170,22.8063,reverse
0.160,22.8096,reverse
0.150,22.8130,reverse
0.140,22.8163,reverse
0.130,22.8196,reverse
0.120,22.8230,reverse
0.110,22.8263,reverse
0.100,22.8296,reverse
0.090,22.8330,reverse
0.080,22.8363,reverse
0.070,22.8396,reverse
0.060,22.8430,reverse
0.050,22.8463,reverse
0.040,22.8496,reverse
0.030,22.8530,reverse
0.020,22.8563,reverse
0.010,22.8596,reverse
-0.000,22.8630,reverse
-0.010,22.8663,reverse
-0.020,22.8696,reverse
-0.030,22.8730,reverse
-0.040,22.8763,reverse
-0.050,22.8796,reverse
-0.060,22.8830,reverse
-0.070,22.8863,reverse
-0.080,22.8896,reverse
-0.090,22.8930,reverse
-0.100,22.8963,reverse
-0.100,22.6677,forward
-0.090,22.6643,forward
-0.080,22.6610,forward
-0.070,22.6577,forward
-0.060,22.6543,forward
-0.050,22.6510,forward
-0.040,22.6477,forward
-0.030,22.6443,forward
-0.020,22.6410,forward
-0.010,22.6377,forward
-0.000,22.6343,forward
0.010,22.6310,forward
0.020,22.6277,forward
0.030,22.6243,forward
0.040,22.6210,forward
0.050,22.6177,forward
0.060,22.6143,forward
0.070,22.6110,forward
0.080,22.6077,forward
0.090,22.6043,forward
0.100,22.6010,forward
0.110,22.5977,forward
0.120,22.5943,forward
0.130,22.5910,forward
0.140,22.5877,forward
0.150,22.5843,forward
0.160,22.5810,forward
0.170,22.5777,forward
0.180,22.5743,forward
0.190,22.5710,forward
0.200,22.5677,forward
0.210,22.5643,forward
0.220,22.5610,forward
0.230,22.5577,forward
0.240,22.5543,forward
0.250,22.5510,forward
0.260,22.5477,forward
0.270,22.5443,forward
0.280,22.5410,forward
0.290,22.5377,forward
0.300,22.5343,forward
0.310,22.5310,forward
0.320,22.5277,forward
0.330,22.5243,forward
0.340,22.5210,forward
0.350,22.5177,forward
0.360,22.5143,forward
0.370,22.5110,forward
0.380,22.5077,forward
0.390,22.5043,forward
0.400,22.5010,forward
0.410,22.4977,forward
0.420,22.4943,forward
0.430,22.4910,forward
0.440,22.4877,forward
0.450,22.4843,forward
0.460,22.4810,forward
0.470,22.4777,forward
0.480,22.4743,forward
0.490,22.4710,forward
0.500,22.4677,forward
0.510,22.4643,forward
0.520,22.4610,forward
0.530,22.4577,forward
0.540,22.4543,forward
0.550,22.4510,forward
0.560,22.4476,forward
0.570,22.4443,forward
0.580,22.4410,forward
0.590,22.4376,forward
0.600,22.4343,forward
0.610,22.4309,forward
0.620,22.4276,forward
0.630,22.4242,forward
0.640,22.4209,forward
0.650,22.4175,forward
0.660,22.4141,forward
0.670,22.4107,forward
0.680,22.4073,forward
0.690,22.4039,forward
0.700,22.4004,forward
0.710,22.3969,forward
0.720,22.3934,forward
0.730,22.3898,forward
0.740,22.3861,forward
0.750,22.3822,forward
0.760,22.3783,forward
0.770,22.3742,forward
0.780,22.3698,forward
0.790,22.3651,forward
0.800,22.3601,forward
0.810,22.3545,forward
0.820,22.3482,forward
0.830,22.3411,forward
0.840,22.3329,forward
0.850,22.3232,forward
0.860,22.3117,forward
0.870,22.2977,forward
0.880,22.2805,forward
0.890,22.2593,forward
0.900,22.2327,forward
0.910,22.1993,forward
0.920,22.1570,forward
0.930,22.1031,forward
0.940,22.0342,forward
0.950,21.9460,forward
0.960,21.8326,forward
0.970,21.6866,forward
0.980,21.4983,forward
0.990,21.2553,forward
