direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1179,22.998,84.15,21.634,0.990,21.853,1.604,2985
forward,1000,1.1079,22.768,84.05,21.202,0.980,21.634,1.620,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-29.1140,reverse
1.140,-17.2913,reverse
1.130,-8.1692,reverse
1.120,-1.1306,reverse
1.110,4.3005,reverse
1.100,8.4914,reverse
1.090,11.7255,reverse
1.080,14.2214,reverse
1.070,16.1478,reverse
1.060,17.6348,reverse
1.050,18.7828,reverse
1.040,19.6693,reverse
1.030,20.3539,reverse
1.020,20.8829,reverse
1.010,21.2918,reverse
1.000,21.6080,reverse
0.990,21.8528,reverse
0.980,22.0423,reverse
0.970,22.1894,reverse
0.960,22.3035,reverse
0.950,22.3924,reverse
0.940,22.4617,reverse
0.930,22.5160,reverse
0.920,22.5586,reverse
0.910,22.5922,reverse
0.900,22.6189,reverse
0.890,22.6403,reverse
0.880,22.6575,reverse
0.870,22.6716,reverse
0.860,22.6832,reverse
0.850,22.6929,reverse
0.840,22.7012,reverse
0.830,22.7083,reverse
0.820,22.7146,reverse
0.810,22.7202,reverse
0.800,22.7253,reverse
0.790,22.7300,reverse
0.780,22.7343,reverse
0.770,22.7385,reverse
0.760,22.7424,reverse
0.750,22.7462,reverse
0.740,22.7499,reverse
0.730,22.7536,reverse
0.720,22.7571,reverse
0.710,22.7606,reverse
0.700,22.7641,reverse
0.690,22.7675,reverse
0.680,22.7709,reverse
0.670,22.7743,reverse
0.660,22.7777,reverse
0.650,22.7811,reverse
0.640,22.7844,reverse
0.630,22.7878,reverse
0.620,22.7911,reverse
0.610,22.7945,reverse
0.600,22.7978,reverse
0.590,22.8012,reverse
0.580,22.8045,reverse
0.570,22.8078,reverse
0.560,22.8112,reverse
0.550,22.8145,reverse
0.540,22.8179,reverse
0.530,22.8212,reverse
0.520,22.8245,reverse
0.510,22.8279,reverse
0.500,22.8312,reverse
0.490,22.8345,reverse
0.480,22.8379,reverse
0.470,22.8412,reverse
0.460,22.8445,reverse
0.450,22.8479,reverse
0.440,22.8512,reverse
0.430,22.8545,reverse
0.420,22.8579,reverse
0.410,22.8612,reverse
0.400,22.8645,reverse
0.390,22.8679,reverse
0.380,22.8712,reverse
0.370,22.8745,reverse
0.360,22.8779,reverse
0.350,22.8812,reverse
0.340,22.8845,reverse
0.330,22.8879,reverse
0.320,22.8912,reverse
0.310,22.8945,reverse
0.300,22.8979,reverse
0.290,22.9012,reverse
0.280,22.9045,reverse
0.270,22.9079,reverse
0.260,22.9112,reverse
0.250,22.9145,reverse
0.240,22.9179,reverse
0.230,22.9212,reverse
0.220,22.9245,reverse
0.210,22.9279,reverse
0.200,22.9312,reverse
0.190,22.9345,reverse
0.180,22.9379,reverse
