direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1182,23.105,84.15,21.742,0.990,21.962,1.608,3030
forward,1000,1.1082,22.874,84.06,21.308,0.980,21.742,1.624,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-28.8862,reverse
1.140,-17.0910,reverse
1.130,-7.9901,reverse
1.120,-0.9679,reverse
1.110,4.4506,reverse
1.100,8.6318,reverse
1.090,11.8583,reverse
1.080,14.3485,reverse
1.070,16.2704,reverse
1.060,17.7539,reverse
1.050,18.8992,reverse
1.040,19.7836,reverse
1.030,20.4667,reverse
1.020,20.9945,reverse
1.010,21.4024,reverse
1.000,21.7179,reverse
0.990,21.9621,reverse
0.980,22.1512,reverse
0.970,22.2979,reverse
0.960,22.4119,reverse
0.950,22.5005,reverse
0.940,22.5697,reverse
0.930,22.6238,reverse
0.920,22.6663,reverse
0.910,22.6999,reverse
0.900,22.7265,reverse
0.890,22.7479,reverse
0.880,22.7651,reverse
0.870,22.7791,reverse
0.860,22.7907,reverse
0.850,22.8004,reverse
0.840,22.8087,reverse
0.830,22.8158,reverse
0.820,22.8221,reverse
0.810,22.8277,reverse
0.800,22.8328,reverse
0.790,22.8374,reverse
0.780,22.8418,reverse
0.770,22.8459,reverse
0.760,22.8499,reverse
0.750,22.8537,reverse
0.740,22.8574,reverse
0.730,22.8610,reverse
0.720,22.8646,reverse
0.710,22.8681,reverse
0.700,22.8715,reverse
0.690,22.8750,reverse
0.680,22.8784,reverse
0.670,22.8818,reverse
0.660,22.8851,reverse
0.650,22.8885,reverse
0.640,22.8919,reverse
0.630,22.8952,reverse
0.620,22.8986,reverse
0.610,22.9019,reverse
0.600,22.9053,reverse
0.590,22.9086,reverse
0.580,22.9120,reverse
0.570,22.9153,reverse
0.560,22.9186,reverse
0.550,22.9220,reverse
0.540,22.9253,reverse
0.530,22.9286,reverse
0.520,22.9320,reverse
0.510,22.9353,reverse
0.500,22.9386,reverse
0.490,22.9420,reverse
0.480,22.9453,reverse
0.470,22.9486,reverse
0.460,22.9520,reverse
0.450,22.9553,reverse
0.440,22.9586,reverse
0.430,22.9620,reverse
0.420,22.9653,reverse
0.410,22.9686,reverse
0.400,22.9720,reverse
0.390,22.9753,reverse
0.380,22.9786,reverse
0.370,22.9820,reverse
0.360,22.9853,reverse
0.350,22.9886,reverse
0.340,22.9920,reverse
0.330,22.9953,reverse
0.320,22.9986,reverse
0.310,23.0020,reverse
0.300,23.0053,reverse
0.290,23.0086,reverse
0.280,23.0120,reverse
0.270,23.0153,reverse
0.260,23.0186,reverse
0.250,23.0220,reverse
0.240,23.0253,reverse
0.230,23.0286,reverse
0.220,23.0320,reverse
0.210,23.0353,reverse
0.200,23.0386,reverse
0.190,23.0420,reverse
0.180,23.0453,reverse
0.170,23.0486,reverse
0.160,23.0520,reverse
0.150,23.0553,reverse
0.140,23.0586,reverse
0.130,23.0620,reverse
0.120,23.0653,reverse
0.110,23.0686,reverse
0.100,23.0720,reverse
0.090,23.0753,reverse
0.080,23.0786,reverse
0.070,23.0820,reverse
0.060,23.0853,reverse
0.050,23.0886,reverse
0.040,23.0920,reverse
0.030,23.0953,reverse
0.020,23.0986,reverse
0.010,23.1020,reverse
-0.000,23.1053,reverse
-0.010,23.1086,reverse
-0.020,23.1120,reverse
-0.030,23.1153,reverse
-0.040,23.1186,reverse
-0.050,23.1220,reverse
-0.060,23.1253,reverse
-0.070,23.1286,reverse
-0.080,23.1320,reverse
-0.090,23.1353,reverse
-0.100,23.1386,reverse
-0.100,22.9076,forward
-0.090,22.9043,forward
-0.080,22.9009,forward
-0.070,22.8976,forward
-0.060,22.8943,forward
-0.050,22.8909,forward
-0.040,22.8876,forward
-0.030,22.8843,forward
-0.020,22.8809,forward
-0.010,22.8776,forward
-0.000,22.8743,forward
0.010,22.8709,forward
0.020,22.8676,forward
0.030,22.8643,forward
0.040,22.8609,forward
0.050,22.8576,forward
0.060,22.8543,forward
0.070,22.8509,forward
0.080,22.8476,forward
0.090,22.8443,forward
0.100,22.8409,forward
