direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1180,23.017,84.15,21.654,0.990,21.873,1.605,3030
forward,1000,1.1080,22.787,84.05,21.221,0.980,21.654,1.621,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-29.0725,reverse
1.140,-17.2548,reverse
1.130,-8.1366,reverse
1.120,-1.1010,reverse
1.110,4.3278,reverse
1.100,8.5170,reverse
1.090,11.7497,reverse
1.080,14.2446,reverse
1.070,16.1701,reverse
1.060,17.6565,reverse
1.050,18.8040,reverse
1.040,19.6901,reverse
1.030,20.3745,reverse
1.020,20.9032,reverse
1.010,21.3119,reverse
1.000,21.6280,reverse
0.990,21.8727,reverse
0.980,22.0622,reverse
0.970,22.2091,reverse
0.960,22.3233,reverse
0.950,22.4121,reverse
0.940,22.4814,reverse
0.930,22.5356,reverse
0.920,22.5782,reverse
0.910,22.6118,reverse
0.900,22.6385,reverse
0.890,22.6599,reverse
0.880,22.6771,reverse
0.870,22.6912,reverse
0.860,22.7028,reverse
0.850,22.7125,reverse
0.840,22.7208,reverse
0.830,22.7279,reverse
0.820,22.7342,reverse
0.810,22.7398,reverse
0.800,22.7449,reverse
0.790,22.7495,reverse
0.780,22.7539,reverse
0.770,22.7580,reverse
0.760,22.7620,reverse
0.750,22.7658,reverse
0.740,22.7695,reverse
0.730,22.7731,reverse
0.720,22.7767,reverse
0.710,22.7802,reverse
0.700,22.7836,reverse
0.690,22.7871,reverse
0.680,22.7905,reverse
0.670,22.7939,reverse
0.660,22.7973,reverse
0.650,22.8006,reverse
0.640,22.8040,reverse
0.630,22.8073,reverse
0.620,22.8107,reverse
0.610,22.8140,reverse
0.600,22.8174,reverse
0.590,22.8207,reverse
0.580,22.8241,reverse
0.570,22.8274,reverse
0.560,22.8307,reverse
0.550,22.8341,reverse
0.540,22.8374,reverse
0.530,22.8407,reverse
0.520,22.8441,reverse
0.510,22.8474,reverse
0.500,22.8507,reverse
0.490,22.8541,reverse
0.480,22.8574,reverse
0.470,22.8607,reverse
0.460,22.8641,reverse
0.450,22.8674,reverse
0.440,22.8707,reverse
0.430,22.8741,reverse
0.420,22.8774,reverse
0.410,22.8807,reverse
0.400,22.8841,reverse
0.390,22.8874,reverse
0.380,22.8907,reverse
0.370,22.8941,reverse
0.360,22.8974,reverse
0.350,22.9007,reverse
0.340,22.9041,reverse
0.330,22.9074,reverse
0.320,22.9107,reverse
0.310,22.9141,reverse
0.300,22.9174,reverse
0.290,22.9207,reverse
0.280,22.9241,reverse
0.270,22.9274,reverse
0.260,22.9307,reverse
0.250,22.9341,reverse
0.240,22.9374,reverse
0.230,22.9407,reverse
0.220,22.9441,reverse
0.210,22.9474,reverse
0.200,22.9507,reverse
0.190,22.9541,reverse
0.180,22.9574,reverse
0.170,22.9607,reverse
0.160,22.9641,reverse
0.150,22.9674,reverse
0.140,22.9707,reverse
0.130,22.9741,reverse
0.120,22.9774,reverse
0.110,22.9807,reverse
0.100,22.9841,reverse
0.090,22.9874,reverse
0.080,22.9907,reverse
0.070,22.9941,reverse
0.060,22.9974,reverse
0.050,23.0007,reverse
0.040,23.0041,reverse
0.030,23.0074,reverse
0.020,23.0107,reverse
0.010,23.0141,reverse
-0.000,23.0174,reverse
-0.010,23.0207,reverse
-0.020,23.0241,reverse
-0.030,23.0274,reverse
-0.040,23.0307,reverse
-0.050,23.0341,reverse
-0.060,23.0374,reverse
-0.070,23.0407,reverse
-0.080,23.0441,reverse
-0.090,23.0474,reverse
-0.100,23.0507,reverse
-0.100,22.8206,forward
-0.090,22.8172,forward
-0.080,22.8139,forward
-0.070,22.8106,forward
-0.060,22.8072,forward
-0.050,22.8039,forward
-0.040,22.8006,forward
-0.030,22.7972,forward
-0.020,22.7939,forward
-0.010,22.7906,forward
-0.000,22.7872,forward
0.010,22.7839,forward
0.020,22.7806,forward
0.030,22.7772,forward
0.040,22.7739,forward
0.050,22.7706,forward
0.060,22.7672,forward
0.070,22.7639,forward
0.080,22.7606,forward
0.090,22.7572,forward
0.100,22.7539,forward
0.110,22.7506,forward
0.120,22.7472,forward
0.130,22.7439,forward
0.140,22.7406,forward
0.150,22.7372,forward
0.160,22.7339,forward
0.170,22.7306,forward
0.180,22.7272,forward
0.190,22.7239,forward
0.200,22.7206,forward
0.210,22.7172,forward
0.220,22.7139,forward
0.230,22.7106,forward
0.240,22.7072,forward
0.250,22.7039,forward
0.260,22.7006,forward
0.270,22.6972,forward
0.280,22.6939,forward
0.290,22.6906,forward
0.300,22.6872,forward
0.310,22.6839,forward
0.320,22.6806,forward
0.330,22.6772,forward
0.340,22.6739,forward
0.350,22.6706,forward
0.360,22.6672,forward
0.370,22.6639,forward
0.380,22.6606,forward
0.390,22.6572,forward
0.400,22.6539,forward
0.410,22.6506,forward
0.420,22.6472,forward
0.430,22.6439,forward
0.440,22.6406,forward
0.450,22.6372,forward
0.460,22.6339,forward
0.470,22.6306,forward
0.480,22.6272,forward
0.490,22.6239,forward
0.500,22.6206,forward
0.510,22.6172,forward
0.520,22.6139,forward
0.530,22.6106,forward
0.540,22.6072,forward
0.550,22.6039,forward
0.560,22.6006,forward
0.570,22.5972,forward
0.580,22.5939,forward
0.590,22.5905,forward
0.600,22.5872,forward
0.610,22.5839,forward
0.620,22.5805,forward
0.630,22.5771,forward
0.640,22.5738,forward
0.650,22.5704,forward
0.660,22.5670,forward
0.670,22.5636,forward
0.680,22.5602,forward
0.690,22.5568,forward
0.700,22.5533,forward
0.710,22.5498,forward
0.720,22.5463,forward
0.730,22.5427,forward
0.740,22.5390,forward
0.750,22.5352,forward
0.760,22.5312,forward
0.770,22.5271,forward
0.780,22.5227,forward
0.790,22.5181,forward
0.800,22.5130,forward
0.810,22.5074,forward
0.820,22.5012,forward
0.830,22.4941,forward
0.840,22.4859,forward
0.850,22.4762,forward
0.860,22.4647,forward
0.870,22.4507,forward
0.880,22.4336,forward
0.890,22.4125,forward
0.900,22.3860,forward
0.910,22.3527,forward
0.920,22.3105,forward
0.930,22.2568,forward
0.940,22.1881,forward
0.950,22.1002,forward
0.960,21.9871,forward
0.970,21.8416,forward
0.980,21.6540,forward
0.990,21.4118,forward
1.000,21.0988,forward
1.010,20.6941,forward
1.020,20.1706,forward
1.030,19.4930,forward
1.040,18.6158,forward
1.050,17.4797,forward
1.060,16.0082,forward
1.070,14.1018,forward
1.080,11.6319,forward
1.090,8.4315,forward
1.100,4.2842,forward
1.110,-1.0904,forward
1.120,-8.0557,forward
1.130,-17.0827,forward
1.140,-28.7823,forward
1.150,-43.9457,forward
