voltage (V),current_density (mA/cm^2),direction
1.150,-30.5391,reverse
1.140,-18.5422,reverse
1.130,-9.2858,reverse
1.120,-2.1436,reverse
1.110,3.3675,reverse
1.100,7.6201,reverse
1.090,10.9018,reverse
1.080,13.4345,reverse
1.070,15.3892,reverse
1.060,16.8981,reverse
1.050,18.0629,reverse
1.040,18.9624,reverse
1.030,19.6571,reverse
1.020,20.1938,reverse
1.010,20.6087,reverse
1.000,20.9295,reverse
0.990,21.1778,reverse
0.980,21.3701,reverse
0.970,21.5193,reverse
0.960,21.6351,reverse
0.950,21.7252,reverse
0.940,21.7955,reverse
0.930,21.8505,reverse
0.920,21.8937,reverse
0.910,21.9278,reverse
0.900,21.9548,reverse
0.890,21.9764,reverse
0.880,21.9939,reverse
0.870,22.0081,reverse
0.860,22.0199,reverse
0.850,22.0297,reverse
0.840,22.0380,reverse
0.830,22.0452,reverse
0.820,22.0515,reverse
0.810,22.0572,reverse
0.800,22.0623,reverse
0.790,22.0670,reverse
0.780,22.0714,reverse
0.770,22.0755,reverse
0.760,22.0795,reverse
0.750,22.0833,reverse
0.740,22.0870,reverse
0.730,22.0906,reverse
0.720,22.0942,reverse
0.710,22.0977,reverse
0.700,22.1011,reverse
0.690,22.1046,reverse
0.680,22.1080,reverse
0.670,22.1114,reverse
0.660,22.1148,reverse
0.650,22.1181,reverse
0.640,22.1215,reverse
0.630,22.1248,reverse
0.620,22.1282,reverse
0.610,22.1315,reverse
0.600,22.1349,reverse
0.590,22.1382,reverse
0.580,22.1416,reverse
0.570,22.1449,reverse
0.560,22.1482,reverse
0.550,22.1516,reverse
0.540,22.1549,reverse
0.530,22.1582,reverse
0.520,22.1616,reverse
0.510,22.1649,reverse
0.500,22.1682,reverse
0.490,22.1716,reverse
0.480,22.1749,reverse
0.470,22.1782,reverse
0.460,22.1816,reverse
0.450,22.1849,reverse
0.440,22.1882,reverse
0.430,22.1916,reverse
0.420,22.1949,reverse
0.410,22.1982,reverse
0.400,22.2016,reverse
