direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1160,22.279,84.10,20.910,0.990,21.121,1.579,3030
forward,1000,1.1060,22.057,84.00,20.492,0.980,20.910,1.595,3030

voltage (V),current_density (mA/cm^2),direction
1.150,-30.6597,reverse
1.140,-18.6480,reverse
1.130,-9.3800,reverse
1.120,-2.2289,reverse
1.110,3.2890,reverse
1.100,7.5469,reverse
1.090,10.8327,reverse
1.080,13.3685,reverse
1.070,15.3256,reverse
1.060,16.8363,reverse
1.050,18.0026,reverse
1.040,18.9032,reverse
1.030,19.5988,reverse
1.020,20.1362,reverse
1.010,20.5516,reverse
1.000,20.8728,reverse
0.990,21.1214,reverse
0.980,21.3139,reverse
0.970,21.4632,reverse
0.960,21.5792,reverse
0.950,21.6694,reverse
0.940,21.7398,reverse
0.930,21.7949,reverse
0.920,21.8381,reverse
0.910,21.8722,reverse
0.900,21.8993,reverse
0.890,21.9210,reverse
0.880,21.9384,reverse
0.870,21.9527,reverse
0.860,21.9644,reverse
0.850,21.9743,reverse
0.840,21.9826,reverse
0.830,21.9898,reverse
0.820,21.9961,reverse
0.810,22.0017,reverse
0.800,22.0068,reverse
0.790,22.0116,reverse
0.780,22.0159,reverse
0.770,22.0201,reverse
0.760,22.0241,reverse
0.750,22.0279,reverse
0.740,22.0316,reverse
0.730,22.0352,reverse
0.720,22.0388,reverse
0.710,22.0423,reverse
0.700,22.0457,reverse
0.690,22.0492,reverse
0.680,22.0526,reverse
0.670,22.0560,reverse
0.660,22.0594,reverse
0.650,22.0627,reverse
0.640,22.0661,reverse
0.630,22.0694,reverse
0.620,22.0728,reverse
0.610,22.0761,reverse
0.600,22.0795,reverse
0.590,22.0828,reverse
0.580,22.0862,reverse
0.570,22.0895,reverse
0.560,22.0928,reverse
0.550,22.0962,reverse
0.540,22.0995,reverse
0.530,22.1028,reverse
0.520,22.1062,reverse
0.510,22.1095,reverse
0.500,22.1128,reverse
0.490,22.1162,reverse
0.480,22.1195,reverse
0.470,22.1228,reverse
0.460,22.1262,reverse
0.450,22.1295,reverse
0.440,22.1328,reverse
0.430,22.1362,reverse
0.420,22.1395,reverse
0.410,22.1428,reverse
0.400,22.1462,reverse
0.390,22.1495,reverse
0.380,22.1528,reverse
0.370,22.1562,reverse
0.360,22.1595,reverse
0.350,22.1628,reverse
0.340,22.1662,reverse
0.330,22.1695,reverse
0.320,22.1728,reverse
0.310,22.1762,reverse
0.300,22.1795,reverse
0.290,22.1828,reverse
0.280,22.1862,reverse
0.270,22.1895,reverse
0.260,22.1928,reverse
0.250,22.1962,reverse
0.240,22.1995,reverse
0.230,22.2028,reverse
0.220,22.2062,reverse
0.210,22.2095,reverse
0.200,22.2128,reverse
0.190,22.2162,reverse
0.180,22.2195,reverse
0.170,22.2228,reverse
0.160,22.2262,reverse
0.150,22.2295,reverse
0.140,22.2328,reverse
0.130,22.2362,reverse
0.120,22.2395,reverse
0.110,22.2428,reverse
0.100,22.2462,reverse
