direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1179,22.982,84.15,21.619,0.990,21.837,1.603,2985
forward,1000,1.1079,22.752,84.05,21.186,0.980,21.619,1.620,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-29.1472,reverse
1.140,-17.3205,reverse
1.130,-8.1953,reverse
1.120,-1.1543,reverse
1.110,4.2787,reverse
1.100,8.4710,reverse
1.090,11.7062,reverse
1.080,14.2030,reverse
1.070,16.1300,reverse
1.060,17.6175,reverse
1.050,18.7659,reverse
1.040,19.6527,reverse
1.030,20.3376,reverse
1.020,20.8667,reverse
1.010,21.2758,reverse
1.000,21.5921,reverse
0.990,21.8369,reverse
0.980,22.0265,reverse
0.970,22.1736,reverse
0.960,22.2878,reverse
0.950,22.3767,reverse
0.940,22.4461,reverse
0.930,22.5003,reverse
0.920,22.5429,reverse
0.910,22.5766,reverse
0.900,22.6033,reverse
0.890,22.6247,reverse
0.880,22.6419,reverse
0.870,22.6560,reverse
0.860,22.6676,reverse
0.850,22.6774,reverse
0.840,22.6856,reverse
0.830,22.6928,reverse
0.820,22.6990,reverse
0.810,22.7046,reverse
0.800,22.7097,reverse
0.790,22.7144,reverse
0.780,22.7188,reverse
0.770,22.7229,reverse
0.760,22.7268,reverse
0.750,22.7307,reverse
0.740,22.7344,reverse
0.730,22.7380,reverse
0.720,22.7415,reverse
0.710,22.7450,reverse
0.700,22.7485,reverse
0.690,22.7519,reverse
0.680,22.7553,reverse
0.670,22.7587,reverse
0.660,22.7621,reverse
0.650,22.7655,reverse
0.640,22.7688,reverse
0.630,22.7722,reverse
0.620,22.7755,reverse
0.610,22.7789,reverse
0.600,22.7822,reverse
0.590,22.7856,reverse
0.580,22.7889,reverse
0.570,22.7923,reverse
0.560,22.7956,reverse
0.550,22.7989,reverse
