direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1180,23.038,84.15,21.675,0.990,21.893,1.605,2985
forward,1000,1.1080,22.808,84.05,21.241,0.980,21.675,1.621,3030

voltage (V),current_density (mA/cm^2),direction
1.150,-29.0291,reverse
1.140,-17.2167,reverse
1.130,-8.1025,reverse
1.120,-1.0700,reverse
1.110,4.3564,reverse
1.100,8.5437,reverse
1.090,11.7750,reverse
1.080,14.2687,reverse
1.070,16.1935,reverse
1.060,17.6792,reverse
1.050,18.8262,reverse
1.040,19.7119,reverse
1.030,20.3959,reverse
1.020,20.9245,reverse
1.010,21.3330,reverse
1.000,21.6490,reverse
0.990,21.8935,reverse
0.980,22.0829,reverse
0.970,22.2298,reverse
0.960,22.3439,reverse
0.950,22.4327,reverse
0.940,22.5019,reverse
0.930,22.5561,reverse
0.920,22.5987,reverse
0.910,22.6323,reverse
0.900,22.6590,reverse
0.890,22.6804,reverse
0.880,22.6976,reverse
0.870,22.7117,reverse
0.860,22.7233,reverse
0.850,22.7330,reverse
0.840,22.7412,reverse
0.830,22.7484,reverse
0.820,22.7546,reverse
0.810,22.7602,reverse
0.800,22.7653,reverse
0.790,22.7700,reverse
0.780,22.7744,reverse
0.770,22.7785,reverse
0.760,22.7825,reverse
0.750,22.7863,reverse
0.740,22.7900,reverse
0.730,22.7936,reverse
0.720,22.7971,reverse
0.710,22.8006,reverse
0.700,22.8041,reverse
0.690,22.8075,reverse
0.680,22.8109,reverse
0.670,22.8143,reverse
0.660,22.8177,reverse
0.650,22.8211,reverse
0.640,22.8244,reverse
0.630,22.8278,reverse
0.620,22.8311,reverse
0.610,22.8345,reverse
0.600,22.8378,reverse
0.590,22.8412,reverse
0.580,22.8445,reverse
0.570,22.8479,reverse
0.560,22.8512,reverse
0.550,22.8545,reverse
0.540,22.8579,reverse
0.530,22.8612,reverse
0.520,22.8645,reverse
0.510,22.8679,reverse
0.500,22.8712,reverse
0.490,22.8745,reverse
0.480,22.8779,reverse
0.470,22.8812,reverse
0.460,22.8845,reverse
0.450,22.8879,reverse
0.440,22.8912,reverse
0.430,22.8945,reverse
0.420,22.8979,reverse
0.410,22.9012,reverse
0.400,22.9045,reverse
0.390,22.9079,reverse
0.380,22.9112,reverse
0.370,22.9145,reverse
0.360,22.9179,reverse
0.350,22.9212,reverse
0.340,22.9245,reverse
0.330,22.9279,reverse
0.320,22.9312,reverse
0.310,22.9345,reverse
0.300,22.9379,reverse
0.290,22.9412,reverse
0.280,22.9445,reverse
0.270,22.9479,reverse
0.260,22.9512,reverse
0.250,22.9545,reverse
0.240,22.9579,reverse
0.230,22.9612,reverse
0.220,22.9645,reverse
0.210,22.9679,reverse
0.200,22.9712,reverse
0.190,22.9745,reverse
0.180,22.9779,reverse
0.170,22.9812,reverse
0.160,22.9845,reverse
0.150,22.9879,reverse
0.140,22.9912,reverse
0.130,22.9945,reverse
0.120,22.9979,reverse
0.110,23.0012,reverse
0.100,23.0045,reverse
0.090,23.0079,reverse
0.080,23.0112,reverse
0.070,23.0145,reverse
0.060,23.0179,reverse
0.050,23.0212,reverse
0.040,23.0245,reverse
0.030,23.0279,reverse
0.020,23.0312,reverse
0.010,23.0345,reverse
-0.000,23.0379,reverse
-0.010,23.0412,reverse
-0.020,23.0445,reverse
-0.030,23.0479,reverse
-0.040,23.0512,reverse
-0.050,23.0545,reverse
-0.060,23.0579,reverse
-0.070,23.0612,reverse
-0.080,23.0645,reverse
-0.090,23.0679,reverse
-0.100,23.0712,reverse
-0.100,22.8408,forward
-0.090,22.8375,forward
-0.080,22.8342,forward
-0.070,22.8308,forward
-0.060,22.8275,forward
-0.050,22.8242,forward
-0.040,22.8208,forward
-0.030,22.8175,forward
-0.020,22.8142,forward
-0.010,22.8108,forward
-0.000,22.8075,forward
0.010,22.8042,forward
0.020,22.8008,forward
0.030,22.7975,forward
0.040,22.7942,forward
0.050,22.7908,forward
0.060,22.7875,forward
0.070,22.7842,forward
0.080,22.7808,forward
0.090,22.7775,forward
0.100,22.7742,forward
0.110,22.7708,forward
0.120,22.7675,forward
0.130,22.7642,forward
0.140,22.7608,forward
0.150,22.7575,forward
0.160,22.7542,forward
0.170,22.7508,forward
0.180,22.7475,forward
0.190,22.7442,forward
0.200,22.7408,forward
0.210,22.7375,forward
0.220,22.7342,forward
0.230,22.7308,forward
0.240,22.7275,forward
0.250,22.7242,forward
0.260,22.7208,forward
0.270,22.7175,forward
0.280,22.7142,forward
0.290,22.7108,forward
0.300,22.7075,forward
0.310,22.7042,forward
0.320,22.7008,forward
0.330,22.6975,forward
0.340,22.6942,forward
0.350,22.6908,forward
0.360,22.6875,forward
0.370,22.6842,forward
0.380,22.6808,forward
0.390,22.6775,forward
0.400,22.6742,forward
0.410,22.6708,forward
0.420,22.6675,forward
0.430,22.6642,forward
0.440,22.6608,forward
0.450,22.6575,forward
0.460,22.6542,forward
0.470,22.6508,forward
0.480,22.6475,forward
0.490,22.6442,forward
0.500,22.6408,forward
0.510,22.6375,forward
0.520,22.6342,forward
0.530,22.6308,forward
0.540,22.6275,forward
0.550,22.6241,forward
0.560,22.6208,forward
0.570,22.6175,forward
0.580,22.6141,forward
0.590,22.6108,forward
0.600,22.6075,forward
0.610,22.6041,forward
0.620,22.6008,forward
0.630,22.5974,forward
0.640,22.5940,forward
0.650,22.5907,forward
0.660,22.5873,forward
0.670,22.5839,forward
0.680,22.5805,forward
0.690,22.5771,forward
0.700,22.5736,forward
0.710,22.5701,forward
0.720,22.5665,forward
0.730,22.5629,forward
0.740,22.5592,forward
0.750,22.5554,forward
0.760,22.5515,forward
0.770,22.5474,forward
0.780,22.5430,forward
0.790,22.5383,forward
0.800,22.5333,forward
0.810,22.5277,forward
0.820,22.5215,forward
0.830,22.5144,forward
0.840,22.5061,forward
0.850,22.4965,forward
0.860,22.4850,forward
0.870,22.4710,forward
0.880,22.4539,forward
0.890,22.4327,forward
0.900,22.4063,forward
0.910,22.3730,forward
0.920,22.3308,forward
0.930,22.2771,forward
0.940,22.2085,forward
0.950,22.1206,forward
0.960,22.0076,forward
0.970,21.8621,forward
0.980,21.6746,forward
0.990,21.4325,forward
1.000,21.1196,forward
1.010,20.7152,forward
1.020,20.1919,forward
1.030,19.5146,forward
1.040,18.6377,forward
1.050,17.5022,forward
1.060,16.0313,forward
1.070,14.1258,forward
1.080,11.6569,forward
1.090,8.4579,forward
1.100,4.3125,forward
1.110,-1.0597,forward
1.120,-8.0219,forward
1.130,-17.0450,forward
1.140,-28.7393,forward
1.150,-43.8960,forward
