direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1172,22.722,84.13,21.356,0.990,21.572,1.594,3030
forward,1000,1.1072,22.494,84.03,20.929,0.980,21.356,1.610,2985

voltage (V),current_density (mA/cm^2),direction
1.150,-29.7038,reverse
1.140,-17.8095,reverse
1.130,-8.6321,reverse
1.120,-1.5509,reverse
1.110,3.9131,reverse
1.100,8.1294,reverse
1.090,11.3831,reverse
1.080,13.8941,reverse
1.070,15.8322,reverse
1.060,17.3282,reverse
1.050,18.4831,reverse
1.040,19.3749,reverse
1.030,20.0637,reverse
1.020,20.5959,reverse
1.010,21.0072,reverse
1.000,21.3254,reverse
0.990,21.5716,reverse
0.980,21.7623,reverse
0.970,21.9101,reverse
0.960,22.0250,reverse
0.950,22.1144,reverse
0.940,22.1841,reverse
0.930,22.2387,reverse
0.920,22.2815,reverse
0.910,22.3153,reverse
0.900,22.3422,reverse
0.890,22.3637,reverse
0.880,22.3810,reverse
0.870,22.3951,reverse
0.860,22.4068,reverse
0.850,22.4166,reverse
0.840,22.4248,reverse
0.830,22.4320,reverse
0.820,22.4383,reverse
0.810,22.4439,reverse
0.800,22.4490,reverse
0.790,22.4537,reverse
0.780,22.4581,reverse
0.770,22.4622,reverse
0.760,22.4662,reverse
0.750,22.4700,reverse
0.740,22.4737,reverse
0.730,22.4773,reverse
0.720,22.4809,reverse
0.710,22.4844,reverse
0.700,22.4878,reverse
0.690,22.4913,reverse
0.680,22.4947,reverse
0.670,22.4981,reverse
0.660,22.5014,reverse
0.650,22.5048,reverse
0.640,22.5082,reverse
0.630,22.5115,reverse
0.620,22.5149,reverse
0.610,22.5182,reverse
0.600,22.5216,reverse
0.590,22.5249,reverse
0.580,22.5282,reverse
0.570,22.5316,reverse
0.560,22.5349,reverse
0.550,22.5383,reverse
0.540,22.5416,reverse
0.530,22.5449,reverse
0.520,22.5483,reverse
0.510,22.5516,reverse
0.500,22.5549,reverse
0.490,22.5583,reverse
0.480,22.5616,reverse
0.470,22.5649,reverse
0.460,22.5683,reverse
0.450,22.5716,reverse
0.440,22.5749,reverse
0.430,22.5783,reverse
0.420,22.5816,reverse
0.410,22.5849,reverse
0.400,22.5883,reverse
0.390,22.5916,reverse
0.380,22.5949,reverse
0.370,22.5983,reverse
0.360,22.6016,reverse
0.350,22.6049,reverse
0.340,22.6083,reverse
0.330,22.6116,reverse
0.320,22.6149,reverse
0.310,22.6183,reverse
0.300,22.6216,reverse
0.290,22.6249,reverse
0.280,22.6283,reverse
0.270,22.6316,reverse
0.260,22.6349,reverse
0.250,22.6383,reverse
0.240,22.6416,reverse
0.230,22.6449,reverse
0.220,22.6483,reverse
0.210,22.6516,reverse
0.200,22.6549,reverse
0.190,22.6583,reverse
0.180,22.6616,reverse
0.170,22.6649,reverse
0.160,22.6683,reverse
0.150,22.6716,reverse
0.140,22.6749,reverse
0.130,22.6783,reverse
0.120,22.6816,reverse
0.110,22.6849,reverse
0.100,22.6883,reverse
0.090,22.6916,reverse
0.080,22.6949,reverse
0.070,22.6983,reverse
0.060,22.7016,reverse
0.050,22.7049,reverse
0.040,22.7083,reverse
0.030,22.7116,reverse
0.020,22.7149,reverse
0.010,22.7183,reverse
-0.000,22.7216,reverse
-0.010,22.7249,reverse
-0.020,22.7283,reverse
-0.030,22.7316,reverse
-0.040,22.7349,reverse
-0.050,22.7383,reverse
-0.060,22.7416,reverse
-0.070,22.7449,reverse
-0.080,22.7483,reverse
-0.090,22.7516,reverse
-0.100,22.7549,reverse
-0.100,22.5277,forward
-0.090,22.5244,forward
-0.080,22.5210,forward
-0.070,22.5177,forward
-0.060,22.5144,forward
-0.050,22.5110,forward
-0.040,22.5077,forward
-0.030,22.5044,forward
-0.020,22.5010,forward
-0.010,22.4977,forward
-0.000,22.4944,forward
0.010,22.4910,forward
0.020,22.4877,forward
0.030,22.4844,forward
0.040,22.4810,forward
0.050,22.4777,forward
0.060,22.4744,forward
0.070,22.4710,forward
0.080,22.4677,forward
0.090,22.4644,forward
0.100,22.4610,forward
0.110,22.4577,forward
0.120,22.4544,forward
0.130,22.4510,forward
0.140,22.4477,forward
0.150,22.4444,forward
0.160,22.4410,forward
0.170,22.4377,forward
0.180,22.4344,forward
0.190,22.4310,forward
0.200,22.4277,forward
0.210,22.4244,forward
0.220,22.4210,forward
0.230,22.4177,forward
0.240,22.4144,forward
0.250,22.4110,forward
0.260,22.4077,forward
0.270,22.4044,forward
0.280,22.4010,forward
0.290,22.3977,forward
0.300,22.3944,forward
0.310,22.3910,forward
0.320,22.3877,forward
0.330,22.3844,forward
0.340,22.3810,forward
0.350,22.3777,forward
0.360,22.3744,forward
0.370,22.3710,forward
0.380,22.3677,forward
0.390,22.3644,forward
0.400,22.3610,forward
0.410,22.3577,forward
0.420,22.3544,forward
0.430,22.3510,forward
0.440,22.3477,forward
0.450,22.3444,forward
0.460,22.3410,forward
0.470,22.3377,forward
0.480,22.3344,forward
0.490,22.3310,forward
0.500,22.3277,forward
0.510,22.3244,forward
0.520,22.3210,forward
0.530,22.3177,forward
0.540,22.3144,forward
0.550,22.3110,forward
0.560,22.3077,forward
0.570,22.3044,forward
0.580,22.3010,forward
0.590,22.2977,forward
0.600,22.2943,forward
0.610,22.2910,forward
0.620,22.2876,forward
0.630,22.2843,forward
0.640,22.2809,forward
0.650,22.2776,forward
0.660,22.2742,forward
0.670,22.2708,forward
0.680,22.2674,forward
0.690,22.2639,forward
