direction,irradiance (W/m^2),open_circuit_voltage (V),short_circuit_current_density (mA/cm^2),fill_factor (%),efficiency (%),potential_at_maximum_power_point (V),current_density_at_maximum_power_point (mA/cm^2),series_resistance (ohm*cm^2),shunt_resistance (ohm*cm^2)
reverse,1000,1.1150,21.919,84.07,20.546,0.990,20.754,1.566,3030
forward,1000,1.1050,21.700,83.98,20.135,0.980,20.546,1.582,3030

voltage (V),current_density (mA/cm^2),direction
1.150,-31.4513,reverse
1.140,-19.3412,reverse
1.130,-9.9973,reverse
1.120,-2.7876,reverse
1.110,2.7755,reverse
1.100,7.0683,reverse
1.090,10.3810,reverse
1.080,12.9376,reverse
1.070,14.9107,reverse
1.060,16.4338,reverse
1.050,17.6096,reverse
1.040,18.5176,reverse
1.030,19.2188,reverse
1.020,19.7606,reverse
1.010,20.1793,reverse
1.000,20.5032,reverse
0.990,20.7538,reverse
0.980,20.9479,reverse
0.970,21.0984,reverse
0.960,21.2153,reverse
0.950,21.3062,reverse
0.940,21.3771,reverse
0.930,21.4326,reverse
0.920,21.4762,reverse
0.910,21.5106,reverse
0.900,21.5378,reverse
0.890,21.5596,reverse
0.880,21.5772,reverse
0.870,21.5916,reverse
0.860,21.6034,reverse
0.850,21.6133,reverse
0.840,21.6216,reverse
0.830,21.6289,reverse
0.820,21.6352,reverse
0.810,21.6409,reverse
0.800,21.6460,reverse
0.790,21.6507,reverse
0.780,21.6551,reverse
0.770,21.6592,reverse
0.760,21.6632,reverse
0.750,21.6670,reverse
0.740,21.6707,reverse
0.730,21.6744,reverse
0.720,21.6779,reverse
0.710,21.6814,reverse
0.700,21.6849,reverse
0.690,21.6883,reverse
0.680,21.6918,reverse
0.670,21.6951,reverse
0.660,21.6985,reverse
0.650,21.7019,reverse
0.640,21.7053,reverse
0.630,21.7086,reverse
0.620,21.7120,reverse
0.610,21.7153,reverse
0.600,21.7187,reverse
0.590,21.7220,reverse
0.580,21.7253,reverse
0.570,21.7287,reverse
0.560,21.7320,reverse
0.550,21.7353,reverse
0.540,21.7387,reverse
0.530,21.7420,reverse
0.520,21.7454,reverse
0.510,21.7487,reverse
0.500,21.7520,reverse
0.490,21.7554,reverse
0.480,21.7587,reverse
0.470,21.7620,reverse
0.460,21.7654,reverse
0.450,21.7687,reverse
0.440,21.7720,reverse
0.430,21.7754,reverse
0.420,21.7787,reverse
0.410,21.7820,reverse
0.400,21.7854,reverse
0.390,21.7887,reverse
0.380,21.7920,reverse
0.370,21.7954,reverse
0.360,21.7987,reverse
0.350,21.8020,reverse
0.340,21.8054,reverse
0.330,21.8087,reverse
0.320,21.8120,reverse
0.310,21.8154,reverse
0.300,21.8187,reverse
0.290,21.8220,reverse
0.280,21.8254,reverse
0.270,21.8287,reverse
0.260,21.8320,reverse
0.250,21.8354,reverse
0.240,21.8387,reverse
0.230,21.8420,reverse
0.220,21.8454,reverse
0.210,21.8487,reverse
0.200,21.8520,reverse
0.190,21.8554,reverse
0.180,21.8587,reverse
0.170,21.8620,reverse
0.160,21.8654,reverse
0.150,21.8687,reverse
0.140,21.8720,reverse
0.130,21.8754,reverse
0.120,21.8787,reverse
0.110,21.8820,reverse
0.100,21.8854,reverse
0.090,21.8887,reverse
0.080,21.8920,reverse
0.070,21.8954,reverse
0.060,21.8987,reverse
0.050,21.9020,reverse
