voltage (V),current_density (mA/cm^2),direction
1.150,-35.4573,reverse
1.140,-22.8321,reverse
1.130,-13.0909,reverse
1.120,-5.5747,reverse
1.110,0.2249,reverse
1.100,4.7001,reverse
1.090,8.1536,reverse
1.080,10.8187,reverse
1.070,12.8757,reverse
1.060,14.4634,reverse
1.050,15.6891,reverse
1.040,16.6355,reverse
1.030,17.3665,reverse
1.020,17.9311,reverse
1.010,18.3676,reverse
1.000,18.7050,reverse
0.990,18.9662,reverse
0.980,19.1684,reverse
0.970,19.3251,reverse
0.960,19.4469,reverse
0.950,19.5415,reverse
0.940,19.6153,reverse
0.930,19.6730,reverse
0.920,19.7183,reverse
0.910,19.7540,reverse
0.900,19.7823,reverse
0.890,19.8049,reverse
0.880,19.8231,reverse
0.870,19.8379,reverse
0.860,19.8501,reverse
0.850,19.8602,reverse
0.840,19.8688,reverse
0.830,19.8762,reverse
0.820,19.8827,reverse
0.810,19.8884,reverse
0.800,19.8936,reverse
0.790,19.8984,reverse
0.780,19.9028,reverse
0.770,19.9070,reverse
0.760,19.9110,reverse
0.750,19.9149,reverse
0.740,19.9186,reverse
0.730,19.9222,reverse
0.720,19.9258,reverse
0.710,19.9293,reverse
0.700,19.9328,reverse
0.690,19.9362,reverse
0.680,19.9396,reverse
0.670,19.9430,reverse
0.660,19.9464,reverse
0.650,19.9498,reverse
0.640,19.9532,reverse
0.630,19.9565,reverse
0.620,19.9599,reverse
0.610,19.9632,reverse
0.600,19.9666,reverse
0.590,19.9699,reverse
0.580,19.9732,reverse
0.570,19.9766,reverse
0.560,19.9799,reverse
0.550,19.9832,reverse
0.540,19.9866,reverse
0.530,19.9899,reverse
0.520,19.9933,reverse
0.510,19.9966,reverse
0.500,19.9999,reverse
0.490,20.0033,reverse
0.480,20.0066,reverse
0.470,20.0099,reverse
0.460,20.0133,reverse
0.450,20.0166,reverse
0.440,20.0199,reverse
0.430,20.0233,reverse
0.420,20.0266,reverse
0.410,20.0299,reverse
0.400,20.0333,reverse
0.390,20.0366,reverse
0.380,20.0399,reverse
0.370,20.0433,reverse
0.360,20.0466,reverse
0.350,20.0499,reverse
0.340,20.0533,reverse
0.330,20.0566,reverse
0.320,20.0599,reverse
0.310,20.0633,reverse
0.300,20.0666,reverse
0.290,20.0699,reverse
0.280,20.0733,reverse
0.270,20.0766,reverse
0.260,20.0799,reverse
0.250,20.0833,reverse
0.240,20.0866,reverse
0.230,20.0899,reverse
0.220,20.0933,reverse
0.210,20.0966,reverse
0.200,20.0999,reverse
0.190,20.1033,reverse
0.180,20.1066,reverse
0.170,20.1099,reverse
0.160,20.1133,reverse
0.150,20.1166,reverse
0.140,20.1199,reverse
0.130,20.1233,reverse
0.120,20.1266,reverse
0.110,20.1299,reverse
0.100,20.1333,reverse
0.090,20.1366,reverse
0.080,20.1399,reverse
0.070,20.1433,reverse
0.060,20.1466,reverse
0.050,20.1499,reverse
0.040,20.1533,reverse
0.030,20.1566,reverse
0.020,20.1599,reverse
0.010,20.1633,reverse
-0.000,20.1666,reverse
-0.010,20.1699,reverse
-0.020,20.1733,reverse
-0.030,20.1766,reverse
-0.040,20.1799,reverse
-0.050,20.1833,reverse
-0.060,20.1866,reverse
-0.070,20.1899,reverse
-0.080,20.1933,reverse
-0.090,20.1966,reverse
-0.100,20.1999,reverse
-0.100,19.9983,forward
-0.090,19.9949,forward
-0.080,19.9916,forward
-0.070,19.9883,forward
-0.060,19.9849,forward
-0.050,19.9816,forward
-0.040,19.9783,forward
-0.030,19.9749,forward
-0.020,19.9716,forward
-0.010,19.9683,forward
-0.000,19.9649,forward
0.010,19.9616,forward
0.020,19.9583,forward
0.030,19.9549,forward
0.040,19.9516,forward
0.050,19.9483,forward
0.060,19.9449,forward
0.070,19.9416,forward
0.080,19.9383,forward
0.090,19.9349,forward
0.100,19.9316,forward
0.110,19.9283,forward
0.120,19.9249,forward
0.130,19.9216,forward
0.140,19.9183,forward
0.150,19.9149,forward
0.160,19.9116,forward
0.170,19.9083,forward
0.180,19.9049,forward
0.190,19.9016,forward
0.200,19.8983,forward
0.210,19.8949,forward
0.220,19.8916,forward
0.230,19.8883,forward
0.240,19.8849,forward
0.250,19.8816,forward
0.260,19.8783,forward
0.270,19.8749,forward
0.280,19.8716,forward
0.290,19.8683,forward
0.300,19.8649,forward
0.310,19.8616,forward
0.320,19.8583,forward
0.330,19.8549,forward
0.340,19.8516,forward
0.350,19.8483,forward
0.360,19.8449,forward
0.370,19.8416,forward
0.380,19.8383,forward
0.390,19.8349,forward
0.400,19.8316,forward
0.410,19.8283,forward
0.420,19.8249,forward
0.430,19.8216,forward
0.440,19.8183,forward
0.450,19.8149,forward
0.460,19.8116,forward
0.470,19.8083,forward
0.480,19.8049,forward
0.490,19.8016,forward
0.500,19.7983,forward
0.510,19.7949,forward
0.520,19.7916,forward
0.530,19.7883,forward
0.540,19.7849,forward
0.550,19.7816,forward
0.560,19.7782,forward
0.570,19.7749,forward
0.580,19.7716,forward
0.590,19.7682,forward
0.600,19.7649,forward
0.610,19.7615,forward
0.620,19.7582,forward
0.630,19.7548,forward
0.640,19.7515,forward
0.650,19.7481,forward
0.660,19.7447,forward
0.670,19.7413,forward
0.680,19.7379,forward
0.690,19.7345,forward
0.700,19.7310,forward
0.710,19.7275,forward
0.720,19.7239,forward
0.730,19.7203,forward
0.740,19.7166,forward
0.750,19.7127,forward
0.760,19.7087,forward
0.770,19.7045,forward
0.780,19.7001,forward
0.790,19.6954,forward
0.800,19.6902,forward
0.810,19.6844,forward
0.820,19.6780,forward
0.830,19.6707,forward
0.840,19.6621,forward
0.850,19.6520,forward
0.860,19.6399,forward
0.870,19.6253,forward
0.880,19.6072,forward
0.890,19.5848,forward
0.900,19.5568,forward
0.910,19.5214,forward
0.920,19.4765,forward
0.930,19.4194,forward
0.940,19.3463,forward
0.950,19.2525,forward
0.960,19.1320,forward
0.970,18.9768,forward
0.980,18.7765,forward
0.990,18.5180,forward
1.000,18.1839,forward
1.010,17.7518,forward
1.020,17.1927,forward
1.030,16.4690,forward
1.040,15.5321,forward
1.050,14.3186,forward
1.060,12.7467,forward
1.070,10.7103,forward
1.080,8.0718,forward
1.090,4.6528,forward
1.100,0.2223,forward
1.110,-5.5194,forward
1.120,-12.9604,forward
1.130,-22.6043,forward
1.140,-35.1032,forward
1.150,-51.3028,forward
