## Header ##
[General info]
User	FDN
Device	AI14-1B
Cell area (cm2)	0.09
Test	Stability (JV)
Date	2025-11-20
Time	17:24:43
Note	SMU 1B

[JV Settings]
Vmin (V)	-0.100
Vmax (V)	1.500
Voltage Step (mV)	20.000
Scan Rate (mV/s)	200.000
Auto-detect Voc	Yes
Scan direction	FW then RV
Voltage Range (V)	10 V
Current Range (V)	L
Inverted	No
Auto-range	On

[Cell Settings]
Tipology	Cell
Cell Area (cm2)	0.09
#Cells	1.00
W cell area (cm2)	1.00
#W cells	1.00

## Data ##
Scan	Voc	Jsc	V_MPP	J_MPP	P_MPP	Rs	R//	FF	Eff
	V	mA/cm²	V	mA/cm²	mW/cm²	Ohm	Ohm	%	%
FW	0.837395	17.262018	0.390435	11.364098	4.436942	1.01E+3	1.95E+3	30.69	4.44
RV	0.840000	17.535393	0.396722	11.150741	4.423745	5.81E+2	1.77E+3	30.03	4.42
									
V_FW (V)	J_FW (mA/cm²)	V_RV (V)	J_RV (mA/cm²)						
-9.999980E-2	1.787773E+1	8.399996E-1	1.844397E-1						
-7.999959E-2	1.765656E+1	8.199990E-1	6.753516E-1						
-6.000067E-2	1.759643E+1	7.999998E-1	9.978870E-1						
-4.000013E-2	1.744652E+1	7.799996E-1	1.269410E+0						
-1.999992E-2	1.736660E+1	7.599994E-1	1.577367E+0						
2.991177E-7	1.726220E+1	7.399992E-1	1.921770E+0						
2.000084E-2	1.710591E+1	7.199989E-1	2.302732E+0						
4.000106E-2	1.701329E+1	6.999984E-1	2.720639E+0						
5.999997E-2	1.688386E+1	6.799982E-1	3.171998E+0						
8.000116E-2	1.673834E+1	6.600009E-1	3.653528E+0						
1.000011E-1	1.657620E+1	6.400013E-1	4.158807E+0						
1.200013E-1	1.637758E+1	6.200005E-1	4.691661E+0						
1.400012E-1	1.618655E+1	6.000009E-1	5.241610E+0						
1.600014E-1	1.599015E+1	5.800013E-1	5.804145E+0						
1.799990E-1	1.573479E+1	5.600005E-1	6.389442E+0						
1.999989E-1	1.546288E+1	5.400009E-1	6.984552E+0						
2.199997E-1	1.520166E+1	5.200007E-1	7.577944E+0						
2.399990E-1	1.486611E+1	5.000008E-1	8.175327E+0						
2.599989E-1	1.448723E+1	4.800006E-1	8.783092E+0						
2.799997E-1	1.407746E+1	4.600000E-1	9.379067E+0						
2.999996E-1	1.367283E+1	4.399992E-1	9.950618E+0						
3.199992E-1	1.321384E+1	4.199999E-1	1.051165E+1						
3.399994E-1	1.271393E+1	4.000004E-1	1.105918E+1						
3.599996E-1	1.220659E+1	3.799995E-1	1.161697E+1						
3.800005E-1	1.166446E+1	3.599993E-1	1.213583E+1						
4.000004E-1	1.108061E+1	3.399997E-1	1.262818E+1						
4.200006E-1	1.047096E+1	3.199998E-1	1.307692E+1						
4.399998E-1	9.839282E+0	2.999993E-1	1.354936E+1						
4.600000E-1	9.183227E+0	2.799991E-1	1.396969E+1						
4.800003E-1	8.524335E+0	2.599985E-1	1.436271E+1						
5.000005E-1	7.875319E+0	2.399993E-1	1.473463E+1						
5.200000E-1	7.222148E+0	2.199988E-1	1.508099E+1						
5.400009E-1	6.578053E+0	1.999992E-1	1.542303E+1						
5.600008E-1	5.945177E+0	1.799987E-1	1.571340E+1						
5.800007E-1	5.323235E+0	1.600017E-1	1.596361E+1						
6.000009E-1	4.716967E+0	1.400012E-1	1.622674E+1						
6.200011E-1	4.134538E+0	1.200013E-1	1.648018E+1						
6.400000E-1	3.577254E+0	1.000004E-1	1.667604E+1						
6.600012E-1	3.051510E+0	8.000084E-2	1.686225E+1						
6.799988E-1	2.561008E+0	6.000062E-2	1.704915E+1						
6.999984E-1	2.105285E+0	4.000171E-2	1.725462E+1						
7.199993E-1	1.687417E+0	2.000084E-2	1.741917E+1						
7.399988E-1	1.305294E+0	-2.677799E-8	1.753530E+1						
7.599994E-1	9.642158E-1	-1.999926E-2	1.766693E+1						
7.799986E-1	6.633068E-1	-3.999948E-2	1.777720E+1						
7.999998E-1	3.995134E-1	-5.999970E-2	1.788774E+1						
8.199994E-1	1.716541E-1	-8.000024E-2	1.797944E+1						
8.400002E-1	-2.477675E-2	-1.000001E-1	1.806204E+1						
