## Header ##
[General info]
User	FDN
Device	AI14-1B
Cell area (cm2)	0.09
Test	Stability (JV)
Date	2025-11-20
Time	17:23:58
Note	SMU 1B

[JV Settings]
Vmin (V)	-0.100
Vmax (V)	1.500
Voltage Step (mV)	20.000
Scan Rate (mV/s)	200.000
Auto-detect Voc	Yes
Scan direction	FW then RV
Voltage Range (V)	10 V
Current Range (V)	L
Inverted	No
Auto-range	On

[Cell Settings]
Tipology	Cell
Cell Area (cm2)	0.09
#Cells	1.00
W cell area (cm2)	1.00
#W cells	1.00

## Data ##
Scan	Voc	Jsc	V_MPP	J_MPP	P_MPP	Rs	R//	FF	Eff
	V	mA/cm²	V	mA/cm²	mW/cm²	Ohm	Ohm	%	%
FW	0.773115	14.557990	0.285552	7.642762	2.182404	3.27E+3	6.66E+2	19.39	2.18
RV	0.779999	15.056017	0.307424	7.948271	2.443489	2.03E+3	6.96E+2	20.81	2.44
									
V_FW (V)	J_FW (mA/cm²)	V_RV (V)	J_RV (mA/cm²)						
-1.000005E-1	1.611285E+1	7.799986E-1	2.024618E-1						
-7.999959E-2	1.580241E+1	7.599997E-1	3.575920E-1						
-5.999970E-2	1.551864E+1	7.399995E-1	4.371095E-1						
-3.999948E-2	1.519588E+1	7.199989E-1	5.374475E-1						
-1.999894E-2	1.490398E+1	6.999990E-1	6.628363E-1						
2.991177E-7	1.455797E+1	6.799992E-1	8.141067E-1						
2.000084E-2	1.422806E+1	6.600015E-1	9.934666E-1						
4.000008E-2	1.383639E+1	6.400007E-1	1.202743E+0						
6.000029E-2	1.343399E+1	6.200001E-1	1.441516E+0						
8.000084E-2	1.299655E+1	6.000006E-1	1.705314E+0						
1.000017E-1	1.253861E+1	5.800004E-1	1.993953E+0						
1.200006E-1	1.203890E+1	5.600011E-1	2.307798E+0						
1.400008E-1	1.152599E+1	5.400003E-1	2.648996E+0						
1.600017E-1	1.099183E+1	5.200007E-1	3.009904E+0						
1.799993E-1	1.047818E+1	5.000001E-1	3.386255E+0						
1.999989E-1	9.954723E+0	4.800006E-1	3.791612E+0						
2.199994E-1	9.409194E+0	4.600000E-1	4.217459E+0						
2.399996E-1	8.855541E+0	4.399998E-1	4.655406E+0						
2.599992E-1	8.315218E+0	4.199996E-1	5.107706E+0						
2.799991E-1	7.789954E+0	4.000004E-1	5.593641E+0						
2.999993E-1	7.255639E+0	3.799995E-1	6.085024E+0						
3.199995E-1	6.721925E+0	3.599999E-1	6.592191E+0						
3.399994E-1	6.209672E+0	3.399991E-1	7.104369E+0						
3.599996E-1	5.715286E+0	3.199992E-1	7.622349E+0						
3.800002E-1	5.226531E+0	2.999990E-1	8.140924E+0						
3.999997E-1	4.755494E+0	2.800001E-1	8.667110E+0						
4.200003E-1	4.309607E+0	2.599992E-1	9.209434E+0						
4.400002E-1	3.880456E+0	2.399993E-1	9.736981E+0						
4.600000E-1	3.469863E+0	2.199991E-1	1.025647E+1						
4.799996E-1	3.075494E+0	1.999992E-1	1.075010E+1						
5.000005E-1	2.711908E+0	1.799993E-1	1.124749E+1						
5.200007E-1	2.372803E+0	1.600010E-1	1.174783E+1						
5.399999E-1	2.049301E+0	1.400008E-1	1.223148E+1						
5.600014E-1	1.746990E+0	1.200016E-1	1.268405E+1						
5.800010E-1	1.468990E+0	1.000011E-1	1.312521E+1						
6.000012E-1	1.214072E+0	8.000018E-2	1.356813E+1						
6.200001E-1	9.807110E-1	6.000062E-2	1.396500E+1						
6.400010E-1	7.733367E-1	4.000008E-2	1.433564E+1						
6.600015E-1	5.915739E-1	2.000117E-2	1.471374E+1						
6.799992E-1	4.355626E-1	6.250133E-7	1.505606E+1						
6.999990E-1	3.039963E-1	-1.999959E-2	1.536238E+1						
7.199989E-1	1.958287E-1	-3.999948E-2	1.564175E+1						
7.399992E-1	1.078659E-1	-6.000002E-2	1.586951E+1						
7.599994E-1	3.759972E-2	-8.000089E-2	1.614166E+1						
7.800002E-1	-1.844899E-2	-9.999980E-2	1.639600E+1						
		-1.200003E-1	1.662541E+1						
